"writer","date","comment"
"I이맥스4디엑스스크린X","2022.06.07","배우님들 연기력에 박수를 보냅니다."
"프리미어","2022.06.07","점점 스며들다 완전히 빠져버려 동화되어 버렸다."
"토로장","2022.06.07","연기에 있어선 찬사를 보냅니다"
"ra**yung0810","2022.06.07","jnnendndnciikaosodd"
"hy**a0506","2022.06.07","dnnfncjkskkennfjf"
"fa**0816","2022.06.07","재미있게 잘 보았습니다"
"10관은절대안됨","2022.06.07","평택cgv 2관 진짜 개불편 앞뒤간격 없어서 앞좌석 발로 찰수밖에 없는구조. 의자는 푹신하기만한 직각의자

영화는 살면서 가장 무서운게 죽음이었고 죽을까봐 무서운적이 많았는데 죽음보다 더 무서운게 있다는걸 피부로 와닿을 수 있게 해준 영화. 치매체험vr느낌."
"ye**s2589","2022.06.07","좋은 영화 잘 봤어요!!"
"km**gkiki","2022.06.07","재미있었습니다 😀 😀 😀 😀 😀 😀 😀 😀"
"나나나","2022.06.07","살짝 아쉬운 연출을 배우연기로 커버"
"md**021","2022.06.07","서현진님 연기는 말모 완벽~~"
"김똔맘","2022.06.07","안성기님의 담담한 아빠역이 이영화가 좋은 이유에요"
"ma**n932001","2022.06.07","서현진배우 연기가 좋았어요"
"sunsethi","2022.06.07","연기가 실제 같았어요ㅠㅠ"
"kd**eon1326","2022.06.07","재미있었습니다 ㅎㅎ 😁 😎 💗"
"du**mlwjd75","2022.06.07","잘봤습니다.재밌었어요."
"에펠♡","2022.06.07","펑펑 울었어요 요즘 젊은 치매가 많아진다는데 현실적이라 더 무섭네요"
"재","2022.06.07","진짜 많이 재밌었어요!!"
"ho**7083","2022.06.07","배우들의 연기도 좋았고 감동도 있고 잘 봤습니다
눈물이 많이 났네요~~"
"인싸가되고싶은아싸","2022.06.07","우리 주위에서 있을 법한 얘기"
"e1**34","2022.06.07","잘 보고 왔습니다..^^...^^"
"닝네잉","2022.06.07","성추행하는 남자 역겨움"
"Corea free man","2022.06.07","누구에게나 있을수있는 가슴아픈 영화"
"별이냥이","2022.06.07","두  배우  연기에  박수를 치고싶어요
진짜   추천 하고싶은 영화
너무나 슬픈 영화"
"예나나_","2022.06.07","서현진 배우님과 안성기 배우님의 연기가 기나긴 여운을 주네요.. 주변에서 볼 수 있는 상황들과 이야기들이기에 더 먹먹했던 것 같습니다 너무너무 잘 봤어요!"
"dl**udwns1","2022.06.07","잘봤습니다 잘봤습니다."
"ki**kik2","2022.06.07","영화 공감하며 잘 봤습니다"
"이사카 코타로","2022.06.07","역시 서현진^^ 카시오페아"
"na**37","2022.06.07","서현진의 뛰어난 연기가 몰입도를 더 높여줬다."
"bo**ny511","2022.06.07","두 배우의 연기는 더 할말이 없을 정도!"
"ls**948","2022.06.07","누구에게나 닥칠수 있는 가슴아픈 이야기네요.
가족사가 아닌 사회적 숙제입니다~~"
"미르써니","2022.06.07","기억 상실과 소실에 대한 이야기는 망각이 아닌 이상에 슬플 수 밖에"
"no**ayeon","2022.06.07","치매라는 단어를 다시한번 떠올려보게했던 영화"
"세조","2022.06.07","정말 재미있게 잘봤어요~~"
"베니시오델토로","2022.06.07","남조 처음 만날 때부터 해코지 할까봐 조마조마"
"지구별자유인","2022.06.07","재미있어요 재미있어요"
"apjpemgmpe","2022.06.07","뜻깊은시간의미있는시간"
"99**rabbit","2022.06.07","여섯번째 관람이지만 세 배우의 연기가 정말 돋보인다.
빠르게 흘러가는 내용에 큰 사건없는 결말까지 정말 인상깊었고 보는내내 마음을 건드리는 영화."
"dj**ksk81","2022.06.07","너무 슬펐어요. 와이프가 옆에서 너무 많이 울었어요ㅜㅜ"
"su**50002","2022.06.07","딸에대한 지극한 아버지의 사랑과 슬픔이 잔잔하게 마음을 적셔온다"
"novasonic","2022.06.07","가슴이 먹먹하고 코끝이 찡한 영화 였습니다"
"JAY.","2022.06.07","카시오페아. 카시오페아."
"si**er1233","2022.06.07","감사히 잘 봤어영 ㅎㅎㅎ"
"je**sme00","2022.06.07","카시오페아 잘 봤습니다."
"_버퍼","2022.06.07","배우들의 연기가 너무 좋았어요"
"rara1009","2022.06.07","good!!!good!!!"
"rm**236","2022.06.07","누구에게나 일어날수 있는 슬프고 안타까운..."
"tk**tktm","2022.06.07","감동적으로 잘봤어요..."
"bo**1014","2022.06.07","젊은나이에 치매 넘 슬프다 배우님들 연기 최고"
"멜론","2022.06.07","여운이 깊어도 너무 깊어요 서현진 연기가 어우 이건 진짜처럼 느껴졌어요"
"길스리","2022.06.07","재미있어요!!!^^*"
"17cm","2022.06.07","안타까웠구요 등산 그 동호회? 진짜 승질 나더군요 저런 멍청한 인간들이 있는지"
"qn**mrtjd232","2022.06.07","삼사히 잘 봤어요웋ㅎㅎ"
"ss**nge","2022.06.07","배우들의 연기가 너무 좋아서 몰입이 잘 됐어요"
"jj**ghc","2022.06.07","슬픈데, 배우의 연기가 절절함을 더하다"
"셀린7","2022.06.07","카시오페아 카시오페아"
"oneday","2022.06.07","잔잔하고 마음아픈 영화"
"RIN MATSUOKA","2022.06.07","치매는 가족들에게 너무 큰 고통인듯.."
"EMILIAJONES","2022.06.07","치매환자와 그가족들의 상황을 현실적으로 보여주다"
"봄봄봄23","2022.06.07","눈물 가득ㅠ 정말 잔인한 병이다...ㅠ"
"사자몫","2022.06.07","북극성3개반/아!! 치매가 정말 너무 무서운 병이군요. 본인도 그렇지만 주변가족이 너무나 힘든..그걸 연기해낸 배우들께 감사를 표합니다.영화는 항상 주변을 돌아보게 하는군요. 우리모두 힘내요.화이팅!!!"
"ks5665","2022.06.07","배우들의 차분한 연기가 좋았어요"
"아롱양이다","2022.06.07","서현진 짱짱!! 딕션좋아요"
"sh**821","2022.06.07","좋은 영화 추천합니다~~"
"하핳헿","2022.06.07","좋은 영화 추천합니다~~"
"ja**ine0609","2022.06.07","그럭저럭 괜찮아요 ?ㆍ"
"Wity","2022.06.07","슬플거라 예상은 했지만...생각보다 더 울었네; 엔딩크레딧 너무 짧아서 수습할 시간이 부족...이걸 왜 대낮에 본거냐"
"늘행복한사람","2022.06.07","가족의 힘
살아야한다는 의지
그 모든게 넘 의연하게 표현된듯
가슴아프지만 아름다움도 함께 알려준 두시간"
"mo**rise90","2022.06.07","아주 좋았어요 만족해요!"
"ar**617","2022.06.07","오랜만에 눈물한바가지 흘렸어요 ㅠㅠ"
"aj**bz","2022.06.07","스크린으로 서현진 배우는 첨 뵙는거 같은데 연기 잘 하시더라구요. 좋았습니다"
"평평08","2022.06.07","서현진의 새로운 모습에 마음을 뺏기다"
"77**ni","2022.06.07","세상에서 가장 잔인한 치매라는 병. 그것도 부모보다 자식에게 먼저온다면.."
"마에스트로 욱스","2022.06.07","최근에 어머님이 치매진단을 받았는데 이 영화를 우연히 보게 되었다. 주인공 정도의 상태는 아니지만 공감이 가고 안스러워서 보는 내내 너무 슬펐다. 치매는 남의 일이 아닙니다. 관심들 갖으면 좋을 듯 합니다. 배우님들 연기가 너무 좋습니다. 이영화 꼭 보세요"
"귀여운쿠맘","2022.06.07","알츠하이머...겪어 본 가족은 그 이상의 감동,공감이..."
"뻥튀기기","2022.06.07","슬프네요 슬프네요..."
"tw**6625","2022.06.07","좋은 배우에 좋은 기획의도만으로 영화가 완성되는게 아닐텐데..."
"cb**ense","2022.06.07","뛰어난 연기력이 매우 좋았습니다!"
"qk**lgus715","2022.06.07","연기력이 인상깊었습니다!"
"하트 스페이스","2022.06.07","안성기,  서현진 배우님의 담담하고 세밀한 연기가 눈물을 저절로 흐르게하네요."
"동동e","2022.06.07","재미있게 관람했습니다"
"황금돌고래","2022.06.07","감동도 여운도 없는.. 시간만 버렸어요"
"하늘신","2022.06.07","부녀간의 생각하는 마음이 너무 
수프러ㅓ어주 ㅠㅠㅠㅠ"
"js**410","2022.06.07","배우분들의 연기가 정말 좋아요."
"dh**90","2022.06.07","생각 보다 괜찮았어요."
"벅근","2022.06.07","연기는 굿
스토리는 글쎄..
깊은 느낌이 없어요"
"맥켄지뷘","2022.06.07","서현진 배우의 연기
정말 잘 봤습니다
가슴이 아팠어요"
"색채의 마법사","2022.06.07","배우들의 연기도 좋고 생각해볼 거리도 있는 영화였습니다"
"tktk","2022.06.07","연기가 너무 좋아서 몰입하면서 봤네요"
"ki**mcalypse","2022.06.07","가시오가피 가시오가피"
"숏다리펭귄","2022.06.07","치매를 앓는 가족이 있어서 감정이입이 너무 됐어요"
"nh**oveshy","2022.06.07","잘봤습니다 잘봤습니다"
"널그리기","2022.06.07","부모의 아픔과 실수를 회고하고 다시 쓰는 육아보고서"
"na**r82","2022.06.07","재밌었어요 또 보고싶어요~~"
"ilovelove","2022.06.07","새로운 소재의 슬픈 이야기네요"
"redax99","2022.06.07","예고편볼 때부터 예상했지만 넘 가슴아파서 보는 내내 눈물이 멈추질 않았고, 서현진의 연기에 끝까지 몰입할 수 있었어요.."
"릭키훈","2022.06.07","아역도 연기를 잘헌다.
사나이는 가끔 눈물을 흘린다.
나는 눈물 흘리는 사나이가 좋다."
"파랑새699","2022.06.07","재미있는영화입니다 많이보십시요"
"si**igirl9","2022.06.07","배우들의 열연이 돋보이는 영화였습니다
누구도 자유로울수 없는 병에대하여 다시한번 생각해볼수있는 기회였습니다"
"유지퉤","2022.06.07","상업영화처럼 반전이나 극적 해피엔딩은 없습니다
전형적인 비극적 엔딩이지만… 많은 것을 생각하게 해주는 영화입니다
슬픈 영화네요
우리는 날마다 누군가에게 빚을 지고 있고, 또한 누군가의 빚을 갚아주면서 서로 기대면서 산다는 안성기형님의 이야기"
"Jul♡♡","2022.06.07","배우들의 연기가 살렸네요."
"소승불교","2022.06.07","가슴이 짠한 영화. 서현진의 연기와 부드러운 안성기 형님의 연기가 잘 어우러진 어느 곳에서나 있을법한 이야기"
"yhssd","2022.06.07","처음은 독립영화 느낌이었는데 후반으로 갈수록 서현진배우 연기에 깊이 빠져듭니다"
"bh**adcj","2022.06.07","잊어도 괜찮아. 내일 또 얘기해 줄게."
"DOTAGE","2022.06.07","우리 주변에 있을 수 있고,
나의 이야기가 될 수도 있으니까요..
눈물이 계속 났어요"
"햄식이토르","2022.06.07","영화가 너무 슬프더군요ㅠㅠ"
"mintlove","2022.06.07","너무 찡해요 ㅜㅜ 치매는 환자도 남아있는 가족도 모두 힘든 일이예요"
"sp**ngbreak","2022.06.07","배우들의 연기가 좋았습니다."
"so**nge777","2022.06.07","가슴 아팠어요..기억을 잃어 가며 한 인간으로서 처절하게 스러져 가는 모습이 안타까웠어요..
연기 좋았어요"
"fr**nea","2022.06.07","포인트를먹읍시다열자"
"vs**ycom3","2022.06.07","포인트를먹읍시다열자"
"you_turn","2022.06.07","포인트를먹읍시다열자"
"sj**ocj","2022.06.07","잊어도 괜찮아. 내일 또 얘기해 줄게."
"ru**ls381","2022.06.07","눈물 줄줄흘림 보다가 힘들어서 나가고싶어진 영화는 공포영화이후로 첨이에요 진짜 연기개지림"
"빨간장미","2022.06.07","안성기 서현진 배우님 너무 멋집니다
너무 감동적입니다
관남중에 계속 울었습니다"
"in**19","2022.06.07","서현진 배우와 안성기 배우의 연기는 말할 것도 없이 훌륭했고, 우리사회에서 각자의 역할에 따른 고민들을 생각해보게 한다"
"ju**imok","2022.06.07","너무 현실적이서  보는 내내 마음이 무겁고, 
눈물을 멈출수가 없었어요."
"le**angroc71","2022.06.07","배우들의 연기가 좋았읍니다"
"도주공","2022.06.07","현실적인 스토리라 더욱 안타깝고 서글퍼지네요. 현실은 영화보다 더 어렵고 힘들겠죠. 누구에게나 발생할 수 있는 일이기에 두려워지기도 합니다. 배우들의 연기는 좋았는데 다소 억지스런 설정이 나오는 장면은 많이 아쉽네요."
"sinzule","2022.06.07","서현진 배우님 연기 대박!"
"gg**agy3","2022.06.07","알츠하이머가  젊은사람에게 더 치명적인 ~~ 간병지옥속,명불허전 안성기 생활연기~거기에 서현진배우는 환자로리얼한모습 절박함 안타까움등"
"kk**s70","2022.06.07","생각보다 감동이 밀려오진 않았습니다."
"ji**hs","2022.06.07","배우들 연기는 좋았습니다."
"ko**sk","2022.06.07","슬픈 장면의 연속이기는 하나 구성이 아쉽네요."
"ar**orker44","2022.06.07","카시오페아 그 단어가 지닌 의미가 와닿습니다."
"ki**9230","2022.06.07","카시오페아 영화가 너무 슬퍼요."
"ho**tar3","2022.06.07","깜끔한 구성이고 신파적 구성도 아닌데, 마지막에 터지더라구요."
"ho**tar1","2022.06.07","알츠하이머라는 병이 얼마나 끔찍한지.."
"sy21cs","2022.06.07","마지막 장면에서 눈물이 흐르는 걸 참을 수 없었어요."
"purmeice","2022.06.07","나 자신을 잃어간다는 것, 그리고 주변인들에게 피해를 끼친다는 것 모두 끔찍하지 않을 수 없네요."
"25young","2022.06.07","기억을 잃는다는 것..현실적으로는 참 비참하게 느껴진다..하지만 어떤면에서는 다시 아이로 돌아가는 듯 한.."
"hoon53","2022.06.07","서현진 연기 정말 잘합니다"
"mj1","2022.06.07","배우들 연기가 최고입니다.."
"p55","2022.06.07","잘봤습니다 감동적입니다.."
"KKABICHU7","2022.06.07","서현진이 연기한 수진의 마지막 뒷모습이 너무나 먹먹했다!!!"
"해밀처럼","2022.06.07","알츠하이머에 걸린 변호사 딸을 보살피는 아빠의 헌신이 심금을 울렸던 영화에요 나이드신 분들만
걸리는 병인줄 알았는데 치료제가 빨리 나왔으면  좋겠네요 안성기 배우님과 서현진 배우의 연기가 너무 좋았던 카시오페아 였어요 강추"
"ye**ekim64","2022.06.07","망각의 유효성 만큼이나 소중한 기억, 그 기억을 공유함으로 유지되는 인간의 관계, 한편으로는 얽메이게 하지만
 그럼에도 불구하고 우리는 그 기억의 힘으로 대부분을 살아간다."
"ho**er","2022.06.07","가족의 소중함을 느끼게 해준 영화"
"둘째","2022.06.07","슬프네요 연기 좋았습니다 잘봤습니다"
"ra**ate798","2022.06.07","카시오페아 잘 봤습니다."
"ap**skk","2022.06.07","서현진 배우 연기 좋아요"
"wa**56","2022.06.07","너무 슬프고 미래의 현실성있는 영화라 마음아프게 다가오네요.좋았습니다."
"오로라^^*","2022.06.07","가슴절절한 감정연기 슬프네요. . .ㅜㅜ"
"찌닝s","2022.06.07","배우 연기가 매우 독보이는 영화 진짜 계속 울었어요"
"ChaDa","2022.06.07","배우분들 연기가 좋았습니다"
"se**e830","2022.06.07","좋아요ㅡ,,,잼잇ㅇ요,,..ㅋㅋ"
"movsta","2022.06.07","연기는 좋지만 단지 그뿐."
"소처럼","2022.06.07","남의 일이 아닌것 같아서 더 슬퍼요"
"is**emom51","2022.06.07","배우들 연기력이 참 좋아요"
"iamissue","2022.06.07","슬펐습니다. 재미있게 봤어요"
"jj**nny76","2022.06.07","배우들 연기가 좋아서 공감이 가면서도 안타까운 현실이 느껴지네요"
"날개없는악마","2022.06.07","주인공의 연기가 돋보이네요"
"태웅찡","2022.06.07","생각보다 재밌게 봤습니다"
"주신님","2022.06.07","배우들의 연기가 좋았습니다"
"현수기","2022.06.07","가족모두가 환자가되는 특별한 병명 알츠하이머"
"아침이이슬","2022.06.07","서현진 배우님 연기 너무 좋았어용"
"md**w12","2022.06.07","배우들의 연기가 너무 와닿았어요.
슬프고 감동적이에요."
"은서sueun821/as02!","2022.06.07","감명깊게 잘봤습니다 재미있어요"
"onyang544","2022.06.07","슬프네요 내용좋구 배우연기 좋아요"
"gang543/f9~","2022.06.07","눈물이요 잘봤습니다 좋아요"
"ELIZABETHOLSEN","2022.06.07","실제 치매환자와 가족이 아니라면 모를 현실적인 문제를 알게 되었다"
"꼭이긴다꼭","2022.06.07","너무 가슴아팠습니다."
"멋쟁이한","2022.06.07","지인들과 좋은 시간이었습니다"
"양.","2022.06.07","너무 무섭고도 슬픈이야기"
"찬란하고쓸쓸한도깨비","2022.06.07","영화 집중해서 보게 되네요"
"hfjsl","2022.06.07","서현진씨 연기 잊지못할거예요.."
"시공간을뛰어넘어","2022.06.07","배우분들 연기가 너무 좋아요"
"ge**rspecial","2022.06.07","담담한 아이의 반응은 애처럽고 기특하다"
"어흥^^","2022.06.07","오랜만에 만나는 배우들의 스크린 나들이"
"ko**545512","2022.06.07","서현진이 명배우긴 명배우네요.. 영화를 끌고가는데 연기가 소름 돋습니다. 
알츠하이머라는 주제. 인간에게 보여질 수 있는 모습들을 잘 표현해주셨어요. 당사자와 그 주변인 혹은 3자의 모습까지요.
오랜만에 좋은 영화봤어요. 감사합니다."
"sc**olsc","2022.06.07","드라마같지만 잘봤습니다"
"LOECA","2022.06.07","많이 울었어요~  연기가 너무 좋았어요. 감사합니다♡"
"아토스짱","2022.06.07","배우들의 연기 좋았고 볼 만한 영화였음"
"django d는묵음","2022.06.07","시간이 없어서 못봄요~"
"nrdr","2022.06.07","최고의 배우들이 함께한 최고의 영화"
"ycs80","2022.06.07","배우분들의 연기가 좋았고 공감과 감동 눈물이 있는 영화였어요."
"Neitesy","2022.06.07","인물들을 최대한 궁지로 몰아넣고 최대한의 감정을 끌어낸다."
"ge**8081","2022.06.07","서로 힘들게 하지 않고 힘이 되는 사람이 되고 싶네요."
"하츠바나","2022.06.07","서현진 배우님 팬이라 봤는데 역시 연기 너무 좋았고 휴지는 꼭 챙겨가시길."
"jang^^*","2022.06.07","감정이입이 돼서 계속 눈물을 흘렸습니다.
누군가에게 닥칠지 모르는일..
배우들의 연기 좋았습니다"
"초대장","2022.06.07","연기가 다한 영화였어요~~"
"=","2022.06.07","흔한 소재지만 눈물샘을 자극하는 영화!"
"ka**offel","2022.06.07","카시오페아 봤습니다."
"//","2022.06.07","재미있게 잘 봤습니다."
"mo**jh62","2022.06.07","한 번 더 보고싶어지는 영화였다."
"March","2022.06.06","배우 연기가 인상적입니다."
"가타부타","2022.06.06","배우들의 연기가 좋았어요"
"톨토리_","2022.06.06","병마에 허덕이는 현실이 절망적일지라도 가족의 끈은 단단하고 빛난다."
"jw**r7","2022.06.06","[9] 서현진 배우가 차 안에서 소리치는 장면이 어색해 보였는데, 완벽한 엄마와 딸로 그리고 변호사로 살아가는 삶을 잘 표현했다는 걸 다 보고나서 느껴졌고 알츠하이머로 살아가는 가족들분이 공감이 가지 않을까 생각되는 괜찮은 영화"
"weddess","2022.06.06","연기넘 잘하세요.
몰입해 봐서 감정에서 나오는대 좀 걸렸내요."
"du**od88","2022.06.06","카시오페아 잘 봤어요 질 보았다"
"맘무비","2022.06.06","먹먹해도 따순 가슴 안고 극장을 나선다"
"ty**iotyty","2022.06.06","알츠하이머 치료제가 빨리 발명됐음 좋겠음"
"소팔","2022.06.06","카시오페아. 잘 봤어요~"
"야구짱짱맨","2022.06.06","서현진 배우의 열연과 흡입력 인정"
"코드명 쌍디귿","2022.06.06","보통의 스토리에 큰 활력을 불어넣은 서현진 배우의 어마어마한 연기력"
"hi**fivecej","2022.06.06","끝까지 몰입해서 봤어요. 혹시 내가 그 상태가 되면 어떨까 생각해보니 정말 무섭더라고요.. 주변에 치매이신분, 그 가족들의 어려움에 대해 생각해보게되었네요."
"토토로리","2022.06.06","무섭다 치매 술마시면 가끔 나도 단고기억상실이 오던데 조심하자 ㅠ"
"11**ssy","2022.06.06","가슴이 먹먹해지는 영화였어요:\) 배우분들의 연기는 정말 좋았어요! 특히 서현진 배우님의 연기에 여러번 놀라고 놀랐던ㅎㅎ"
"김라면","2022.06.06","기억 관계 존엄 인간성, 그리고 스러지다"
"몽이와춤을","2022.06.06","gooood gooood gooood"
"ha**yji1001","2022.06.06","넘 슬퍼요. 서현진 연기가 넘 좋았어요"
"mo**7788","2022.06.06","..  ,,,..,,bb"
"yh**331","2022.06.06","시작부터 끝까지 눈을 떼지 못했던 감동적인 영화에요~
배우님들의 담담하면서도 현실감있는 연기에 더욱 몰입할 수 있었구요~ 특히 서현진배우님의 연기에 소름 쫙... 눈물 주륵..ㅠㅠ"
"나는 공룡","2022.06.06","친정엄마랑 같이 봤는데.. 계속 울었네요 ㅜㅜ 서현진 배우의 오열에, 안성기 배우의 담담한 연기에 정말 눈물이 멈추지 않았습니다... ''내일 또 말해준다''는 딸의 말에 끝까지 너무 슬펐네요 ㅠㅠ 마스크 다 젖었어요"
"칼릴 지브란","2022.06.06","가장 슬픈 병이 치매라는데 공감."
"fireds1","2022.06.06","gooood gooood gooood"
"@jiwon","2022.06.06","너무 좋았어요. 좋은 영화 만들어주셔서 감사합니다."
"써늬짱","2022.06.06","초로기치매 너무 무섭네요. 70대 노모가 계신데 에효ㅠㅠ"
"유선종","2022.06.06","역시 연기가 너무 좋았습니다."
"하하하쑝","2022.06.06","안성기 배우님의 연기가 너무 좋네요"
"乙木","2022.06.06","알츠하이머에 대해 간접체험한 느낌과 연기를 잘 해서 더 슬펐어요"
"루카돈육김치","2022.06.06","로코퀸 눈물의 여왕으로 돌아오다"
"sk**0111","2022.06.06","자극적이지 않게 울려줘서 감사합니다"
"비니","2022.06.06","서현진 안성기의 가슴을 울리는 가슴아픈 영화
너무 먹먹해집니다"
"영포세","2022.06.06","카시오페아 서현진 연기가 계속 생각남"
"웅박","2022.06.06","서현진과 안성기의 놀라운 호연"
"찌지쁴","2022.06.06","배우들 연기들 다 좋았어요.👍"
"럭키아부지","2022.06.06","너무 현실적인 너무 안타까운 이야기. 서현진 나와서 본건데역시 연기 좋네요"
"kkw2kky","2022.06.06","젊은 치매를 여러 주변인물과 사건들을 함께 제시하며 잘 연출한 것 같아요."
"죄인제인","2022.06.06","결말이 조금 난해했지만, 연기나 관점은 좋았어요"
"rk**nrud1109","2022.06.06","슬펐다 배우연기가  좋았다"
"hdk4837","2022.06.06","안성기, 서현진, 주예림 배우의 연기 담담해서 더 슬펐어요 마음을 울리는 영화였습니다"
"알래스카카타","2022.06.06","서현진 배우님 안성기 배우님 너무 잘봤어요"
"트랭플린","2022.06.06","매일 무언가 한다는 건 카시오페아처럼 길잡이가 되는 것"
"ly**n777","2022.06.06","서현진 연기보는맛에 시간 가는줄 몰랐네요"
"상동러","2022.06.06","슬프고 안타깝고 영화로만 볼 수는 없는 내용"
"집에감자","2022.06.06","알츠하이머 정말 무서운 병이구나..서현진 연기 정말 잘한다. 치유할 수 없는 병에 대처해가는 아빠와 딸의 감동 드라마. 남자인데 참다참다 눈물을 보이고 마는구나.."
"홍블리♥","2022.06.06","그냥 킬링타임 볼만해요"
"andrew","2022.06.06","충분히 있을 수 있는 안타까운 현실이지만, 전개과정이 너무 우울하고 처지는 효과음악이 너무 오래 계속됐다.그래서 슬프기보다 더 우울하게 만든 영화."
"ko**5402","2022.06.06","울거라 맘먹고 보러갔다. 펑펑울며 보았다.
학생 5명이 와서 보는데 한학생은 꺽꺽울며보고 마지막 한마디 넘슬퍼요ㅜㅜ. 귀여워~
참사랑에 눈물^^"
"lm**029","2022.06.06","현실감 있네요 재밌어요"
"옴니시아","2022.06.06","테세우스의 배가 되어가는 한 인간의 모습, 그러나 가족이라는 닻을 놓지 못하는..."
"노루를 숨겨준 나무꾼","2022.06.06","중간중강에 덜그럭 거리는 부분도 있긴 하지만 일단 각본이 뛰어나고, 중반 이후부터 대사보다 행동 위주로 보여주며 집중하게 만든다. 초반에 감정 편차가 너무 커서 몰입이 잘 안되던 서현진의 연기는 중반 이후부터 안정감 있게 잘 보여줬다."
"ap**e959","2022.06.06","안성기 서현진의 연기가 좋아요"
"리 조또 맛없어","2022.06.06","진짜 미친거 아이요.. 서현진배우님 연기 너무 아련해서 울음 광광하고 왔잖아요ㅠㅠ 안성기배우님 간병하는 그 힘듦을 너무 잘 표현해주시고 주예림배우님 어쩜 그렇게 엄마를 잘 보듬어줄수 있어요ㅠㅠ 내일 또 말해준대 또ㅠㅠㅠ 영화 진짜 너무 명작인데 이거 왜 상영 조끔밖에안해ㅠ"
"Justin","2022.06.06","현실감과 냉혹한 현실을 보여줌"
"나침반친구","2022.06.06","그야말로 서현진 연기가 다 하는 영화 ㅠ ㅠ"
"조운자룡","2022.06.06","슬프고 가슴애리고 무진장 눈물나고"
"ch**g0303","2022.06.06","서현진의 연기가 디테일이 살아있어요."
"에헤~라디야!","2022.06.06","그저그저!
조금지루한느낌입니다
배우들 연기는좋은데 느낌은 그저그저"
"와일드 번치","2022.06.06","치매 소재로는 뻔한 내용이나 서현진의 훌륭한 연기로 커버"
"뽀니","2022.06.06","볼만함볼만함볼만함볼만함"
"mm**js","2022.06.06","서현진 배우의 연기가 압권"
"안츠비","2022.06.06","좋았습니다 가족애를 느낄 수 있는 작품이였습니다"
"옥이야","2022.06.06","왠지 여운이 남는 영화네요"
"mi**0ve","2022.06.06","진짜 펑펑울면서봣네요ㅠㅠㅠ 연기너무잘하셔서 잘와닿앗네요"
"DY정","2022.06.06","알츠하이머에 걸린 딸에 대한 아버지의 사랑과 그 되물림..."
"매너김","2022.06.06","괘안아 불만한스토리 근심걱정"
"71**appy","2022.06.06","안성기배우님..서현진배우님 역시 연기력이 좋았어요.
본인도 힘들고 옆에 지켜보는 가족도 힘들어하는 모습이 
넘 슬퍼요.영화보연 슬퍼서 울었어요..영화 잘 봤어요."
"The Time Warp","2022.06.06","카시오페아. 그냥 그런."
"dp**hdk","2022.06.06","영화를 보면서 느낀 건 실제 치매 가족들 처럼 나의 가족이 치매를 앓고 있다고 가정한다고 하면 너무 힘들 것 같다는 생각이 들었습니다  감동있는 영화 제작 해주셔서 감사합니다 서현진 배우 연기 너무 잘하세요 ㅠㅠ 영화 보면서 원래 잘 눈물 안 흘리는데 너무 감동 적이었어요"
"Bluesky88","2022.06.06","누군가를 기억하지 못한다는 거... 그것조차 인식하지 못한다는 것... 무섭기도 하네요...좋은 연기 고맙습니다."
"홀릭무비","2022.06.06","얼마든지 누구에게나 일어날수 있는 일입니다.. 기억을 잃는다는게 이렇게도 잔인하고 힘든일인지 가늠이 잘 안되네요 ㅠㅜ 그래도 모든 것들이 변하고 변해도 그 변함을 따뜻하게 감싸주는것이 사랑이란건 변하지 않는 사실이네요"
"hs**12","2022.06.06","모든 배우들의 연기가 인상적이었습니다. 치매에 대해 생각해보는 좋은 영화였습니다."
"라임","2022.06.06","배우들 연기가 인상적이고 내용도, 대사도 좋았습니다. 흥행했음 좋겠어요~"
"sh**932","2022.06.06","암보다 더 인간의 삶을 파괴하는 병은 치매인거 같음"
"suouou","2022.06.06","배우들 연기가 참 좋아요!"
"…….","2022.06.06","서현진 배우님 연기 진짜 미쳤네요 너무 잘하세요! 영화를 보면서 치매가 진짜 무섭구나를 느꼈고, 중간중간 계속 눈물이 났네요. 다시 한 번 더 보고 싶어요"
"희태님","2022.06.06","여주때문에 봤는데 계속 울다만 나온거 같아요 원없이 운듯"
"영화좋곰","2022.06.06","치매는 나이를 막론하고 너무 무서운 병임을... ㅠㅠ 서현진의 치매 연기 정말 최고였고 안성기 배우님의 푸근하고 담담한 연기도 참 좋았습니다! 생각보다 눈물이 나진 않았는데 같은 아픔을 갖고 계신 분들이라면 눈물샘 폭발할 영화!"
"wm**jf","2022.06.06","서현진배우님의 연기가 특히 좋았어요"
"iIlliIIlli","2022.06.06","카시오페아 카시오페아"
"he**0921","2022.06.06","진짜 하나도 억지스럽거나 과하지 않은.. 담백한 영화였어요 연기도 최고...."
"오월","2022.06.06","서현진과 안성기의 연기만으로도 충분히 볼 가치가 있다"
"sooj5.","2022.06.06","카시오페아. 카시오페아."
"harin0703","2022.06.06","영화보는 내내 계속 울었습니다 내가 치매를 걸린다면 남겨진 가족에 대해 깊이 생각하게 되는 영화였습니다"
"하늘민들레♡","2022.06.06","너무 슬펐어요...ㅠ 나도 걸리면 어쩌나.. 하고 걱정되긴했어요..ㅠ"
