,source,target,weight
2323,data,iteratively,2
2324,data,relatives,1
2325,data,grouped,1
2326,data,extraction,2
2327,data,derived,3
2328,data,analyzed,10
2329,data,main,1
2330,data,analysis,18
2331,data,nationwide,1
2332,data,analysed,1
2333,data,results,2
2334,data,reports,1
2335,data,compared,1
2336,data,repeated,1
2337,data,indepth,2
2338,data,prevalence,3
2339,data,question,1
2340,data,national,6
2341,data,exist,1
2342,data,service,2
2343,data,administrative,1
2344,data,sharing,2
2345,data,emm,1
2346,data,explore,1
2347,data,cases,1
2348,data,important,1
2349,data,entered,1
2350,data,available,2
2351,data,entry,1
2352,data,according,1
2353,data,indicated,3
2354,data,adverse,1
2355,data,suggests,1
2356,data,personnel,1
2357,data,adult,1
2358,data,generated,1
2359,data,3920,1
2360,data,overall,1
2361,data,health,1
2362,data,system,1
2363,data,pooled,1
2364,data,longterm,1
2365,data,n,1
2366,data,assessed,1
2367,data,perpetrators,1
2368,data,standardized,1
2369,data,participants,1
2370,data,quantify,1
2371,data,records,1
2372,data,case,1
2373,data,understand,1
2374,data,legally,1
2375,data,linkage,1
2376,data,series,1
2377,data,individual,1
2378,data,came,2
2379,data,10year,1
2380,data,wave,1
2381,data,mortality,1
2382,data,frequency,1
2383,data,medical,1
2384,data,data,1
2385,data,fracture,1
2386,data,presence,1
2387,data,science,1
2388,data,2261,1
2389,data,uk,1
2390,data,shows,1
2391,data,methods,1
2392,data,study,2
2393,data,combined,1
2394,data,guide,1
2395,data,inconsistent,1
2396,data,present,1
2397,data,grannicide,1
2398,data,pandemic,1
2399,data,countries,1
2400,data,led,1
2401,data,transcripts,1
2402,data,offer,1
2403,data,3435,1
2404,data,sethome,1
2405,data,223,1
2406,data,inverse,1
2407,data,sample,1
2408,data,subsequently,1
2409,data,fixed,1
2410,data,triangulation,1
2411,data,pediatric,1
2412,data,intergenerational,1
2413,data,commence,1
2414,data,controlling,1
2415,data,forensic,1
2416,data,victims,1
2417,data,types,1
2418,data,fortyeight,1
2419,data,expanded,1
2420,data,themes,1
2421,data,confirm,1
2422,data,poor,1
2423,data,limited,1
2424,data,abuses,1
2425,data,896,1
2426,data,secondary,1
2427,data,12480,1
2428,data,population,1
2429,data,2018,1
2430,data,government,1
2431,data,helpage,1
2432,data,telephone,1
2433,data,drawn,2
2434,data,2185,1
2435,data,wisconsin,1
2436,data,6579,1
2437,data,bivariate,1
2438,data,related,1
2439,data,taken,1
2440,data,reduction,1
2441,data,structure,1
2442,data,findings,1
2443,data,consecutive,1
2444,data,aces,1
2445,data,demonstrated,1
2446,data,sensitivity,1
2447,data,files,1
2448,data,7225,1
2449,data,generally,1
2450,data,1143,1
2451,data,accrued,1
2452,data,1473,1
2453,data,classified,1
2454,data,safe,1
2455,data,aqualitative,1
2456,analytics,techniques,1
2457,techniques,machine,1
2458,techniques,affect,1
2459,techniques,grounded,1
2460,techniques,evaluate,1
2461,machine,learning,4
2462,learning,artificial,1
2463,learning,theory,4
2464,learning,use,1
2465,learning,improving,1
2466,learning,ean,1
2467,learning,physical,1
2468,learning,approaches,1
2469,learning,influenced,1
2470,learning,algorithms,1
2471,learning,interpret,1
2472,learning,objectives,1
2473,potential,dramatically,1
2474,potential,abuse,6
2475,potential,ea,1
2476,potential,steps,1
2477,potential,response,1
2478,potential,influence,1
2479,potential,selfreport,1
2480,potential,misuse,1
2481,potential,value,1
2482,potential,victims,3
2483,potential,physical,2
2484,potential,improve,1
2485,potential,victim,1
2486,potential,overlap,1
2487,potential,em,1
2488,potential,inform,1
2489,potential,currently,1
2490,potential,neglect,2
2491,potential,confounders,1
2492,potential,older,1
2493,potential,mistreatment,2
2494,potential,perpetrator,1
2495,potential,involvement,1
2496,potential,implicit,1
2497,potential,modifying,1
2498,potential,publication,1
2499,potential,reasons,1
2500,potential,high,1
2501,potential,consequences,1
2502,potential,outcomes,1
2503,potential,indicators,1
2504,potential,marginalizing,1
2505,potential,scammers,1
2506,potential,restorative,1
2507,potential,address,1
2508,potential,play,2
2509,potential,strategies,1
2510,potential,limitation,1
2511,potential,implications,4
2512,potential,collaborations,1
2513,potential,signs,1
2514,potential,future,1
2515,potential,forensic,1
2516,potential,increase,1
2517,potential,usefulness,1
2518,potential,elder,2
2519,potential,findings,1
2520,potential,coroners,1
2521,potential,coronial,1
2522,potential,criminal,1
2523,potential,use,1
2524,potential,officers,1
2525,potential,secondary,1
2526,potential,barriers,1
2527,potential,harms,2
2528,potential,actions,1
2529,potential,overlooking,1
2530,potential,impacts,1
2531,potential,risk,2
2532,potential,role,1
2533,potential,conflicts,1
2534,potential,solutions,1
2535,potential,inclusion,1
2536,potential,confounding,1
2537,potential,correlates,4
2538,potential,areas,1
2539,potential,alcohol,5
2540,dramatically,improve,1
2541,dramatically,impacted,1
2542,dramatically,increasing,1
2543,dramatically,reduce,1
2544,improve,elder,1
2545,improve,surveillance,1
2546,improve,detection,3
2547,improve,safety,2
2548,improve,caregiver,1
2549,improve,patientcentered,1
2550,improve,ean,1
2551,improve,reliability,1
2552,improve,service,1
2553,improve,ea,1
2554,improve,identification,5
2555,improve,primary,1
2556,improve,knowledge,2
2557,improve,agency,1
2558,improve,victim,3
2559,improve,quality,5
2560,improve,health,3
2561,improve,responses,1
2562,improve,screening,1
2563,improve,practice,2
2564,improve,initial,1
2565,improve,strategic,1
2566,improve,violence,1
2567,improve,outreach,1
2568,improve,outcomes,1
2569,improve,relevant,1
2570,improve,rates,1
2571,improve,services,1
2572,improve,systematic,1
2573,improve,patient,2
2574,improve,current,1
2575,improve,care,5
2576,improve,ability,1
2577,improve,understanding,1
2578,improve,documentation,1
2579,improve,medical,1
2580,improve,risk,1
2581,improve,awareness,1
2582,improve,older,1
2583,improve,intergenerational,1
2584,improve,client,1
2585,improve,selfefficacy,1
2586,improve,implementation,1
2587,improve,determination,1
2588,improve,sustainable,1
2589,improve,wellbeing,1
2590,improve,ethical,1
2591,improve,literacy,1
2592,improve,job,1
2593,improve,related,1
2594,improve,facilities,1
2595,identification,health,1
2596,identification,intervention,4
2597,identification,services,2
2598,identification,ageism,1
2599,identification,ed,2
2600,identification,reporting,2
2601,identification,tools,1
2602,identification,99,1
2603,identification,elder,6
2604,identification,management,4
2605,identification,ea,1
2606,identification,areas,1
2607,identification,comprehensive,1
2608,identification,measures,1
2609,identification,phenomenon,1
2610,identification,neglect,1
2611,identification,useful,1
2612,identification,assessment,1
2613,identification,characteristic,1
2614,identification,levels,1
2615,identification,support,1
2616,identification,subsequent,1
2617,identification,exposure,1
2618,identification,development,1
2619,identification,data,1
2620,identification,treatment,1
2621,trauma,theory,2
2622,trauma,emerging,1
2623,trauma,adverse,1
2624,trauma,abused,1
2625,trauma,exposure,1
2626,trauma,shame,1
2627,trauma,questionnaire,1
2628,trauma,family,1
2629,trauma,article,1
2630,trauma,elder,2
2631,trauma,irregular,1
2632,trauma,severely,1
2633,trauma,social,4
2634,trauma,findings,1
2635,trauma,history,2
2636,theory,abuse,1
2637,theory,ipv,1
2638,theory,violence,1
2639,theory,divided,1
2640,theory,data,3
2641,theory,provides,1
2642,theory,study,3
2643,theory,conceptual,1
2644,theory,older,1
2645,theory,human,1
2646,theory,investigate,1
2647,theory,research,1
2648,theory,explain,1
2649,theory,elder,1
2650,theory,key,1
2651,theory,rns,1
2652,theory,nursing,1
2653,theory,grounded,1
2654,theory,improving,1
2655,theory,processes,1
2656,theory,refining,1
2657,theory,predicts,1
2658,theory,nationally,1
2659,theory,evaluation,1
2660,theory,relevant,1
2661,theory,intervention,1
2662,theory,analysis,2
2663,theory,irt,1
2664,theory,develop,1
2665,theory,discussion,1
2666,theory,methodology,1
2667,theory,clear,1
2668,theory,social,2
2669,theory,bidirectional,1
2670,theory,dyadic,1
2671,theory,psychopathology,1
2672,theory,paper,1
2673,theory,results,1
2674,theory,caring,1
2675,theory,burnout,1
2676,theory,article,1
2677,theory,order,1
2678,theory,primary,1
2679,theory,understanding,1
2680,theory,case,1
2681,theory,design,1
2682,theory,reasoned,1
2683,theory,measure,1
2684,violence,life,5
2685,violence,ipv,12
2686,violence,elder,8
2687,violence,older,19
2688,violence,experienced,1
2689,violence,conceptualized,1
2690,violence,diverged,1
2691,violence,abuse,16
2692,violence,nisvs,1
2693,violence,survey,4
2694,violence,sexual,3
2695,violence,perpetrator,1
2696,violence,21,1
2697,violence,significantly,2
2698,violence,disrespect,1
2699,violence,growing,1
2700,violence,birth,1
2701,violence,lifespan,1
2702,violence,intergenerational,2
2703,violence,research,2
2704,violence,sv,5
2705,violence,shv,1
2706,violence,public,1
2707,violence,theories,1
2708,violence,analysis,1
2709,violence,examination,1
2710,violence,dv,2
2711,violence,child,3
2712,violence,paper,1
2713,violence,offer,1
2714,violence,primarily,1
2715,violence,target,1
2716,violence,emergency,1
2717,violence,pandemic,1
2718,violence,provide,1
2719,violence,analyzed,1
2720,violence,issues,1
2721,violence,contribution,1
2722,violence,5,1
2723,violence,associated,1
2724,violence,article,1
2725,violence,intervention,1
2726,violence,including,1
2727,violence,common,1
2728,violence,identify,1
2729,violence,psychological,1
2730,violence,childabuseand,1
2731,violence,takes,2
2732,violence,shelters,1
2733,violence,andor,1
2734,violence,covers,1
2735,violence,requires,1
2736,violence,deaths,1
2737,violence,performed,1
2738,violence,leave,1
2739,violence,months,1
2740,violence,sex,1
2741,violence,received,1
2742,violence,purpose,1
2743,violence,united,2
2744,violence,includes,1
2745,violence,intimate,2
2746,violence,lack,1
2747,violence,describe,1
2748,violence,prevention,4
2749,violence,national,1
2750,violence,annually,1
2751,violence,increases,1
2752,violence,vary,1
2753,violence,neglected,1
2754,violence,interconnected,1
2755,violence,significant,1
2756,violence,late,2
2757,violence,long,1
2758,violence,hiv,1
2759,violence,younger,1
2760,violence,gbv,2
2761,violence,family,2
2762,violence,violence,1
2763,violence,women,5
2764,violence,police,1
2765,violence,elderly,5
2766,violence,exposure,1
2767,violence,information,1
2768,violence,forced,1
2769,violence,proven,1
2770,violence,challenging,1
2771,violence,needed,1
2772,violence,international,1
2773,violence,statistically,1
2774,violence,form,2
2775,violence,rate,1
2776,violence,later,1
2777,violence,literature,1
2778,violence,perpetrated,1
2779,violence,society,1
2780,violence,grandchildren,1
2781,violence,learn,1
2782,violence,conceptual,1
2783,violence,objectives,1
2784,violence,working,1
2785,violence,residential,1
2786,violence,events,2
2787,violence,chinese,1
2788,violence,rural,1
2789,violence,real,1
2790,violence,extended,1
2791,violence,certainly,1
2792,violence,old,1
2793,violence,authors,1
2794,violence,span,1
2795,violence,additionally,1
2796,violence,time,1
2797,violence,results,1
2798,violence,beginning,1
2799,violence,subsequent,1
2800,violence,adolescence,2
2801,violence,early,1
2802,violence,extend,1
2803,violence,forms,1
2804,violence,connect,1
2805,violence,families,1
2806,violence,phenomenological,1
2807,violence,neglect,1
2808,violence,screening,1
2809,violence,qualitative,1
2810,violence,arab,1
2811,violence,243,1
2812,violence,216,1
2813,violence,fps,1
2814,violence,means,1
2815,violence,month,1
2816,violence,experiences,1
2817,violence,114,1
2818,violence,predispose,1
2819,violence,considered,1
2820,violence,victims,1
2821,violence,brazilian,1
2822,violence,assault,1
2823,violence,prevailed,1
2824,violence,physical,1
2825,violence,financial,1
2826,life,course,20
2827,life,trauma,1
2828,life,stage,2
2829,life,vulnerable,1
2830,life,adversity,1
2831,life,explain,1
2832,life,adult,1
2833,life,expectancies,1
2834,life,expectancy,3
2835,life,adversities,1
2836,life,health,5
2837,life,worsen,1
2838,life,documented,1
2839,life,particularly,1
2840,life,experiences,3
2841,life,qol,2
2842,life,worsened,1
2843,life,satisfaction,16
2844,life,shown,1
2845,life,adversely,1
2846,life,leading,1
2847,life,explored,1
2848,life,results,1
2849,life,cycle,1
2850,life,older,3
2851,life,stories,3
2852,life,demanding,1
2853,life,domains,2
2854,life,broader,1
2855,life,recently,1
2856,life,3,2
2857,life,case,1
2858,life,age,2
2859,life,elderly,2
2860,life,polyvictimization,2
2861,life,prevention,1
2862,life,following,1
2863,life,identify,1
2864,life,seniors,1
2865,life,understanding,1
2866,life,experience,2
2867,life,scale,1
2868,life,platform,1
2869,life,residenttoresident,1
2870,life,instrumentolder,1
2871,life,care,2
2872,life,marque,1
2873,life,resident,1
2874,life,demqolproxy,1
2875,life,16,2
2876,life,longitudinally,1
2877,life,agitation,1
2878,life,levels,1
2879,life,reflect,1
2880,life,phenomenon,1
2881,life,sawll,1
2882,life,victims,1
2883,life,standard,1
2884,life,development,1
2885,life,form,1
2886,life,closely,1
2887,life,emphasising,1
2888,life,ovcttac,1
2889,life,article,1
2890,life,drawing,1
2891,life,distinguish,1
2892,life,paper,1
2893,life,traumainformed,1
2894,life,wisdom,1
2895,life,old,1
2896,life,neglect,2
2897,life,significantly,1
2898,life,focuses,1
2899,life,living,1
2900,life,advance,1
2901,life,zest,1
2902,life,abuse,1
2903,life,aps,1
2904,life,early,1
2905,life,interventions,1
2906,life,humanly,1
2907,life,guarantee,1
2908,life,aged,1
2909,course,literature,1
2910,course,perspective,2
2911,course,paradigm,1
2912,course,traumainformed,1
2913,course,exploration,1
2914,course,theory,1
2915,course,advanced,1
2916,course,trauma,1
2917,course,lifetime,1
2918,course,example,1
2919,course,adopting,1
2920,course,identified,1
2921,course,victims,1
2922,course,women,1
2923,course,childhood,1
2924,course,article,1
2925,course,better,1
2926,course,histories,1
2927,course,future,1
2928,course,violence,1
2929,literature,review,16
2930,literature,conducted,1
2931,literature,studies,2
2932,literature,topic,2
2933,literature,elder,3
2934,literature,demonstrates,1
2935,literature,modified,2
2936,literature,epidemiology,1
2937,literature,family,1
2938,literature,childhood,1
2939,literature,center,1
2940,literature,carries,1
2941,literature,order,1
2942,literature,emphasize,1
2943,literature,primarily,1
2944,literature,effect,1
2945,literature,2009,1
2946,literature,physical,1
2947,literature,undertaken,1
2948,literature,suggests,1
2949,literature,phenomenon,1
2950,literature,reports,1
2951,literature,period,1
2952,literature,necessary,1
2953,literature,drawing,1
2954,literature,domains,1
2955,literature,pakistani,1
2956,literature,5,1
2957,literature,surveillance,1
2958,literature,addressing,1
2959,literature,field,2
2960,literature,evidence,1
2961,literature,search,3
2962,literature,reveals,1
2963,literature,future,1
2964,literature,reviews,4
2965,literature,initial,1
2966,literature,applied,1
2967,literature,engendering,1
2968,literature,cis,1
2969,literature,related,1
2970,literature,child,1
2971,literature,critical,1
2972,literature,paper,2
2973,literature,pointing,1
2974,literature,highlighting,1
2975,literature,seven,1
2976,literature,theoretical,1
2977,literature,research,1
2978,literature,real,1
2979,literature,collectively,1
2980,literature,january,1
2981,literature,article,1
2982,literature,including,1
2983,literature,lifecourse,1
2984,literature,total,1
2985,literature,descriptivebivariate,1
2986,literature,logistic,1
2987,literature,homebased,1
2988,literature,guided,1
2989,literature,acknowledges,1
2990,literature,perception,1
2991,review,recent,2
2992,review,metaanalysis,14
2993,review,conduct,1
2994,review,overall,1
2995,review,literature,7
2996,review,conducted,5
2997,review,resulted,2
2998,review,reviews,2
2999,review,numerous,1
3000,review,board,2
3001,review,american,1
3002,review,populations,1
3003,review,internetbased,1
3004,review,contribute,1
3005,review,item,1
3006,review,elder,5
3007,review,communitybased,1
3008,review,efficacy,1
3009,review,aimed,3
3010,review,findings,2
3011,review,aims,2
3012,review,methodology,1
3013,review,highlights,1
3014,review,inform,1
3015,review,committee,1
3016,review,research,2
3017,review,seeks,1
3018,review,realworld,1
3019,review,teams,3
3020,review,15,1
3021,review,new,1
3022,review,changes,1
3023,review,specifically,1
3024,review,identify,1
3025,review,descriptive,1
3026,review,early,1
3027,review,evidence,2
3028,review,preventive,1
3029,review,titles,1
3030,review,assess,1
3031,review,authors,1
3032,review,manager,1
3033,review,26,1
3034,review,provides,1
3035,review,explore,1
3036,review,older,2
3037,review,explored,1
3038,review,multidisciplinary,1
3039,review,understand,1
3040,review,existing,1
3041,review,pool,1
3042,review,process,3
3043,review,centers,1
3044,review,tools,1
3045,review,event,1
3046,review,examines,1
3047,review,broaden,1
3048,review,reports,1
3049,review,study,1
3050,review,included,1
3051,review,allows,1
3052,review,academic,1
3053,review,protocol,1
3054,review,concept,1
3055,review,databases,1
3056,review,qualitative,1
3057,review,demonstrates,1
3058,review,discuss,1
3059,review,prevalence,2
3060,review,exploring,1
3061,review,pace,1
3062,review,article,1
3063,review,studies,2
3064,review,presents,1
3065,review,report,1
3066,review,neuropsychological,1
3067,review,empirical,1
3068,review,examine,1
3069,review,inherently,1
3070,review,showed,1
3071,review,observational,1
3072,review,boards,1
3073,review,focussed,1
3074,review,fourteen,1
3075,review,highlighted,1
3076,review,theoretical,1
3077,review,assesses,1
3078,review,includes,1
3079,review,review,1
3080,review,focuses,1
3081,review,scoping,1
3082,review,addressed,1
3083,review,health,1
3084,review,peerreviewed,1
3085,review,yielded,1
3086,review,synthesize,1
3087,review,presented,1
3088,review,depicted,1
3089,review,method,1
3090,review,revealed,1
3091,review,international,1
3092,review,evaluate,1
3093,review,identified,1
3094,review,curriculum,1
3095,recent,prevalence,1
3096,recent,study,3
3097,recent,years,3
3098,recent,increases,1
3099,recent,times,1
3100,recent,data,1
3101,recent,clinical,2
3102,recent,developments,1
3103,recent,decades,1
3104,recent,approaches,1
3105,recent,ongoing,1
3106,recent,review,1
3107,recent,experiences,1
3108,recent,changes,1
3109,recent,royal,1
3110,recent,chinese,1
3111,prevalence,prospective,1
3112,prevalence,studies,6
3113,prevalence,elder,53
3114,prevalence,estimate,3
3115,prevalence,estimates,10
3116,prevalence,mistreatment,2
3117,prevalence,factors,2
3118,prevalence,psychological,7
3119,prevalence,risk,8
3120,prevalence,rate,11
3121,prevalence,identify,2
3122,prevalence,data,2
3123,prevalence,caregiver,1
3124,prevalence,correlates,7
3125,prevalence,survey,1
3126,prevalence,overall,5
3127,prevalence,characteristics,1
3128,prevalence,poor,1
3129,prevalence,rates,11
3130,prevalence,effects,1
3131,prevalence,incidence,1
3132,prevalence,ea,1
3133,prevalence,types,5
3134,prevalence,moderate,1
3135,prevalence,abuse,9
3136,prevalence,traumatic,1
3137,prevalence,157,1
3138,prevalence,dementia,1
3139,prevalence,associated,5
3140,prevalence,intervention,1
3141,prevalence,predictors,2
3142,prevalence,ed,1
3143,prevalence,community,1
3144,prevalence,variation,1
3145,prevalence,adults,2
3146,prevalence,different,3
3147,prevalence,elderly,1
3148,prevalence,umbrella,1
3149,prevalence,type,1
3150,prevalence,globally,1
3151,prevalence,ranged,1
3152,prevalence,polyvictimization,1
3153,prevalence,em,1
3154,prevalence,varies,1
3155,prevalence,poly,1
3156,prevalence,experiences,1
3157,prevalence,study,6
3158,prevalence,financial,2
3159,prevalence,lifetime,2
3160,prevalence,feoa,1
3161,prevalence,27,1
3162,prevalence,47,1
3163,prevalence,rr,1
3164,prevalence,reported,1
3165,prevalence,obtained,1
3166,prevalence,reports,1
3167,prevalence,ranging,2
3168,prevalence,comparable,1
3169,prevalence,observed,1
3170,prevalence,older,1
3171,prevalence,16,1
3172,prevalence,emotional,2
3173,prevalence,ane,1
3174,prevalence,physical,2
3175,prevalence,491,1
3176,prevalence,covid19,1
3177,prevalence,oaa,1
3178,prevalence,underreporting,1
3179,prevalence,nature,1
3180,prevalence,44,1
3181,prevalence,8,1
3182,prevalence,selfreported,1
3183,prevalence,perpetrators,1
3184,prevalence,calculated,1
3185,prevalence,cognitive,2
3186,prevalence,measurement,1
3187,prevalence,cohort,1
3188,prevalence,child,1
3189,prevalence,especially,1
3190,prevalence,potential,1
3191,prevalence,cooccurrence,1
3192,prevalence,patterns,1
3193,prevalence,chronicity,1
3194,prevalence,effe,1
3195,prevalence,africa,1
3196,prevalence,certain,1
3197,prevalence,metaanalysis,1
3198,prevalence,neglect,1
3199,prevalence,46,1
3200,prevalence,population,1
3201,prevalence,violence,1
3202,prevalence,chronic,1
3203,prevalence,hospitalizations,1
3204,prevalence,women,1
3205,prevalence,total,1
3206,prevalence,found,1
3207,prospective,studies,2
3208,prospective,cohort,11
3209,prospective,study,2
3210,prospective,qualitative,1
3211,prospective,registration,1
3212,prospective,resident,1
3213,prospective,populationbased,1
3214,prospective,surveys,1
3215,studies,interpersonal,1
3216,studies,abuse,1
3217,studies,include,1
3218,studies,ipv,2
3219,studies,elder,6
3220,studies,studies,1
3221,studies,screened,1
3222,studies,met,2
3223,studies,identified,3
3224,studies,calculate,1
3225,studies,focused,2
3226,studies,consequently,1
3227,studies,violence,1
3228,studies,older,2
3229,studies,quantified,1
3230,studies,n,2
3231,studies,published,5
3232,studies,comparison,1
3233,studies,china,1
3234,studies,sv,1
3235,studies,field,1
3236,studies,article,3
3237,studies,following,1
3238,studies,included,10
3239,studies,ean,1
3240,studies,selected,2
3241,studies,grouped,1
3242,studies,range,1
3243,studies,seek,1
3244,studies,high,2
3245,studies,findings,3
3246,studies,mainly,1
3247,studies,needed,5
3248,studies,initial,1
3249,studies,finally,1
3250,studies,commonly,1
3251,studies,explore,1
3252,studies,preventive,1
3253,studies,rare,1
3254,studies,community,1
3255,studies,reporting,1
3256,studies,initially,1
3257,studies,geographically,1
3258,studies,sparse,2
3259,studies,aim,1
3260,studies,nigeria,1
3261,studies,determine,1
3262,studies,reviews,2
3263,studies,total,2
3264,studies,demonstrated,2
3265,studies,evaluated,3
3266,studies,pregnant,1
3267,studies,evaluating,1
3268,studies,concurrent,1
3269,studies,assessed,3
3270,studies,n6331,1
3271,studies,n1795,1
3272,studies,asked,1
3273,studies,interrupted,1
3274,studies,12,1
3275,studies,risk,1
3276,studies,categorised,1
3277,studies,varied,1
3278,studies,rehabilitation,1
3279,studies,contained,1
3280,studies,describing,1
3281,studies,judged,1
3282,studies,11,1
3283,studies,set,1
3284,studies,provided,2
3285,studies,small,1
3286,studies,measured,1
3287,studies,reported,1
3288,studies,epidemiology,1
3289,studies,involving,2
3290,studies,stratified,1
3291,studies,agreed,1
3292,studies,investigated,1
3293,studies,relationship,1
3294,studies,study,1
3295,studies,random,1
3296,studies,contrary,1
3297,studies,urgently,1
3298,studies,psychometric,1
3299,studies,valid,1
3300,studies,shown,1
3301,studies,led,1
3302,studies,estimated,1
3303,studies,number,1
3304,studies,overall,1
3305,studies,recommended,1
3306,studies,conducted,3
3307,studies,subsequently,1
3308,studies,linked,1
3309,studies,omit,1
3310,studies,demonstrating,1
3311,studies,scope,1
3312,studies,conduct,1
3313,studies,multiple,1
3314,studies,demographic,1
3315,studies,heterogeneity,1
3316,studies,exist,1
3317,studies,loneliness,1
3318,studies,italian,1
3319,studies,based,1
3320,studies,found,1
3321,studies,perceived,1
3322,studies,help,1
3323,studies,31,1
3324,studies,yielding,1
3325,studies,causal,1
3326,studies,eligible,1
3327,studies,processes,1
3328,studies,country,1
3329,studies,including,1
3330,studies,estimate,1
3331,studies,government,1
3332,studies,aging,1
3333,studies,risky,1
3334,studies,western,1
3335,studies,rra,1
3336,studies,reviewed,1
3337,studies,types,1
3338,studies,standardized,1
3339,interpersonal,violence,7
3340,interpersonal,trouble,1
3341,interpersonal,dynamics,1
3342,interpersonal,relationship,2
3343,interpersonal,abuse,2
3344,interpersonal,relationships,1
3345,interpersonal,reactivity,1
3346,interpersonal,problems,1
3347,interpersonal,strain,2
3348,ipv,identifies,1
3349,ipv,life,2
3350,ipv,old,2
3351,ipv,experienced,1
3352,ipv,follow,1
3353,ipv,perpetrated,1
3354,ipv,older,2
3355,ipv,research,1
3356,ipv,abuse,1
3357,ipv,injury,1
3358,ipv,elder,6
3359,ipv,adolescents,1
3360,ipv,women,5
3361,ipv,screening,2
3362,ipv,quality,1
3363,ipv,5,1
3364,ipv,enrolling,1
3365,ipv,smoking,1
3366,ipv,trials,1
3367,ipv,improvement,1
3368,ipv,pregnant,1
3369,ipv,emergency,1
3370,ipv,victims,1
3371,ipv,disability,1
3372,ipv,ea,2
3373,ipv,twice,1
3374,ipv,late,3
3375,ipv,child,1
3376,ipv,fields,1
3377,ipv,article,1
3378,ipv,framework,1
3379,ipv,psychological53,1
3380,ipv,psychological,2
3381,ipv,physicalsexual,2
3382,ipv,commentary,1
3383,ipv,assert,1
3384,identifies,link,1
3385,identifies,risk,1
3386,identifies,types,1
3387,identifies,positive,1
3388,identifies,knowledge,1
3389,link,child,1
3390,link,ipv,1
3391,link,trauma,1
3392,link,death,1
3393,link,ean,2
3394,link,domesticbased,1
3395,link,victims,1
3396,link,mixed,1
3397,link,abuse,2
3398,link,existing,1
3399,link,neglect,1
3400,link,ageism,1
3401,link,article,1
3402,link,neurological,1
3403,link,statistically,1
3404,link,function,1
3405,link,consistent,1
3406,child,abuse,25
3407,child,parent,2
3408,child,maltreatment,12
3409,child,neglect,9
3410,child,age,1
3411,child,social,1
3412,child,caring,1
3413,child,elder,1
3414,child,rearing,1
3415,child,grandchild,1
3416,child,domestic,1
3417,child,protective,1
3418,child,developmental,1
3419,child,suspected,1
3420,child,protection,1
3421,intimate,partner,41
3422,intimate,relationship,1
3423,intimate,partners,1
3424,intimate,nonintimate,1
3425,partner,violence,34
3426,partner,nonpartner,1
3427,partner,sexual,5
3428,partner,psychological,1
3429,partner,committed,1
3430,partner,homicides,1
3431,partner,agencies,1
3432,partner,support,1
3433,partner,cause,1
3434,partner,homicidesuicide,1
3435,partner,organisations,2
3436,emerged,lifestagespecific,1
3437,emerged,independent,1
3438,emerged,best,1
3439,emerged,address,1
3440,emerged,1,3
3441,emerged,included,1
3442,emerged,implications,1
3443,emerged,data,2
3444,emerged,analysis,2
3445,emerged,surrounding,1
3446,emerged,findings,1
3447,emerged,ageism,1
3448,emerged,analyses,1
3449,emerged,exploring,1
3450,emerged,experiencing,2
3451,emerged,intervention,1
3452,emerged,lack,1
3453,emerged,credible,1
3454,emerged,built,1
3455,emerged,content,1
3456,emerged,common,1
3457,emerged,significant,1
3458,emerged,main,1
3459,lifestagespecific,studies,1
3460,older,persons,49
3461,older,adults,459
3462,older,subjects,1
3463,older,people,123
3464,older,caregivers,1
3465,older,residents,4
3466,older,adult,40
3467,older,women,70
3468,older,men,1
3469,older,citiesmunicipalities,1
3470,older,population,5
3471,older,person,13
3472,older,peoples,13
3473,older,mothers,4
3474,older,womans,1
3475,older,patients,21
3476,older,patient,3
3477,older,respondents,1
3478,older,individuals,6
3479,older,populations,2
3480,older,chinese,8
3481,older,major,1
3482,older,malaysian,1
3483,older,womens,7
3484,older,nonvictims,1
3485,older,including,1
3486,older,mexican,3
3487,older,conducted,1
3488,older,live,1
3489,older,total,1
3490,older,females,1
3491,older,koreans,2
3492,older,victims,6
3493,older,60,1
3494,older,americans,6
3495,older,october,1
3496,older,female,1
3497,older,included,1
3498,older,parents,1
3499,older,abuse,1
3500,older,higher,1
3501,older,victim,1
3502,older,encountered,1
3503,older,experiencing,1
3504,older,personelder,1
3505,older,married,1
3506,older,65,2
3507,older,ultraorthodox,1
3508,older,vulnerable,2
3509,older,recent,1
3510,older,survivors,2
3511,older,american,3
3512,older,males,1
3513,older,relative,1
3514,older,globally,1
3515,older,13,1
3516,older,immigrants,7
3517,older,immigrant,1
3518,older,dependents,1
3519,older,759,1
3520,older,presented,1
3521,older,age,5
3522,older,living,2
3523,older,sv,1
3524,older,korean,3
3525,older,latent,1
3526,older,sample,1
3527,older,care,3
3528,older,older,1
3529,older,arab,2
3530,older,database,1
3531,older,consumers,4
3532,older,likely,1
3533,older,woman,1
3534,older,adulthood,1
3535,older,chineseamerican,1
3536,older,adultswe,1
3537,older,n,1
3538,older,identify,1
3539,older,participants,2
3540,older,acculturation,1
3541,older,african,2
3542,older,selfreport,1
3543,older,140,1
3544,older,odds,1
3545,older,low,1
3546,older,rural,2
3547,older,clients,1
3548,older,mexicans,1
3549,older,conflict,1
3550,older,primary,1
3551,older,malaysians,1
3552,older,multistage,1
3553,older,n487,1
3554,older,n3157,1
3555,older,detect,1
3556,older,em,1
3557,older,letter,1
