"isSubArticle","parentTitle","press","date","title","excerpt","link","naverNewsLink","type","journalist","naverDate","fullContent","category","commentCount"
false,,"뉴스핌","2025.03.10.","최상목 권한대행 ""늘봄학교 전담인력 8000명 배치…AI 교과서 등 맞춤교...","신학기 주요 개혁과제인 인공지능(AI) 디지털교과서와 고교학점제에 대해서는 ""올해부터 희망하는 모든 학교에서 AI 디지털교과서를 활용할 수 있도록 지원하고, 디지털 역량 교육과 디지털 역기능 예방노력을 병행하겠다""고 전했다. 또 ""학생들이 고교학점제를 통해 지역·학교 여건에 관계없이 진로와...","https://www.newspim.com/news/view/20250310000102","","external",,,,,
true,"최상목 권한대행 ""늘봄학교 전담인력 8000명 배치…AI 교과서 등 맞춤교...","KTV국민방송","2025.03.10.","""늘봄학교·디지털교과서 지원 확대···하늘이법 개정 노력"" [뉴스의 ...","","https://www.ktv.go.kr/content/view?content_id=722817","","external",,,,,
false,,"연합뉴스","2025.03.04.","이주호 ""희망 학교 AI교과서 자율 선정에 교육청 관심 부탁""(종합)","'하늘이법' 입법 상황 시도교육청과 공유…""공교육 변화 시작되는 해"" 이주호 부총리 겸 교육부 장관은 4일 ""희망하는 모든 학교가 인공지능(AI) 디지털교과서를 자율적으로 선정하고 수업에 활용해 맞춤교육을 실현할 수 있게 교육청의 적극적인 지원과 지속적인 관심을 부탁한다""고 밝혔다. 이 부총리는 이날...","https://www.yna.co.kr/view/AKR20250301045251530?input=1195m","https://n.news.naver.com/mnews/article/001/0015243680?sid=102","naver","고은지 기자","2025-03-04 10:29:12","'하늘이법' 입법 상황 시도교육청과 공유…""공교육 변화 시작되는 해""



이주호 부총리 겸 교육부 장관
(서울=연합뉴스) 이주호 부총리 겸 교육부 장관이 4일 정부서울청사에서 열린 신학기 점검회의를 주재하고 있다. 2025.3.4 [교육부 제공. 재판매 및 DB 금지]


(서울=연합뉴스) 고은지 기자 = 이주호 부총리 겸 교육부 장관은 4일 ""희망하는 모든 학교가 인공지능(AI) 디지털교과서를 자율적으로 선정하고 수업에 활용해 맞춤교육을 실현할 수 있게 교육청의 적극적인 지원과 지속적인 관심을 부탁한다""고 밝혔다.

이 부총리는 이날 정부서울청사에서 열린 신학기 점검 회의에 참석한 17개 시도교육청 부교육감들에게 ""AI 교과서는 올해 교실 수업의 변화를 끌어낼 가장 핵심적인 정책""이라며 이같이 요청했다.

이 부총리는 ""수업 전문가인 교사가 AI 교과서를 통해 학생의 학습 수준을 파악하고 맞춤 학습을 지원함으로써 공교육의 혁신적인 변화를 이끌 것으로 기대한다""고 말했다.

앞서 교육부는 AI 교과서, 고교학점제, 늘봄학교 등 교육개혁 과제가 신학기 학교 현장에 잘 자리 잡을 수 있게 교육부 차관을 단장으로 하는 신학기 준비 점검단을 지난달 4일 구성해 매주 점검회의를 열었다.

이날 회의에는 AI 교과서와 함께 초등생 피살사건을 계기로 추진 중인 가칭 '하늘이법'도 주요 안건으로 올랐다.

이 부총리는 ""(하늘이법은) 가슴 아픈 참사가 다시는 발생하지 않도록 고위험 교원의 긴급 분리와 조치를 비롯한 제도 개선 사항을 포함하고 있다""며 ""현장의 의견을 적극 반영해 다시는 유사한 사례가 발생하지 않도록 면밀한 검토를 거쳐 제도 개선을 추진하겠다""고 설명했다.

아울러 ""학생들의 안전을 위협할 수 있는 다양한 위험 요인을 면밀히 점검해 학생들이 안전하고 건강하게 등교할 수 있도록 개학 이후에도 지속해서 챙겨나가겠다""고 강조했다.

이 부총리는 ""올해는 교육개혁이 완전히 현장에 뿌리내려 공교육의 변화가 시작되는 한 해가 되도록 노력하고자 한다""며 ""교육개혁 과제들이 현장에 안착해 세계 최고 수준의 교육과 돌봄이 이뤄지고 학생 개개인의 특기와 적성에 맞는 맞춤형 교육을 실현하기 위해 교육부와 시도교육청이 한마음 한뜻으로 더 노력해야 한다""고 당부했다.

eun@yna.co.kr, gorious@yna.co.kr","사회",1
true,"이주호 ""희망 학교 AI교과서 자율 선정에 교육청 관심 부탁""(종합)","KBS","2025.03.04.","이주호 “AI 교과서로 공교육 혁신 기대”…신학기 준비 점검","","https://news.kbs.co.kr/news/pc/view/view.do?ncd=8190454&ref=A","https://n.news.naver.com/mnews/article/056/0011903663?sid=102","naver","김성수 기자","2025-03-04 10:53:15","새 학기를 맞아, 정부가 AI 디지털 교과서 등 교육 현장 준비 상황을 집중적으로 점검했습니다.

이주호 부총리 겸 사회부장관은 오늘(4일) 정부서울청사에서 열린 신학기 점검 회의에서 17개 시도교육청에게 ""AI 교과서는 올해 교실 수업의 변화를 끌어낼 가장 핵심적인 정책""이라며 ""희망하는 모든 학교가 AI 교과서를 자율적으로 선정하고 수업에 활용해 맞춤교육을 실현할 수 있게 교육청의 적극적인 지원과 지속적인 관심을 부탁한다""고 밝혔습니다.

그러면서 ""수업 전문가인 교사가 AI 교과서를 통해 학생의 학습 수준을 파악하고 맞춤 학습을 지원함으로써 공교육의 혁신적인 변화를 이끌 것으로 기대한다""고 덧붙였습니다.

또 학교에서 나이스(NEIS) 시간표 입력과 학적 등록 등 제도 본격 시행에 앞서 사전에 준비해야 할 부분에 대해서도 협조를 요청했습니다.

이번 회의에서는 또, 지난달 10일 발생한 대전 초등학생 사망 사건 이후 제도 개선을 위한 관련 법의 국회 입법 상황을 공유했습니다.

이 부총리는 ""가슴 아픈 참사가 다시는 발생하지 않도록 고위험 교원의 긴급 분리와 조치를 비롯한 제도 개선 사항을 포함하고 있다""며 ""학생들의 안전을 위협할 수 있는 다양한 위험 요인을 면밀히 점검해 학생들이 안전하고 건강하게 등교할 수 있도록 개학 이후에도 지속해서 챙겨나가겠다""고 했습니다.


■ 제보하기
▷ 전화 : 02-781-1234, 4444
▷ 이메일 : kbs1234@kbs.co.kr
▷ 카카오톡 : 'KBS제보' 검색, 채널 추가
▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!","사회",0
true,"이주호 ""희망 학교 AI교과서 자율 선정에 교육청 관심 부탁""(종합)","조선비즈","2025.03.04.","이주호 “신학기, 공교육 변화 시작…모든 학교 AI교과서 자율 선정”","","https://biz.chosun.com/topics/topics_social/2025/03/04/F2BCN6VAGJB4JOQBBPKFVYLYVE/?utm_source=naver&utm_medium=original&utm_campaign=biz","https://n.news.naver.com/mnews/article/366/0001058174?sid=102","naver","김양혁 기자","2025-03-04 12:27:08","이주호 부총리 겸 교육부 장관이 4일 ‘신학기 준비 점검단’ 회의에서 모두 발언을 하고 있다. /교육부

이주호 부총리 겸 교육부 장관은 4일 “모든 학교가 인공지능(AI) 디지털교과서를 자율적으로 선정하고 수업에 활용해 맞춤 교육을 실현할 수 있도록 교육청의 지원과 관심을 부탁드린다”고 말했다.

이 부총리는 이날 오전 영상으로 진행된 ‘신학기 준비 점검단’ 회의에서 “오늘 시작되는 신학기부터 교육개혁이 완전히 현장에 뿌리내려 공교육의 변화가 시작되는 한 해가 되도록 노력하고자 한다”며 이같이 밝혔다.

이날 회의에는 이 부총리와 교육부 차관, 책임교육정책실장, 교육청 부교육감 등이 참석했다. 회의 참석자들은 이날 회의에서 지난 2월 대전 한 초등학교에서 발생한 초등생 피살 사건과 관련해 ‘하늘이법(가칭)’의 국회 입법 상황을 논의하고, AI 교과서 도입 현황을 점검했다.

이 부총리는 “AI 교과서는 올해 교실 수업의 변화를 이끌어낼 가장 핵심적인 정책”이라며 “수업 전문가인 교사가 AI 교과서를 통해 학생의 학습 수준을 파악하고 맞춤 학습을 지원함으로써 공교육의 혁신적인 변화를 이끌 것으로 기대한다”고 했다.

이어 그는 “교육부는 이를 위해 교원의 수업 혁신 역량 강화를 지원하는 연수와 학교 디지털 인프라 점검·개선 등을 준비해 왔다”고 말했다.

하늘이법 입법 진행 상황과 관련해 이 부총리는 “가슴 아픈 참사가 다시는 발생하지 않도록 고위험 교원의 긴급 분리와 조치를 비롯한 제도개선 사항을 포함하고 있다”며 “다시는 유사한 사례가 발생하지 않도록 면밀한 검토를 거쳐 제도개선을 추진하겠다”고 했다.

그러면서 이 부총리는 “학부모가 안심하고 학교에 아이들을 맡길 수 있도록 안전하고 쾌적한 학교로의 전면적인 변화를 적극 지원하겠다”고 말했다.","사회",0
false,,"매일경제","2025.03.07.","한국동서발전, 지역아동센터에‘사랑의 디지털 기기’ 나눔","이번 전달식은 인공지능(AI) 디지털 교과서 도입 등 디지털 중심으로 빠르게 전환되는 교육환경에서 정보 취약계층 아동들의 학습여건을 개선하고, 균등한 교육 기회를 보장하기 위해 마련됐다. 전달식에는 권명호 동서발전 사장을 비롯해 박영희 울산화정지역아동센터장, 김수종 울산광역시의회 부의장....","https://www.mk.co.kr/article/11258220","https://n.news.naver.com/mnews/article/009/0005455136?sid=101","naver","조성신 기자","2025-03-07 16:23:08","사랑의 디지털 기기 나눔‘에서 권명호 사장(가운데)과 박영희 울산화정지역아동센터장 및 관계자(왼쪽 네번째), 김수종 울산광역시의회 부의장(왼쪽 끝), 울산광역시 동구의회 임채윤 의원(오른쪽 두번째)이 기념사진을 촬영하는 모습 [사진 = 한국동서발전]
한국동서발전은 7일 오후 2시 울산 중구 본사에서 지역아동 정보접근성 향상을 위한 ‘사랑의 디지털기기 전달식’을 개최했다고 밝혔다.

이번 전달식은 인공지능(AI) 디지털 교과서 도입 등 디지털 중심으로 빠르게 전환되는 교육환경에서 정보 취약계층 아동들의 학습여건을 개선하고, 균등한 교육 기회를 보장하기 위해 마련됐다.

전달식에는 권명호 동서발전 사장을 비롯해 박영희 울산화정지역아동센터장, 김수종 울산광역시의회 부의장. 울산광역시 동구의회 임채윤 의원 등이 참석했다.

동서발전은 이날 울산 동구 지역아동센터 6개소에 노트북 20대와 태블릿 5대를 전달했다. 기부된 노트북은 사무용으로 사용 수명이 다한 제품을 학습용 프로그램 실행과 온라인 강의 수강 등에 적합하도록 재정비해 자원 선순환의 의미도 실현했다.

이번 전달식에서 기부된 디지털 기기는 지난해 12월 1차 기증된 기기(노트북 50대, 태블릿 11대)와 함께 울산 지역 아동센터에서 학습 도구로 활용될 예정이다.

권명호 사장은 “이번 디지털 기기 나눔이 지역사회 발전을 위해 무엇보다 중요한 아동 교육환경 조성에 보탬이 되기를 바란다”라며 “앞으로도 디지털 기기 나눔을 포함한 지속적인 사회공헌 활동을 통해 울산 지역과 상생하는 대표 공기업으로 거듭나겠다”고 말했다.","경제",0
true,"한국동서발전, 지역아동센터에‘사랑의 디지털 기기’ 나눔","스포츠한국","2025.03.07.","동서발전, 지역아동센터에 '사랑의 디지털 기기' 나눔 활동","","https://sports.hankooki.com/news/articleView.html?idxno=6891580","","external",,,,,
true,"한국동서발전, 지역아동센터에‘사랑의 디지털 기기’ 나눔","데일리안","2025.03.07.","동서발전, 지역아동센터에 '사랑의 디지털 기기' 나눔","","https://www.dailian.co.kr/news/view/1469782/?sc=Naver","https://n.news.naver.com/mnews/article/119/0002930662?sid=101","naver","임은석 기자","2025-03-07 17:27:10","취약계층 학습여건 개선·교육기회 보장
사무용 노트북 재정비해 자원선순환
한국동서발전은 7일 본사(울산 중구 소재)에서 지역아동 정보접근성 향상을 위한 '사랑의 디지털기기 전달식'을 개최했다.ⓒ동서발전
[데일리안 = 임은석 기자] 한국동서발전은 7일 본사(울산 중구 소재)에서 지역아동 정보접근성 향상을 위한 '사랑의 디지털기기 전달식'을 개최했다.

이번 전달식은 인공지능(AI) 디지털 교과서 도입 등 디지털 중심으로 빠르게 전환되는 교육환경에서 정보 취약계층 아동들의 학습여건을 개선하고 균등한 교육 기회를 보장하기 위해 마련됐다.

동서발전은 이번 전달식을 통해 울산 동구 지역아동센터 6개소에 노트북 20대와 태블릿 5대를 전달했다. 기부된 노트북은 사무용으로 사용 수명이 다한 제품을 학습용 프로그램 실행과 온라인 강의 수강 등에 적합하도록 재정비해 자원 선순환의 의미도 함께 실현했다.

이번 전달식에서 기부된 디지털 기기는 지난해 12월 1차 기증된 기기(노트북 50대, 태블릿 11대)와 함께 울산 지역 아동센터에서 학습 도구로 활용될 예정이다.

권명호 동서발전 사장은 ""이번 디지털 기기 나눔이 지역사회 발전을 위해 무엇보다 중요한 아동 교육환경 조성에 보탬이 되기를 바란다""며 ""동서발전은 앞으로도 디지털 기기 나눔을 포함한 지속적인 사회공헌 활동을 통해 울산 지역과 상생하는 대표 공기업으로 거듭나겠다""고 밝혔다.","경제",0
true,"한국동서발전, 지역아동센터에‘사랑의 디지털 기기’ 나눔","이뉴스투데이","2025.03.07.","동서발전, 지역아동센터에 '사랑의 디지털 기기' 나눔","","http://www.enewstoday.co.kr/news/articleView.html?idxno=2246713","","external",,,,,
false,,"뉴스핌","2025.03.10.","최상목 권한대행 ""늘봄학교 전담인력 8000명 배치…AI 교과서 등 맞춤교...","신학기 주요 개혁과제인 인공지능(AI) 디지털교과서와 고교학점제에 대해서는 ""올해부터 희망하는 모든 학교에서 AI 디지털교과서를 활용할 수 있도록 지원하고, 디지털 역량 교육과 디지털 역기능 예방노력을 병행하겠다""고 전했다. 또 ""학생들이 고교학점제를 통해 지역·학교 여건에 관계없이 진로와...","https://www.newspim.com/news/view/20250310000102","","external",,,,,
true,"최상목 권한대행 ""늘봄학교 전담인력 8000명 배치…AI 교과서 등 맞춤교...","KTV국민방송","2025.03.10.","""늘봄학교·디지털교과서 지원 확대···하늘이법 개정 노력"" [뉴스의 ...","","https://www.ktv.go.kr/content/view?content_id=722817","","external",,,,,
false,,"포항MBC","3주 전","경북교육청, AI 디지털교과서 수업 지원센터 개","경북교육청은 경북 초·중·고 AI 디지털교과서 도입을 지원하기 위해, 온라인 플랫폼인 '경북교육청 AI 디지털교과서수업 지원센터'를 운영합니다. ◀ END ▶ 이 플랫폼은 교직원과 학생이 하나의 아이디로 교육사이트를 이용할 수 있도록 디지털 원패스 가입과 AI 디지털교과서 포털 접속 등을 안내합니다....","http://www.phmbc.co.kr/www/news/desk_news?idx=195341&mode=view","","external",,,,,
false,,"라이센스뉴스","2025.03.14.","KT멤버십 3월 '달.달.혜택', AI 서비스 할인 제공","또한 AI 디지털 교과서 밀크T 10일 무료체험, AI 콘텐츠 추천 '블라이스' 셀렉트 2개월 정기권도 중복으로 이용 가능하다. 인기 브랜드 위주로 구성된 '달.달.초이스'는 ▲팀홀튼 메이플딥 도넛 또는 스트로베리딥 도넛 무료 ▲샐러디 3천500원 할인 ▲쉐이크쉑 프라이+소다(S) 무료...","https://www.lcnews.co.kr/news/articleView.html?idxno=96580","","external",,,,,
true,"KT멤버십 3월 '달.달.혜택', AI 서비스 할인 제공","FETV","2025.03.14.","KT, 3월 ‘달.달.혜택’ AI 교육 및 콘텐츠 중심 구성","","https://www.fetv.co.kr/news/article.html?no=188584","","external",,,,,
true,"KT멤버십 3월 '달.달.혜택', AI 서비스 할인 제공","백세시대","2025.03.14.","KT멤버십 '달.달.혜택', 교육-콘텐츠 중심 'AI 컬렉션'혜택 제공","","http://www.100ssd.co.kr/news/articleView.html?idxno=119173","","external",,,,,
true,"KT멤버십 3월 '달.달.혜택', AI 서비스 할인 제공","메가경제","2025.03.14.","KT, 3월 멤버십 혜택 강화... 'AI 컬렉션' 제공","","https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065584999500054","","external",,,,,
true,"KT멤버십 3월 '달.달.혜택', AI 서비스 할인 제공","팍스경제TV","2025.03.14.","KT, 3월 멤버십 '달.달.혜택'… AI 서비스와 인기 브랜드 할인 제공","","http://www.paxetv.com/news/articleView.html?idxno=226122","","external",,,,,
false,,"경북신문","2025.03.10.","경북교육청, 4월 부터 'AI 디지털교과서' 도입...교육 혁신 적극 지원","경북도교육청이 2022 개정 교육과정에 맞춰 초 3·4학년, 중·고 1학년 영어, 수학, 정보 교과에 AI 디지털교과서를 도입한다.지난 1월 겨울방학 중 실시한 AI 디지털교과서 도입 희망 조사에서 도내 약 3분의 1의 학교가 참여 의사를 밝혔으며 2월 중 개학과 신학기 준비 기간을 거치며 50% 이상의 학교가 도입을...","http://www.kbsm.net/news/view.php?idx=466922","","external",,,,,
true,"경북교육청, 4월 부터 'AI 디지털교과서' 도입...교육 혁신 적극 지원","포인트경제","2025.03.10.","경북교육청, AI 디지털교과서 도입으로 교육 혁신 적극 지원","","https://www.pointe.co.kr/news/articleView.html?idxno=39792","","external",,,,,
false,,"포인트데일리","2025.03.14.","KT 멤버십 가입 시 AI 서비스 할인… 교육·콘텐츠 혜택 강화","또한 AI 디지털 교과서 밀크T 10일 무료체험, AI 콘텐츠 추천 '블라이스' 셀렉트 2개월 정기권도 중복으로 이용 가능하다. 인기 브랜드 위주로 구성된 '달.달.초이스'는 ▲팀홀튼 메이플딥 도넛 또는 스트로베리딥 도넛 무료 ▲SSG.COM 6000원 할인 ▲샐러디 3500원 할인 ▲쉐이크쉑 프라이+소다(S) 무료...","https://www.pointdaily.co.kr/news/articleView.html?idxno=236952","","external",,,,,
true,"KT 멤버십 가입 시 AI 서비스 할인… 교육·콘텐츠 혜택 강화","NBN NEWS","2025.03.14.","""월7천원에 예상문제·요약본 무제한이용"" KT, AI 학습플랫폼 '콴다' 50%...","","https://www.nbnews.kr/news/articleView.html?idxno=106194","","external",,,,,
true,"KT 멤버십 가입 시 AI 서비스 할인… 교육·콘텐츠 혜택 강화","인더뉴스","2025.03.14.","KT, 멤버십 ‘달.달.혜택’에서 AI 서비스·F&B 브랜드 할인 제공","","https://www.inthenews.co.kr/news/article.html?no=70321","","external",,,,,
true,"KT 멤버십 가입 시 AI 서비스 할인… 교육·콘텐츠 혜택 강화","팝콘뉴스","2025.03.14.","KT, '달.달.혜택'에 AI 서비스 할인 더한다","","http://www.popcornnews.net/news/articleView.html?idxno=74731","","external",,,,,
true,"KT 멤버십 가입 시 AI 서비스 할인… 교육·콘텐츠 혜택 강화","아시아타임즈","2025.03.14.","KT, 3월 멤버십 'AI 서비스·F&B 브랜드 할인'","","https://www.asiatime.co.kr/article/20250314500070","","external",,,,,
false,,"비욘드포스트","2025.03.13.","대구교육연수원, ‘AI 디지털교과서 활용 영상’ 교육 자료 보급","대구교육연수원은 학교 현장에서 AI 디지털교과서를 원활하게 활용할 수 있도록 ‘AI 디지털교과서 활용 영상’을 제작하여 보급했다고 밝혔다. 이 영상은 현장 교사들의 AI 디지털교과서 활용을 극대화하기 위해 간결하고 이해하기 쉽게 숏폼 영상을 제작됐으며, ▲교육디지털원패스 가입 방법, ▲출판사별 AI...","http://www.beyondpost.co.kr/view.php?ud=202503131356272184edd30pn2gj_30","","external",,,,,
true,"대구교육연수원, ‘AI 디지털교과서 활용 영상’ 교육 자료 보급","와이드경제","2025.03.13.","대구교육연수원, AI 디지털교과서 활용 영상 제작 보급","","https://www.widedaily.com/news/articleView.html?idxno=262200","","external",,,,,
false,,"경북매일신문","2025.03.13.","'늘봄'·'AI교과서' 활용 사교육비 줄인다","또 올해 새롭게 도입하는 'AI 디지털교과서'도 적극 활용한다. AI 디지털교과서를 통해 학생 개인별 학습 수준을 면밀하게 분석하고 맞춤형 콘텐츠를 제공하며, 온라인 실시간 보충학습, 개인별 학습 이력 관리, 학습 성취도 분석 등으로 학습 공백이 없도록 돕는다. 이와 함께 EBS에서 운영하는 '개인 맞춤형...","https://www.kbmaeil.com/news/articleView.html?idxno=1035101","","external",,,,,
false,,"기호일보","2025.03.16.","[미래를 여는 경기교육] 디지털 시민교육 정책","교육 주간은 학생 디지털 소양을 키우고 '하이러닝', AI디지털교과서(AIDT) 등 디지털 미디어 기기 활용을 위한 집중 교육으로 꾸렸다. 이를 위한 다양한 교육자료도 마련했다. '스마트기기 사용 약속 가이드북', '디지털 시민교육 5분+ 교육자료', 메타버스 기반 디지털 역량 자가 진단도구 '하이랜드'가 이에...","http://www.kihoilbo.co.kr/news/articleView.html?idxno=1135940","","external",,,,,
false,,"FETV","2025.03.14.","KT, 3월 ‘달.달.혜택’ AI 교육 및 콘텐츠 중심 구성","AI 디지털 교과서 ‘밀크T’ 10일 무료 체험, AI 콘텐츠 추천 서비스 ‘블라이스’ 2개월 정기권 혜택도 이용할 수 있다. 인기 브랜드 위주로 구성된 ‘달.달.초이스’는 ▲팀홀튼 메이플딥 도넛 또는 스트로베리딥 도넛 무료 ▲SSG.COM 6천원 할인 ▲샐러디 3천500원 할인 ▲쉐이크쉑 프라이+소다(S) 무료...","https://www.fetv.co.kr/news/article.html?no=188584","","external",,,,,
true,"KT, 3월 ‘달.달.혜택’ AI 교육 및 콘텐츠 중심 구성","백세시대","2025.03.14.","KT멤버십 '달.달.혜택', 교육-콘텐츠 중심 'AI 컬렉션'혜택 제공","","http://www.100ssd.co.kr/news/articleView.html?idxno=119173","","external",,,,,
true,"KT, 3월 ‘달.달.혜택’ AI 교육 및 콘텐츠 중심 구성","메가경제","2025.03.14.","KT, 3월 멤버십 혜택 강화... 'AI 컬렉션' 제공","","https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065584999500054","","external",,,,,
true,"KT, 3월 ‘달.달.혜택’ AI 교육 및 콘텐츠 중심 구성","팍스경제TV","2025.03.14.","KT, 3월 멤버십 '달.달.혜택'… AI 서비스와 인기 브랜드 할인 제공","","http://www.paxetv.com/news/articleView.html?idxno=226122","","external",,,,,
true,"KT, 3월 ‘달.달.혜택’ AI 교육 및 콘텐츠 중심 구성","스마트투데이","2025.03.14.","KT, 멤버십 통해 AI서비스 할인 제공","","https://www.smarttoday.co.kr/news/articleView.html?idxno=75238","","external",,,,,
false,,"기호일보","2025.03.16.","[미래를 여는 경기교육] 디지털 시민교육 정책","교육 주간은 학생 디지털 소양을 키우고 '하이러닝', AI디지털교과서(AIDT) 등 디지털 미디어 기기 활용을 위한 집중 교육으로 꾸렸다. 이를 위한 다양한 교육자료도 마련했다. '스마트기기 사용 약속 가이드북', '디지털 시민교육 5분+ 교육자료', 메타버스 기반 디지털 역량 자가 진단도구 '하이랜드'가 이에...","http://www.kihoilbo.co.kr/news/articleView.html?idxno=1135940","","external",,,,,
false,,"피앤피뉴스","2주 전","천재교과서 밀크T 초등, 문해력 향상 위한 맞춤형 콘텐츠 제공","초등학생 문해력 저하 현상에 대한 교육 방안이 계속 떠오르고 있지만, 디지털 환경에 쉽게 노출되고 있는 초등학생들의 문해력을 향상하는 일은 쉽지... 천재교과서 밀크T가 독해력 향상을 위해 추천하는 콘텐츠는 ‘AI 독서코칭’이다. AI 독서코칭은 학생의 독서능력 진단평가를 통해 현재의 독서 능력을...","https://www.gosiweek.com/article/1065574787934959","","external",,,,,
false,,"노컷뉴스","2025.02.28.","충북 학교 절반이상 AI 디지털교과서 도입","충북도내 각급 학교의 절반 이상이 인공지능 디지털교과서(AIDT)를 도입하는 것으로 나타났다. 충청북도교육청에 따르면 도내 초·중·고 472곳 가운데 51.9%인 245곳이 AIDT 교과서를 도입해 활용한다. 학교별로는 초등학교가 121곳, 중학교 77곳, 고등학교가 47곳이다. AIDT는 인공지능 기술을 활용해...","https://www.nocutnews.co.kr/news/6301400?utm_source=naver&utm_medium=article&utm_campaign=20250228061722","https://n.news.naver.com/mnews/article/079/0003997350?sid=102","naver","김종현 기자","2025-02-28 18:18:12","충북교육청 제공

충북도내 각급 학교의 절반 이상이 인공지능 디지털교과서(AIDT)를 도입하는 것으로 나타났다.

충청북도교육청에 따르면 도내 초·중·고 472곳 가운데 51.9%인 245곳이 AIDT 교과서를 도입해 활용한다.

학교별로는 초등학교가 121곳, 중학교 77곳, 고등학교가 47곳이다.

AIDT는 인공지능 기술을 활용해 학생들의 학습 속도에 맞는 콘텐츠를 제공하고 평가할 수 있으며, 교사와 학생, 학생과 학생 간 참여형 수업도 운영할 수 있다고 도교육청은 설명했다.

한편, AIDT 구독료는 교육부가 전액 지원하며, 도교육청은 오는 2학기 AIDT 도입에 대한 추가 신청을 오는 8월 받을 예정이다.


※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.
이메일 : jebo@cbs.co.kr
카카오톡 : @노컷뉴스
사이트 : https://url.kr/b71afn","사회",0
true,"충북 학교 절반이상 AI 디지털교과서 도입","뉴스핌","2025.02.28.","충북 초·중·고 245곳 AI 디지털교과서 도입","","https://www.newspim.com/news/view/20250228000060","","external",,,,,
true,"충북 학교 절반이상 AI 디지털교과서 도입","브릿지경제","2025.02.28.","충북 초·중·고 AI 디지털교과서 도입","","https://www.viva100.com/article/20250228500885","","external",,,,,
true,"충북 학교 절반이상 AI 디지털교과서 도입","이뉴스투데이","2025.02.28.","충북교육청, AI 디지털교과서 도입을 위한 준비 완료","","http://www.enewstoday.co.kr/news/articleView.html?idxno=2243781","","external",,,,,
true,"충북 학교 절반이상 AI 디지털교과서 도입","국제뉴스","2025.02.28.","충북교육청, 초‧중‧고 245교 AI 디지털교과서 도입","","https://www.gukjenews.com/news/articleView.html?idxno=3213344","","external",,,,,
