,source,target,weight,Category
13370,diverse,exploitation,1,medical
13371,diverse,populations,1,medical
13372,reporting,trends,2,medical
13373,long,neglect,1,medical
13374,long,term,2,medical
13375,care,term,2,medical
13376,care,ombudsmen,2,medical
13377,data,ombudsmen,1,medical
13378,data,national,1,medical
13379,national,ombudsman,2,medical
13380,ombudsman,reporting,2,medical
13381,2006,system,1,medical
13382,2006,2013,3,medical
13383,2013,utilized,1,medical
13384,national,utilized,1,medical
13385,nors,system,1,medical
13386,describe,nors,1,medical
13387,describe,national,1,medical
13388,national,trends,1,medical
13389,facilities,nursing,1,medical
13390,facilities,long,1,medical
13391,ltco,ombudsmen,1,medical
13392,2006,ltco,1,medical
13393,2013,investigated,1,medical
13394,complaints,investigated,1,medical
13395,complaints,facility,1,medical
13396,facility,staff,1,medical
13397,residents,staff,1,medical
13398,following,residents,1,medical
13399,codes,following,1,medical
13400,codes,physical,1,medical
13401,abuse,verbalmental,2,medical
13402,exploitation,gross,1,medical
13403,gross,neglect,1,medical
13404,neglect,resident,1,medical
13405,resident,resident,1,medical
13406,physical,resident,1,medical
13407,abuse,nationally,1,medical
13408,ltco,nationally,1,medical
13409,ltco,received,1,medical
13410,annual,received,1,medical
13411,annual,average,1,medical
13412,11749,average,1,medical
13413,11749,abuse,1,medical
13414,abuse,neglectrelated,1,medical
13415,complaints,neglectrelated,1,medical
13416,complaints,nursing,1,medical
13417,2006,homes,1,medical
13418,2013,complaints,1,medical
13419,complaints,trended,1,medical
13420,significantly,trended,1,medical
13421,75,significantly,1,medical
13422,56,75,1,medical
13423,56,reports,1,medical
13424,1000,reports,1,medical
13425,1000,beds,1,medical
13426,beds,p,1,medical
13427,001,physical,1,medical
13428,abuse,nonresident,1,medical
13429,frequently,nonresident,1,medical
13430,frequently,reported,1,medical
13431,reported,representing,1,medical
13432,average,representing,1,medical
13433,28,average,1,medical
13434,28,total,1,medical
13435,abuseneglect,total,1,medical
13436,abuseneglect,complaints,1,medical
13437,complaints,improved,1,medical
13438,reasons,understanding,1,medical
13439,declines,reasons,1,medical
13440,declines,reporting,1,medical
13441,increased,reporting,1,medical
13442,increased,training,1,medical
13443,training,types,1,medical
13444,expansion,neglect,1,medical
13445,expansion,nors,1,medical
13446,database,nors,1,medical
13447,allow,database,1,medical
13448,allow,comprehensive,1,medical
13449,analysis,needed,1,medical
13450,abuse,perception,1,medical
13451,knowledge,perception,1,medical
13452,knowledge,phenomenon,1,medical
13453,healthcare,phenomenon,1,medical
13454,italian,workers,1,medical
13455,hospitals,italian,1,medical
13456,ageing,hospitals,1,medical
13457,number,population,1,medical
13458,elderly,number,1,medical
13459,grow,hospital,1,medical
13460,hospital,personnel,1,medical
13461,personnel,play,1,medical
13462,identifying,mistreatment,1,medical
13463,establish,study,1,medical
13464,establish,level,1,medical
13465,awareness,level,2,medical
13466,awareness,perception,2,medical
13467,elder,perception,2,medical
13468,abuse,healthcare,2,medical
13469,understand,workers,1,medical
13470,able,understand,1,medical
13471,able,recognize,1,medical
13472,properly,recognize,1,medical
13473,properly,report,1,medical
13474,identify,physical,1,medical
13475,abuse,signs,1,medical
13476,41question,neglect,1,medical
13477,41question,survey,1,medical
13478,administered,survey,1,medical
13479,administered,healthcare,1,medical
13480,professionals,working,1,medical
13481,internal,working,1,medical
13482,internal,medicine,1,medical
13483,geriatric,wards,1,medical
13484,different,wards,1,medical
13485,different,university,1,medical
13486,hospitals,university,1,medical
13487,hospitals,southern,1,medical
13488,italy,southern,1,medical
13489,italy,representative,1,medical
13490,italian,representative,1,medical
13491,health,italian,1,medical
13492,public,system,1,medical
13493,data,system,1,medical
13494,collection,data,1,medical
13495,collection,resulted,1,medical
13496,98,resulted,1,medical
13497,98,questionnaires,1,medical
13498,majority,questionnaires,1,medical
13499,majority,neglect,1,medical
13500,neglect,represents,1,medical
13501,represents,type,1,medical
13502,40,abuse,1,medical
13503,40,physicians,1,medical
13504,37,physicians,1,medical
13505,37,nurses,1,medical
13506,considered,nurses,1,medical
13507,concept,considered,1,medical
13508,concept,false,1,medical
13509,false,professionals,1,medical
13510,professionals,recognized,1,medical
13511,elder,recognized,1,medical
13512,abuse,violation,1,medical
13513,human,violation,1,medical
13514,4694,rights,1,medical
13515,4694,sure,1,medical
13516,existence,sure,1,medical
13517,existence,standard,1,medical
13518,procedures,standard,1,medical
13519,abuse,procedures,1,medical
13520,abuse,reportingtreatment,1,medical
13521,nurses,reportingtreatment,1,medical
13522,assistants,care,1,medical
13523,assistants,declared,1,medical
13524,declared,suspected,1,medical
13525,suspected,witnessed,2,medical
13526,abuse,witnessed,1,medical
13527,physicians,stated,1,medical
13528,stated,suspectedwitnessed,1,medical
13529,abuse,suspectedwitnessed,1,medical
13530,13,abuse,1,medical
13531,career,times,1,medical
13532,career,suspected,1,medical
13533,cases,witnessed,1,medical
13534,cases,healthcare,1,medical
13535,healthcare,personnel,1,medical
13536,action,personnel,1,medical
13537,action,reported,1,medical
13538,public,reported,1,medical
13539,authorities,public,1,medical
13540,adult,authorities,1,medical
13541,agencies,service,1,medical
13542,agencies,level,1,medical
13543,poor,professionals,1,medical
13544,especially,poor,1,medical
13545,especially,reporting,1,medical
13546,procedures,reporting,1,medical
13547,procedures,strong,1,medical
13548,need,strong,1,medical
13549,education,need,1,medical
13550,specific,training,1,medical
13551,programs,training,1,medical
13552,elder,programs,1,medical
13553,theory,trauma,2,social science
13554,abuse,theory,1,social science
13555,abuse,neglect,145,social science
13556,neglect,violence,8,social science
13557,life,violence,3,social science
13558,course,life,16,social science
13559,course,literature,1,social science
13560,literature,review,17,social science
13561,recent,review,3,social science
13562,prevalence,recent,1,social science
13563,prevalence,prospective,1,social science
13564,prospective,studies,2,social science
13565,interpersonal,studies,1,social science
13566,interpersonal,violence,2,social science
13567,ipv,violence,10,social science
13568,identifies,ipv,1,social science
13569,identifies,link,1,social science
13570,child,link,1,social science
13571,abuse,child,10,social science
13572,abuse,intimate,3,social science
13573,intimate,partner,23,social science
13574,partner,violence,18,social science
13575,elder,violence,5,social science
13576,abuse,elder,497,social science
13577,abuse,emerged,2,social science
13578,emerged,lifestagespecific,1,social science
13579,lifestagespecific,studies,1,social science
13580,abuse,studies,2,social science
13581,older,violence,14,social science
13582,older,persons,33,social science
13583,line,persons,1,social science
13584,developmental,line,1,social science
13585,developmental,understanding,1,social science
13586,ipv,understanding,1,social science
13587,ipv,life,2,social science
13588,course,perspective,2,social science
13589,early,perspective,1,social science
13590,early,life,5,social science
13591,life,trauma,1,social science
13592,emerging,trauma,1,social science
13593,emerging,explanatory,1,social science
13594,explanatory,theory,1,social science
13595,ipv,theory,1,social science
13596,course,paradigm,1,social science
13597,paradigm,shift,1,social science
13598,field,shift,1,social science
13599,elder,field,5,social science
13600,abuse,challenges,1,social science
13601,challenges,traditional,1,social science
13602,explanations,traditional,1,social science
13603,explanations,ipv,1,social science
13604,ipv,old,2,social science
13605,age,old,16,social science
13606,age,ageism,1,social science
13607,ageism,opens,1,social science
13608,new,opens,1,social science
13609,new,opportunities,1,social science
13610,interventions,opportunities,1,social science
13611,interventions,leading,1,social science
13612,leading,prevention,1,social science
13613,prevention,treatment,2,social science
13614,abuse,treatment,1,social science
13615,adults,older,272,social science
13616,adults,prevalence,2,social science
13617,prevalence,studies,4,social science
13618,include,studies,1,social science
13619,include,older,2,social science
13620,older,subjects,1,social science
13621,questions,subjects,1,social science
13622,questions,violence,1,social science
13623,experienced,violence,1,social science
13624,children,experienced,1,social science
13625,children,younger,1,social science
13626,adults,younger,4,social science
13627,adults,consistently,1,social science
13628,consistently,identify,1,social science
13629,child,identify,1,social science
13630,abuse,risk,8,social science
13631,factor,risk,7,social science
13632,factor,ipv,1,social science
13633,experienced,ipv,1,social science
13634,experienced,old,1,social science
13635,age,similarly,1,social science
13636,prospective,similarly,1,social science
13637,ipv,studies,2,social science
13638,follow,ipv,1,social science
13639,follow,subjects,1,social science
13640,childhood,subjects,1,social science
13641,childhood,old,2,social science
13642,age,identify,1,social science
13643,identify,lifetime,1,social science
13644,lifetime,patterns,1,social science
13645,abuse,patterns,2,social science
13646,abuse,qualitative,2,social science
13647,qualitative,studies,2,social science
13648,age,include,1,social science
13649,include,retrospective,1,social science
13650,data,retrospective,1,social science
13651,data,suggest,3,social science
13652,link,suggest,2,social science
13653,ipv,link,1,social science
13654,ipv,perpetrated,1,social science
13655,children,perpetrated,1,social science
13656,adults,children,1,social science
13657,adults,ages,1,social science
13658,ages,persons,1,social science
13659,persons,positions,1,social science
13660,positions,trust,1,social science
13661,lead,trust,1,social science
13662,lead,trauma,1,social science
13663,adverse,trauma,1,social science
13664,adverse,lifelong,1,social science
13665,behavioral,lifelong,1,social science
13666,behavioral,relational,1,social science
13667,implications,relational,1,social science
13668,implications,provides,2,social science
13669,link,provides,1,social science
13670,link,trauma,1,social science
13671,theory,violence,1,social science
13672,older,people,50,social science
13673,people,recently,1,social science
13674,abuse,recently,1,social science
13675,conceptualized,violence,1,social science
13676,conceptualized,differently,1,social science
13677,based,differently,1,social science
13678,based,life,3,social science
13679,life,stage,2,social science
13680,stage,victim,1,social science
13681,historically,victim,1,social science
13682,definitions,historically,1,social science
13683,definitions,partner,1,social science
13684,nonpartner,partner,1,social science
13685,nonpartner,violence,1,social science
13686,diverged,violence,1,social science
13687,based,diverged,1,social science
13688,stage,victims,1,social science
13689,recently,victims,1,social science
13690,begun,recently,1,social science
13691,begun,converge,1,social science
13692,converge,understanding,1,social science
13693,understanding,violence,3,social science
13694,course,traumainformed,1,social science
13695,perspective,traumainformed,1,social science
13696,better,perspective,1,social science
13697,better,identifies,1,social science
13698,identifies,risk,1,social science
13699,factors,risk,46,social science
13700,factors,interventions,1,social science
13701,interventions,ipv,2,social science
13702,ipv,older,2,social science
13703,adults,intersectionality,1,social science
13704,age,intersectionality,1,social science
13705,age,gender,5,social science
13706,gender,variables,1,social science
13707,demonstrate,variables,1,social science
13708,demonstrate,differences,1,social science
13709,differences,similarities,2,social science
13710,populations,similarities,1,social science
13711,populations,studied,1,social science
13712,development,usability,1,social science
13713,evaluation,usability,3,social science
13714,evaluation,voices,1,social science
13715,digital,voices,1,social science
13716,digital,health,3,social science
13717,health,tool,3,social science
13718,identify,tool,1,social science
13719,elder,identify,4,social science
13720,elder,mistreatment,103,social science
13721,major,mistreatment,2,social science
13722,barrier,major,1,social science
13723,barrier,society,1,social science
13724,overcoming,society,1,social science
13725,elder,overcoming,1,social science
13726,inability,mistreatment,1,social science
13727,accurately,inability,1,social science
13728,accurately,identify,1,social science
13729,identify,victims,1,social science
13730,barriers,victims,1,social science
13731,barriers,selfreporting,1,social science
13732,elder,selfreporting,2,social science
13733,including,mistreatment,1,social science
13734,fear,including,1,social science
13735,fear,nursing,1,social science
13736,home,nursing,17,social science
13737,home,placement,2,social science
13738,losing,placement,1,social science
13739,autonomy,losing,1,social science
13740,autonomy,caregiver,1,social science
13741,caregiver,existing,1,social science
13742,existing,strategies,2,social science
13743,identify,strategies,2,social science
13744,mistreatment,neglect,2,social science
13745,empower,neglect,1,social science
13746,empower,experience,1,social science
13747,experience,tools,1,social science
13748,selfreporting,tools,1,social science
13749,project,selfreporting,1,social science
13750,developed,project,1,social science
13751,developed,evaluated,1,social science
13752,evaluated,usability,1,social science
13753,usability,voices,1,social science
13754,selfadministrated,voices,1,social science
13755,digital,selfadministrated,3,social science
13756,screens,tool,2,social science
13757,educates,screens,2,social science
13758,educates,motivates,2,social science
13759,motivates,older,2,social science
13760,adults,selfreport,2,social science
13761,elder,selfreport,2,social science
13762,crosssectional,mistreatment,2,social science
13763,crosssectional,study,9,social science
13764,study,usercentered,1,social science
13765,design,usercentered,1,social science
13766,design,ucd,1,social science
13767,approach,ucd,1,social science
13768,approach,thirty,1,social science
13769,communitydwelling,thirty,1,social science
13770,cognitively,communitydwelling,4,social science
13771,cognitively,intact,7,social science
13772,intact,older,5,social science
13773,adults,aged,10,social science
13774,60years,aged,2,social science
13775,60years,older,2,social science
13776,caregivers,older,5,social science
13777,caregivers,clinicians,1,social science
13778,clinicians,social,1,social science
13779,social,workers,20,social science
13780,tabletbased,workers,1,social science
13781,selfadministrated,tabletbased,1,social science
13782,mistreatment,qualitative,1,social science
13783,qualitative,quantitative,3,social science
13784,data,quantitative,1,social science
13785,data,obtained,3,social science
13786,1,obtained,1,social science
13787,1,focus,1,social science
13788,focus,groups,18,social science
13789,groups,participants,2,social science
13790,including,participants,1,social science
13791,feedback,including,1,social science
13792,feedback,openended,2,social science
13793,discussion,openended,1,social science
13794,demographics,discussion,1,social science
13795,demographics,postsession,1,social science
13796,postsession,survey,1,social science
13797,2,survey,1,social science
13798,2,usability,1,social science
13799,evaluation,including,1,social science
13800,demographics,including,1,social science
13801,demographics,usability,1,social science
13802,measures,usability,1,social science
13803,comfortability,measures,1,social science
13804,comfortability,technology,1,social science
13805,emotional,technology,1,social science
13806,emotional,state,1,social science
13807,openended,state,1,social science
13808,feedback,focus,2,social science
13809,focus,group,12,social science
13810,group,participants,2,social science
13811,n,participants,2,social science
13812,24,n,1,social science
13813,24,generally,1,social science
13814,favored,generally,1,social science
13815,favored,tabletbased,1,social science
13816,tabletbased,tool,1,social science
13817,screen,tool,1,social science
13818,elder,screen,1,social science
13819,expressed,mistreatment,1,social science
13820,comfort,expressed,1,social science
13821,answering,comfort,1,social science
13822,answering,questions,1,social science
13823,elder,questions,1,social science
13824,mistreatment,tablets,1,social science
13825,tablets,usability,1,social science
13826,evaluation,participants,1,social science
13827,14,n,1,social science
13828,14,overall,1,social science
13829,overall,scored,1,social science
13830,scored,voices,1,social science
13831,mean,voices,1,social science
13832,mean,system,1,social science
13833,system,usability,1,social science
13834,scale,usability,1,social science
13835,scale,sus,1,social science
13836,score,sus,2,social science
13837,866,score,1,social science
13838,866,median,1,social science
13839,888,median,1,social science
13840,888,higher,1,social science
13841,benchmark,higher,1,social science
13842,benchmark,sus,1,social science
13843,68,score,1,social science
13844,68,indicating,1,social science
13845,excellent,indicating,1,social science
13846,ease,excellent,1,social science
13847,ease,use,2,social science
13848,addition,use,1,social science
13849,93,addition,1,social science
13850,93,stated,1,social science
13851,recommend,stated,1,social science
13852,recommend,voices,1,social science
13853,tool,voices,1,social science
13854,100,tool,1,social science
13855,100,indicated,1,social science
13856,indicated,understanding,1,social science
13857,understanding,voices,1,social science
13858,information,voices,1,social science
13859,content,information,1,social science
13860,content,findings,1,social science
13861,findings,older,2,social science
13862,adults,capable,1,social science
13863,capable,willing,1,social science
13864,comfortable,willing,1,social science
13865,comfortable,innovative,1,social science
13866,innovative,selfadministrated,1,social science
13867,digital,tool,1,social science
13868,elder,tool,2,social science
13869,mistreatment,screening,1,social science
13870,future,screening,1,social science
13871,future,plan,1,social science
13872,conduct,plan,1,social science
13873,conduct,feasibility,1,social science
13874,feasibility,study,1,social science
13875,evaluate,study,1,social science
13876,evaluate,use,1,social science
13877,use,voices,1,social science
13878,identifying,voices,1,social science
13879,identifying,suspicion,1,social science
13880,mistreatment,suspicion,1,social science
13881,door,opening,2,social science
13882,developing,door,1,social science
13883,developing,pilot,1,social science
13884,pilot,testing,2,social science
13885,adult,testing,1,social science
13886,adult,protective,23,social science
13887,protective,services,19,social science
13888,services,worker,1,social science
13889,engagement,worker,1,social science
13890,engagement,training,1,social science
13891,new,training,1,social science
13892,new,york,5,social science
13893,city,york,1,social science
13894,10,city,1,social science
13895,10,americans,1,social science
13896,age,americans,1,social science
13897,60,age,5,social science
13898,60,experience,1,social science
13899,elder,experience,2,social science
13900,abuse,ea,6,social science
13901,ea,ea,1,social science
13902,ea,frequently,1,social science
13903,detected,frequently,1,social science
13904,detected,primary,1,social science
13905,primary,responders,1,social science
13906,alleged,responders,1,social science
13907,alleged,ea,1,social science
13908,cases,ea,3,social science
13909,adult,cases,1,social science
13910,protective,service,7,social science
13911,aps,service,2,social science
13912,aps,caseworkers,5,social science
13913,caseworkers,ideally,1,social science
13914,ideally,positioned,1,social science
13915,improve,positioned,1,social science
13916,detection,improve,2,social science
13917,detection,intervention,1,social science
13918,intervention,opening,1,social science
13919,door,otd,1,social science
13920,otd,training,1,social science
13921,developed,training,1,social science
13922,developed,multidisciplinary,1,social science
13923,multidisciplinary,setting,1,social science
13924,designed,setting,1,social science
13925,collaboration,designed,1,social science
13926,aps,collaboration,2,social science
13927,aps,workers,12,social science
13928,enhance,workers,1,social science
13929,engagement,enhance,1,social science
13930,engagement,skills,2,social science
13931,potential,skills,1,social science
13932,ea,potential,1,social science
13933,cases,maximize,1,social science
13934,maximize,possibility,1,social science
13935,disclosure,possibility,1,social science
13936,disclosure,rooted,1,social science
13937,relational,rooted,1,social science
13938,approach,relational,1,social science
13939,approach,utilizing,1,social science
13940,adult,utilizing,1,social science
13941,adult,learning,1,social science
13942,learning,theory,4,social science
13943,divided,theory,1,social science
13944,divided,main,1,social science
13945,main,topics,1,social science
13946,preparing,topics,1,social science
13947,engagement,preparing,1,social science
13948,engagement,engagement,1,social science
13949,engagement,practice,1,social science
13950,practice,processing,1,social science
13951,engagement,processing,1,social science
13952,eighthour,engagement,1,social science
13953,eighthour,training,1,social science
13954,piloted,training,1,social science
13955,groups,piloted,1,social science
13956,groups,urban,1,social science
13957,aps,urban,1,social science
13958,caseworkers,wide,1,social science
13959,range,wide,2,social science
13960,range,work,1,social science
13961,experience,work,1,social science
13962,experience,pre,1,social science
13963,posttests,pre,1,social science
13964,case,posttests,1,social science
13965,case,reflections,1,social science
13966,indicate,reflections,1,social science
13967,indicate,positive,2,social science
13968,impact,positive,2,social science
13969,caseworkers,impact,1,social science
13970,caseworkers,sense,1,social science
13971,selfefficacy,sense,1,social science
13972,focus,selfefficacy,1,social science
13973,groups,indicate,1,social science
13974,indicate,necessity,1,social science
13975,necessity,ongoing,1,social science
13976,ongoing,provision,1,social science
13977,provision,trainings,1,social science
13978,development,trainings,1,social science
13979,additional,development,1,social science
13980,additional,supports,1,social science
13981,aps,supports,1,social science
13982,caseworkers,future,1,social science
13983,future,work,1,social science
13984,explore,work,1,social science
13985,efficacy,explore,1,social science
13986,efficacy,training,1,social science
13987,expand,training,1,social science
13988,expand,reach,1,social science
13989,estimates,prevalence,3,social science
13990,estimates,factors,1,social science
13991,associated,factors,13,social science
13992,associated,violence,1,social science
13993,adults,national,2,social science
13994,intimate,national,2,social science
13995,partner,sexual,2,social science
13996,sexual,violence,11,social science
13997,nisvs,violence,1,social science
13998,nisvs,survey,2,social science
13999,20162017,survey,1,social science
14000,20162017,abuse,1,social science
14001,abuse,older,35,social science
14002,adults,public,1,social science
14003,health,public,11,social science
14004,health,problem,4,social science
14005,national,problem,1,social science
14006,survey,violence,1,social science
14007,nationallyrepresentative,nisvs,1,social science
14008,nationallyrepresentative,telephone,1,social science
14009,survey,telephone,2,social science
14010,noninstitutionalized,survey,1,social science
14011,adults,noninstitutionalized,1,social science
14012,adults,united,2,social science
14013,states,united,17,social science
14014,determine,states,1,social science
14015,determine,prevalence,2,social science
14016,factors,prevalence,3,social science
14017,factors,intimate,1,social science
14018,partner,psychological,1,social science
14019,aggression,psychological,4,social science
14020,aggression,physical,3,social science
14021,physical,violence,6,social science
14022,perpetrator,violence,1,social science
14023,older,perpetrator,1,social science
14024,adults,analyzed,2,social science
14025,analyzed,nisvs,1,social science
14026,20162017,nisvs,1,social science
14027,20162017,data,1,social science
14028,data,n10171,1,social science
14029,aged60years,n10171,1,social science
14030,aged60years,past,1,social science
14031,12month,past,1,social science
14032,12month,prevalence,1,social science
14033,prevalence,psychological,4,social science
14034,21,violence,1,social science
14035,08,21,1,social science
14036,08,17,1,social science
14037,17,respectively,1,social science
14038,odds,respectively,1,social science
14039,odds,psychological,1,social science
14040,aggression,significantly,1,social science
14041,higher,significantly,4,social science
14042,hearing,higher,1,social science
14043,hearing,vision,2,social science
14044,impairment,vision,2,social science
14045,impairment,lower,2,social science
14046,aged70years,lower,2,social science
14047,aged70years,odds,1,social science
14048,odds,physical,1,social science
14049,significantly,violence,2,social science
14050,higher,males,1,social science
14051,hearing,males,1,social science
14052,impairment,odds,1,social science
14053,odds,sexual,1,social science
14054,higher,unpartnered,1,social science
14055,individuals,unpartnered,1,social science
14056,cognitive,individuals,1,social science
14057,cognitive,impairment,8,social science
14058,aged70years,epidemiologic,1,social science
14059,epidemiologic,studies,1,social science
14060,studies,violence,1,social science
14061,adults,inform,3,social science
14062,inform,populationspecific,1,social science
14063,populationspecific,prevention,1,social science
14064,prevention,strategies,4,social science
14065,missing,voices,1,social science
14066,older,voices,1,social science
14067,older,peoples,6,social science
14068,peoples,perspectives,2,social science
14069,abused,perspectives,1,social science
14070,abused,uganda,1,social science
14071,abuse,uganda,2,social science
14072,major,people,1,social science
14073,challenge,major,2,social science
14074,challenge,people,1,social science
14075,aging,people,1,social science
14076,aging,studies,1,social science
14077,older,studies,2,social science
14078,abuse,perspectives,1,social science
14079,abuse,focus,3,social science
14080,focus,mainly,2,social science
14081,developed,mainly,1,social science
14082,countries,developed,2,social science
14083,countries,views,1,social science
14084,subsaharan,views,1,social science
14085,africa,subsaharan,1,social science
14086,africa,remain,1,social science
14087,largely,remain,1,social science
14088,largely,unheard,1,social science
14089,social,unheard,1,social science
14090,research,social,2,social science
14091,address,research,2,social science
14092,address,imbalance,1,social science
14093,imbalance,report,1,social science
14094,qualitative,report,1,social science
14095,qualitative,study,9,social science
14096,indepth,study,1,social science
14097,indepth,semistructured,6,social science
14098,interviews,semistructured,10,social science
14099,focus,interviews,1,social science
14100,discussions,group,2,social science
14101,discussions,examine,1,social science
14102,examine,older,1,social science
14103,peoples,perceptions,1,social science
14104,abuse,perceptions,2,social science
14105,thirtythree,uganda,1,social science
14106,participants,thirtythree,1,social science
14107,participants,selected,1,social science
14108,districts,selected,3,social science
14109,districts,uganda,1,social science
14110,reflect,uganda,1,social science
14111,different,reflect,1,social science
14112,different,locations,1,social science
14113,levels,locations,1,social science
14114,development,levels,1,social science
14115,cultures,development,1,social science
14116,contexts,cultures,1,social science
14117,behaviors,contexts,1,social science
14118,behaviors,considered,1,social science
14119,abusive,considered,1,social science
14120,abusive,categorized,1,social science
14121,categorized,themes,1,social science
14122,economic,themes,1,social science
14123,abuse,economic,2,social science
14124,abuse,harassment,1,social science
14125,harassment,violence,1,social science
14126,disrespect,violence,1,social science
14127,disrespect,neglect,2,social science
14128,abandonment,neglect,4,social science
14129,abandonment,discrimination,1,social science
14130,discrimination,results,1,social science
14131,results,showed,9,social science
14132,participants,showed,2,social science
14133,largely,participants,1,social science
14134,largely,viewed,1,social science
14135,abuse,viewed,1,social science
14136,abuse,cultural,2,social science
14137,cultural,perspective,1,social science
14138,contrary,perspective,1,social science
14139,contrary,wests,1,social science
14140,perception,wests,1,social science
14141,based,perception,1,social science
14142,based,discourse,1,social science
14143,discourse,human,1,social science
14144,human,rights,22,social science
14145,findings,rights,1,social science
14146,findings,need,1,social science
14147,broader,need,1,social science
14148,broader,definition,1,social science
14149,definition,includes,2,social science
14150,cultural,includes,1,social science
14151,cultural,dimensions,1,social science
14152,abuse,dimensions,1,social science
14153,developing,people,1,social science
14154,developing,societies,1,social science
14155,mothers,older,4,social science
14156,difficult,mothers,2,social science
14157,adult,difficult,2,social science
14158,adult,children,5,social science
14159,children,life,1,social science
14160,course,exploration,1,social science
14161,adult,exploration,1,social science
14162,adult,child,2,social science
14163,child,parent,2,social science
14164,parent,violence,1,social science
14165,growing,violence,1,social science
14166,growing,international,1,social science
14167,international,social,1,social science
14168,problem,social,4,social science
14169,needs,problem,1,social science
14170,better,needs,1,social science
14171,better,understood,1,social science
14172,develop,understood,1,social science
14173,clinical,develop,1,social science
14174,clinical,interventions,1,social science
14175,exploratory,interventions,1,social science
14176,exploratory,study,3,social science
14177,antecedents,study,1,social science
14178,antecedents,early,1,social science
14179,adversity,life,1,social science
14180,adult,adversity,1,social science
14181,parent,violenceelder,1,social science
14182,mistreatment,violenceelder,1,social science
14183,carried,mistreatment,1,social science
14184,carried,secondary,1,social science
14185,analysis,secondary,4,social science
14186,analysis,directed,1,social science
14187,content,directed,1,social science
14188,analysis,content,4,social science
14189,analysis,based,4,social science
14190,course,theory,1,social science
14191,data,theory,2,social science
14192,data,set,4,social science
14193,older,set,1,social science
14194,all57years,mothers,1,social science
14195,all57years,old,1,social science
14196,j,old,1,social science
14197,j,r,1,social science
14198,r,smith,1,social science
14199,2021,smith,1,social science
14200,2021,2022,1,social science
14201,2022,measurement,1,social science
14202,instances,measurement,1,social science
14203,child,instances,1,social science
14204,abuse,domestic,4,social science
14205,domestic,violence,8,social science
14206,birth,violence,1,social science
14207,birth,trauma,1,social science
14208,abused,trauma,1,social science
14209,abused,older,4,social science
14210,conducted,mothers,1,social science
14211,conducted,older,3,social science
14212,older,women,50,social science
14213,reported,women,2,social science
14214,negatively,reported,1,social science
14215,affected,negatively,2,social science
14216,adult,affected,1,social science
14217,adult,childrens,2,social science
14218,childrens,problems,1,social science
14219,56,problems,1,social science
14220,56,reported,1,social science
14221,physically,reported,1,social science
14222,attacked,physically,1,social science
14223,attacked,case,1,social science
14224,case,example,1,social science
14225,example,presented,1,social science
14226,illustrate,presented,1,social science
14227,illustrate,repeated,1,social science
14228,incidents,repeated,1,social science
14229,abuse,incidents,2,social science
14230,early,neglect,1,social science
14231,explain,life,2,social science
14232,explain,older,1,social science
14233,older,womans,1,social science
14234,inability,womans,1,social science
14235,actions,inability,1,social science
14236,actions,safety,1,social science
14237,crossvalidation,screening,1,social science
14238,scale,screening,8,social science
14239,adult,scale,1,social science
14240,sample,services,2,social science
14241,adult,sample,1,social science
14242,aps,services,10,social science
14243,aps,professionals,3,social science
14244,called,professionals,1,social science
14245,assess,called,1,social science
14246,assess,decisionmaking,1,social science
14247,capacity,decisionmaking,2,social science
14248,capacity,investigating,1,social science
14249,financial,investigating,2,social science
14250,exploitation,financial,54,social science
14251,exploitation,previous,2,social science
14252,previous,research,3,social science
14253,found,research,1,social science
14254,consecutive,found,1,social science
14255,aps,consecutive,1,social science
14256,aps,cases,5,social science
14257,cases,decisionmaking,2,social science
14258,decisionmaking,screening,1,social science
14259,lfdss,scale,3,social science
14260,detected,lfdss,1,social science
14261,detected,financial,1,social science
14262,exploitation,purpose,2,social science
14263,purpose,study,9,social science
14264,apply,study,1,social science
14265,apply,clinical,1,social science
14266,clinical,cutoff,2,social science
14267,cutoff,scores,1,social science
14268,derived,scores,1,social science
14269,derived,previous,2,social science
14270,previous,study,1,social science
14271,new,study,1,social science
14272,new,sample,1,social science
14273,aps,sample,1,social science
14274,cases,sample,2,social science
14275,105,sample,1,social science
14276,105,participants,1,social science
14277,aps,participants,2,social science
14278,5,workers,1,social science
14279,5,counties,1,social science
14280,counties,study,1,social science
14281,investigated,study,5,social science
14282,clinical,investigated,1,social science
14283,clinical,utility,2,social science
14284,lfdss,utility,1,social science
14285,detect,lfdss,1,social science
14286,detect,financial,1,social science
14287,based,exploitation,1,social science
14288,based,ratings,1,social science
14289,aps,ratings,1,social science
14290,professionals,scale,3,social science
14291,results,scale,1,social science
14292,demonstrate,results,2,social science
14293,demonstrate,lfdss,1,social science
14294,excellent,lfdss,1,social science
14295,excellent,internal,1,social science
14296,consistency,internal,4,social science
14297,clinical,consistency,1,social science
14298,properties,utility,1,social science
14299,paper,properties,1,social science
14300,paper,provides,3,social science
14301,provides,support,1,social science
14302,support,use,1,social science
14303,lfdss,use,2,social science
14304,lfdss,reliable,1,social science
14305,reliable,valid,3,social science
14306,instrument,valid,1,social science
14307,instructions,instrument,1,social science
14308,instructions,use,1,social science
14309,included,lfdss,1,social science
14310,article,included,1,social science
14311,article,information,1,social science
14312,information,online,1,social science
14313,online,support,1,social science
14314,support,tools,1,social science
14315,diverse,measuring,1,social science
14316,characteristics,diverse,2,social science
