,source,target,weight
14529,experience,neglect,1
14530,perpetrators,reported,1
14531,perpetrators,police,1
14532,higher,police,1
14533,higher,likelihood,1
14534,experiencing,likelihood,3
14535,emotional,experiencing,1
14536,experience,financial,2
14537,age,associated,2
14538,80,age,3
14539,attaining,years,1
14540,attaining,education,1
14541,physical,secondary,1
14542,chronic,impairment,1
14543,chronic,medical,1
14544,conditions,medical,3
14545,likelihood,reduced,1
14546,experiencing,neglect,1
14547,respectively,uganda,1
14548,high,uganda,1
14549,need,neglect,1
14550,design,need,1
14551,abuse,escalating,1
14552,escalating,present,1
14553,findings,present,5
14554,findings,worthy,1
14555,help,worthy,1
14556,communitybased,exploratory,1
14557,perpetration,victimization,3
14558,elders,victimization,1
14559,2022,ethiopia,1
14560,2022,elderly,1
14561,abuse,comorbid,2
14562,comorbid,problematic,1
14563,problematic,substance,1
14564,substance,use,20
14565,disability,use,1
14566,disability,physical,7
14567,illness,major,1
14568,major,problems,1
14569,lowincome,problems,1
14570,countries,lowincome,2
14571,countries,countries,1
14572,countries,elderly,1
14573,neglected,segment,1
14574,population,segment,1
14575,insufficient,population,1
14576,information,insufficient,1
14577,elderly,information,2
14578,lowincome,victimization,1
14579,countries,like,1
14580,ethiopia,like,1
14581,ethiopia,study,1
14582,aimed,assess,4
14583,assess,elderly,3
14584,elderly,victimization,1
14585,elderly,mizan,1
14586,aman,mizan,1
14587,aman,town,1
14588,southwest,town,1
14589,ethiopia,southwest,1
14590,communitybased,ethiopia,1
14591,conducted,design,2
14592,268,conducted,1
14593,268,elderly,1
14594,june,people,1
14595,2021,june,1
14596,2021,systematic,1
14597,sampling,technique,1
14598,elderly,technique,1
14599,assist,tools,1
14600,assess,tools,2
14601,abuse,khat,1
14602,alcohol,khat,2
14603,alcohol,cannabis,1
14604,cannabis,tobacco,1
14605,tobacco,use,3
14606,disorders,use,4
14607,disorders,respectively,1
14608,multimorbidity,respectively,1
14609,multimorbidity,physical,2
14610,assessed,disability,1
14611,assessed,data,2
14612,data,entered,1
14613,entered,epidata,1
14614,epidata,version,1
14615,31,version,1
14616,31,exported,1
14617,exported,statistical,1
14618,package,statistical,1
14619,package,social,1
14620,science,social,1
14621,science,version,1
14622,23,version,1
14623,23,logistic,1
14624,identify,model,1
14625,identify,independent,1
14626,elderly,predictors,1
14627,418,abuse,1
14628,418,prevalence,1
14629,poly,prevalence,1
14630,poly,substance,1
14631,alcohol,substance,6
14632,khat,tobacco,1
14633,disorder,use,4
14634,325,disorder,1
14635,194,325,1
14636,12,194,1
14637,12,45,1
14638,45,respectively,1
14639,comorbidity,respectively,1
14640,comorbidity,physical,1
14641,disability,multiple,1
14642,chronic,multiple,2
14643,chronic,diseases,9
14644,8,diseases,1
14645,246,8,1
14646,246,respectively,1
14647,physical,respectively,1
14648,aor,disability,1
14649,5652,aor,1
14650,5652,ci,1
14651,1459,ci,1
14652,1459,21894,1
14653,21894,multimorbidity,1
14654,aor,multimorbidity,1
14655,3972,aor,1
14656,3972,ci,1
14657,1898,ci,1
14658,1898,8314,1
14659,8314,substance,1
14660,aor,disorder,1
14661,3877,aor,1
14662,3877,ci,1
14663,1814,ci,1
14664,1814,8286,1
14665,8286,age,1
14666,aor,years,1
14667,8452,aor,1
14668,8452,ci,1
14669,2273,ci,1
14670,2273,31425,1
14671,31425,poor,1
14672,poor,social,2
14673,3372,aor,1
14674,3372,ci,1
14675,1043,ci,1
14676,1043,10903,1
14677,10903,positively,1
14678,abuse,magnitude,1
14679,comorbid,multimorbidity,1
14680,disability,substance,2
14681,disorder,high,1
14682,high,multiple,1
14683,diseases,physical,1
14684,advanced,disorder,1
14685,advanced,age,3
14686,age,poor,2
14687,risk,support,1
14688,factors,nursing,1
14689,nursing,role,2
14690,elderly,role,2
14691,problem,underestimated,1
14692,common,underestimated,1
14693,common,data,1
14694,available,suggest,1
14695,suggest,unfortunately,1
14696,incidence,unfortunately,1
14697,expected,incidence,1
14698,grow,progressive,1
14699,future,population,1
14700,aim,future,1
14701,aim,examine,1
14702,available,examine,1
14703,available,literature,1
14704,5,literature,1
14705,5,years,4
14706,define,years,1
14707,define,state,1
14708,art,state,1
14709,art,phenomenon,1
14710,particular,phenomenon,1
14711,particular,regard,1
14712,nursing,regard,1
14713,focusing,possible,1
14714,possible,types,1
14715,mistreatment,motivations,1
14716,motivations,preventive,1
14717,articles,interventions,1
14718,articles,published,6
14719,5,published,1
14720,mistreatment,years,1
14721,elderly,selected,1
14722,scientifically,selected,1
14723,recognized,scientifically,1
14724,databases,recognized,1
14725,databases,pubmed,2
14726,cochrane,pubmed,1
14727,cochrane,library,5
14728,library,medline,1
14729,medline,scopus,1
14730,scopus,web,2
14731,knowledge,web,1
14732,keywords,knowledge,1
14733,keywords,query,1
14734,elderly,query,1
14735,better,home,1
14736,entity,understand,1
14737,entity,phenomenon,1
14738,phenomenon,searched,1
14739,corresponding,searched,1
14740,corresponding,keywords,1
14741,child,keywords,1
14742,abuse,considering,1
14743,considering,scopus,1
14744,78,database,1
14745,1342,78,1
14746,1342,published,1
14747,5,articles,1
14748,deal,years,1
14749,abuse,deal,1
14750,elderly,relation,1
14751,nursing,relation,1
14752,nursing,representing,1
14753,representing,small,1
14754,581,small,1
14755,581,considered,1
14756,considered,sample,1
14757,comparing,sample,1
14758,comparing,number,1
14759,articles,number,1
14760,articles,ratio,1
14761,childelderly,ratio,1
14762,childelderly,equal,1
14763,1004,equal,1
14764,1004,underlying,1
14765,poor,underlying,1
14766,interest,poor,1
14767,interest,research,1
14768,phenomenon,research,1
14769,observed,phenomenon,1
14770,elderly,observed,2
14771,homes,underreported,1
14772,original,underreported,1
14773,articles,original,1
14774,articles,reviews,1
14775,despite,reviews,1
14776,aging,despite,1
14777,neglect,remain,1
14778,hidden,remain,2
14779,hidden,problems,1
14780,overlooked,problems,1
14781,overlooked,underestimated,1
14782,literature,underestimated,1
14783,emergency,mistreatment,2
14784,current,departments,1
14785,current,progress,1
14786,progress,recommendations,1
14787,recommendations,steps,1
14788,emergency,steps,1
14789,ed,visits,7
14790,provide,visits,1
14791,important,provide,1
14792,important,seldom,1
14793,realized,seldom,1
14794,opportunity,realized,1
14795,exist,including,1
14796,brief,including,1
14797,brief,effective,1
14798,effective,specifically,1
14799,designed,specifically,1
14800,designed,tested,1
14801,eds,tested,1
14802,addition,eds,1
14803,absence,addition,1
14804,absence,validated,1
14805,tools,validated,2
14806,challenges,tools,1
14807,challenges,implementing,1
14808,ed,implementing,1
14809,ed,elder,1
14810,include,screening,1
14811,difficulty,include,1
14812,difficulty,integrating,1
14813,integrating,longer,1
14814,longer,questions,1
14815,busy,questions,1
14816,busy,clinical,2
14817,clinical,encounter,1
14818,encounter,resources,1
14819,required,resources,1
14820,required,respond,1
14821,positive,respond,1
14822,positive,screens,1
14823,electronic,screens,1
14824,ehr,record,1
14825,ehr,offers,1
14826,critical,offers,1
14827,critical,tool,1
14828,facilitate,tool,1
14829,elder,facilitate,1
14830,required,screening,1
14831,data,required,1
14832,data,entry,1
14833,entry,realtime,1
14834,monitoring,realtime,1
14835,compliance,monitoring,1
14836,compliance,results,1
14837,describe,results,1
14838,current,describe,1
14839,current,work,1
14840,field,work,1
14841,field,recommend,1
14842,recommend,steps,1
14843,including,steps,1
14844,design,including,1
14845,design,testing,1
14846,testing,twostep,1
14847,screening,twostep,1
14848,process,screening,1
14849,implementation,process,1
14850,implementation,research,4
14851,accelerate,research,1
14852,accelerate,adoption,1
14853,adoption,development,1
14854,development,edbased,1
14855,edbased,interventions,1
14856,interventions,referral,1
14857,protocols,referral,1
14858,positive,protocols,1
14859,cases,positive,1
14860,cases,consideration,1
14861,consideration,important,1
14862,prehospital,role,1
14863,prehospital,providers,1
14864,case,providers,1
14865,case,identification,1
14866,development,emergency,1
14867,department,senior,1
14868,abuse,senior,1
14869,ed,senior,1
14870,aid,senior,1
14871,aid,tool,1
14872,emergency,tool,1
14873,eds,important,1
14874,identification,setting,1
14875,ea,objective,1
14876,develop,objective,1
14877,develop,edbased,1
14878,edbased,tool,1
14879,ea,identify,1
14880,ea,initial,1
14881,initial,tool,1
14882,included,tool,3
14883,brief,included,1
14884,brief,cognitive,1
14885,assessment,cognitive,1
14886,assessment,questions,1
14887,detect,questions,1
14888,detect,multiple,1
14889,domains,multiple,2
14890,domains,ea,2
14891,ea,physical,1
14892,examination,refinement,1
14893,refinement,tool,1
14894,based,tool,2
14895,based,input,1
14896,clinical,input,1
14897,clinical,experts,1
14898,experts,nurse,1
14899,nurse,patient,1
14900,feedback,patient,1
14901,feedback,revised,1
14902,revised,tool,1
14903,15,included,1
14904,15,questions,1
14905,ea,questions,2
14906,ea,tested,1
14907,academic,tested,1
14908,academic,ed,1
14909,calculated,ed,1
14910,calculated,interrater,1
14911,reliability,sensitivity,2
14912,sensitivity,specificity,8
14913,individual,specificity,1
14914,ea,individual,1
14915,ed,questions,1
14916,age65,patients,1
14917,age65,n259,1
14918,17,n259,1
14919,17,7,1
14920,7,screened,1
14921,positive,screened,2
14922,positive,suspicion,1
14923,ea,identified,1
14924,combination,identified,1
14925,combination,questions,1
14926,cover,questions,1
14927,cover,included,1
14928,domains,included,2
14929,demonstrated,ea,1
14930,demonstrated,good,1
14931,excellent,good,1
14932,excellent,interrater,1
14933,94,specificity,2
14934,94,95,1
14935,71100,ci,1
14936,71100,90,1
14937,90,95,1
14938,8593,ci,1
14939,8593,respectively,1
14940,respectively,results,1
14941,inform,results,2
14942,inform,proposed,1
14943,proposed,screening,1
14944,multisite,tool,1
14945,multisite,validation,1
14946,testing,validation,1
14947,experiences,members,2
14948,experiences,management,2
14949,management,residenttoresident,2
14950,abuse,residenttoresident,4
14951,abuse,longterm,5
14952,longterm,residential,3
14953,care,esidenttoresident,1
14954,esidenttoresident,rra,1
14955,abuse,rra,1
14956,increasingly,recognized,1
14957,recognized,significant,1
14958,problem,significant,2
14959,longterm,problem,1
14960,carefamilies,residential,1
14961,carefamilies,constant,1
14962,constant,presence,1
14963,presence,setting,1
14964,inclusion,setting,1
14965,inclusion,research,1
14966,research,rra,1
14967,minimal,rra,1
14968,minimal,purpose,1
14969,examine,family,2
14970,management,rra,1
14971,methodology,rra,1
14972,critical,methodology,1
14973,critical,ethnographytwelve,1
14974,ethnographytwelve,family,1
14975,members,participated,1
14976,indepth,participated,1
14977,56,interviews,1
14978,56,hours,1
14979,hours,participant,1
14980,observation,participant,1
14981,conducted,observation,1
14982,conducted,data,1
14983,analyzed,thematically,2
14984,main,thematically,1
14985,main,themes,8
14986,illuminate,themes,1
14987,families,illuminate,1
14988,experiences,families,1
14989,experiences,rra,2
14990,context,rra,1
14991,context,largely,1
14992,largely,normalizes,1
14993,itin,normalizes,1
14994,absence,itin,1
14995,formal,supports,1
14996,families,supports,1
14997,developed,families,1
14998,developed,range,1
14999,management,range,1
15000,ranging,strategies,1
15001,passive,ranging,1
15002,active,intervention,1
15003,intervention,organizational,2
15004,factors,staffing,1
15005,levels,staffing,3
15006,levels,mix,1
15007,mix,physical,1
15008,contributed,environment,1
15009,contributed,rra,1
15010,families,rra,1
15011,actively,families,1
15012,actively,managing,1
15013,managing,rra,1
15014,longterm,rra,1
15015,care,policies,1
15016,policies,programs,4
15017,including,programs,1
15018,educational,supports,1
15019,developed,supports,1
15020,developed,validate,1
15021,support,validate,1
15022,families,support,1
15023,abuse,oldest,1
15024,old,oldest,4
15025,old,prevalence,1
15026,consequences,factors,4
15027,consequences,experiences,1
15028,abuse,relationships,1
15029,expectation,relationships,1
15030,common,trust,1
15031,older,phenomenon,1
15032,called,people,1
15033,called,elder,1
15034,ea,forms,1
15035,forms,physical,2
15036,physical,verbal,6
15037,emotional,verbal,1
15038,high,neglect,1
15039,high,vulnerability,1
15040,difficulties,vulnerability,1
15041,difficulties,receiving,1
15042,receiving,support,1
15043,people,support,2
15044,80,aged,1
15045,old,pointed,1
15046,group,pointed,1
15047,group,needs,1
15048,needs,special,1
15049,focus,special,1
15050,focus,research,2
15051,prevalence,research,2
15052,consequences,ea,2
15053,different,ea,1
15054,aspects,different,3
15055,aspects,quality,2
15056,explored,life,1
15057,explored,oldest,1
15058,computerassisted,old,1
15059,computerassisted,personal,1
15060,interviews,personal,1
15061,conducted,representative,1
15062,oldest,sample,1
15063,north,old,1
15064,north,rhinewestphalia,1
15065,germany,rhinewestphalia,1
15066,988,germany,1
15067,988,selfreport,1
15068,interviews,selfreport,1
15069,interviews,persons,1
15070,persons,present,1
15071,nrw80,present,1
15072,nrw80,study,1
15073,assess,study,1
15074,assess,ea,1
15075,ea,help,1
15076,elder,help,2
15077,consequences,emotional,1
15078,consequences,scale,1
15079,eacs,scale,1
15080,eacs,eacs,1
15081,describes,eacs,1
15082,describes,ea,1
15083,dimensions,ea,1
15084,broad,dimensions,1
15085,broad,understanding,1
15086,ea,understanding,1
15087,experiences,prevalence,1
15088,ea,experiences,1
15089,12,ea,1
15090,541,months,1
15091,541,logistic,1
15092,multimorbidity,regression,1
15093,lower,multimorbidity,1
15094,functioning,lower,1
15095,age,functioning,1
15096,90,age,1
15097,90,years,2
15098,smaller,years,1
15099,smaller,social,1
15100,network,social,1
15101,network,size,1
15102,aggressive,size,1
15103,aggressive,behaviorwere,1
15104,behaviorwere,significant,1
15105,ea,factors,1
15106,ea,people,1
15107,experiencing,people,1
15108,ea,experiencing,1
15109,ea,showed,1
15110,life,showed,1
15111,autonomy,satisfaction,1
15112,autonomy,increased,1
15113,increased,loneliness,2
15114,ea,symptoms,1
15115,ea,prevalent,1
15116,oldest,prevalent,1
15117,consequences,old,1
15118,ea,life,1
15119,life,results,1
15120,results,shown,1
15121,broad,shown,1
15122,broad,operationalization,1
15123,ea,operationalization,1
15124,ea,future,1
15125,deeper,focus,1
15126,deeper,understanding,2
15127,reasons,understanding,2
15128,ea,reasons,1
15129,ea,reflect,1
15130,reflect,relationship,1
15131,perspectives,relationship,1
15132,perpetrators,perspectives,1
15133,biopsychosocial,interprofessional,1
15134,approach,interprofessional,2
15135,approach,treatment,1
15136,family,treatment,1
15137,family,intimate,2
15138,takes,violence,2
15139,takes,village,1
15140,family,village,1
15141,abuse,fipv,1
15142,critical,fipv,1
15143,critical,public,1
15144,problem,repercussions,1
15145,mental,repercussions,1
15146,fipv,health,1
15147,exposure,fipv,1
15148,associated,exposure,1
15149,associated,social,2
15150,difficulties,social,1
15151,difficulties,low,1
15152,low,socioeconomic,5
15153,legal,status,1
15154,issues,poor,1
15155,access,poor,1
15156,access,employment,1
15157,education,employment,1
15158,education,housing,1
15159,housing,instability,1
15160,difficulty,instability,1
15161,difficulty,meeting,1
15162,basic,meeting,1
15163,biopsychosocial,needs,1
15164,biopsychosocial,problem,1
15165,discipline,problem,1
15166,adequately,discipline,1
15167,address,adequately,1
15168,address,fipv,1
15169,fipv,individuals,1
15170,experience,individuals,1
15171,experience,fipv,1
15172,fipv,traditionally,1
15173,seek,traditionally,1
15174,respite,seek,1
15175,care,respite,1
15176,care,safety,2
15177,domestic,safety,1
15178,shelters,violence,1
15179,shelters,social,1
15180,courts,services,1
15181,courts,present,1
15182,health,present,1
15183,building,settings,1
15184,building,medicallegal,1
15185,medicallegal,partnership,1
15186,model,partnership,1
15187,critical,model,1
15188,critical,input,1
15189,community,input,1
15190,advisory,community,1
15191,advisory,board,1
15192,board,individuals,1
15193,individuals,lived,2
15194,experiences,fipv,1
15195,fipv,implemented,1
15196,implemented,personcentered,1
15197,approach,personcentered,3
15198,approach,health,1
15199,care,context,2
15200,cohesively,context,1
15201,cohesively,integrate,1
15202,integrate,legal,1
15203,legal,safety,1
15204,safety,social,1
15205,psychological,social,4
15206,health,needs,4
15207,concerns,needs,1
15208,concerns,purpose,1
15209,describe,healing,1
15210,healing,health,2
15211,education,health,2
15212,advocacy,education,1
15213,advocacy,law,1
15214,heal,law,1
15215,collaborative,heal,1
15216,collaborative,individuals,1
15217,experienced,individuals,1
15218,andor,violence,1
15219,andor,elder,1
15220,abuse,review,2
15221,realworld,review,1
15222,challenges,realworld,1
15223,challenges,successes,1
15224,describe,successes,1
15225,describe,interprofessional,1
15226,interprofessional,team,2
15227,collaboration,team,1
15228,collaboration,pragmatic,1
15229,biopsychosocial,pragmatic,1
15230,biopsychosocial,framework,1
15231,bringing,framework,1
15232,bringing,professional,1
15233,professional,stakeholder,1
15234,perspectives,stakeholder,1
15235,perspectives,psychological,1
15236,medical,psychological,1
15237,legal,medical,2
15238,legal,personal,1
15239,personal,perspectives,1
15240,clinical,perspectives,1
15241,clinical,evidencebased,1
15242,educational,evidencebased,1
15243,educational,perspectives,1
15244,doubt,perspectives,1
15245,creating,doubt,1
15246,creating,program,1
15247,biopsychosocial,program,1
15248,biopsychosocial,components,1
15249,components,like,1
15250,heal,like,1
15251,heal,requires,1
15252,professionals,requires,1
15253,appreciating,professionals,1
15254,appreciating,contributions,1
15255,contributions,need,1
15256,begin,need,1
15257,begin,working,1
15258,common,working,1
15259,common,goal,1
15260,furthermore,goal,1
15261,furthermore,program,1
15262,program,successful,1
15263,contributions,successful,1
15264,contributions,individuals,1
15265,experience,lived,2
15266,experience,seek,1
15267,seek,treat,1
15268,coupled,treat,1
15269,coupled,external,1
15270,external,health,1
15271,care,clinicians,2
15272,clinicians,input,1
15273,describe,input,1
15274,describe,lessons,1
15275,date,learned,1
15276,date,effort,1
15277,ease,effort,1
15278,burden,ease,1
15279,burden,seeking,1
15280,implement,seeking,1
15281,implement,program,1
15282,lessons,program,1
15283,include,lessons,1
15284,heals,include,1
15285,heals,recent,1
15286,clinical,recent,2
15287,adaptions,clinical,1
15288,adaptions,serve,1
15289,patients,serve,1
15290,inperson,patients,1
15291,inperson,telehealth,1
15292,telehealth,wake,1
15293,covid19,wake,1
15294,family,patterns,1
15295,conflict,family,7
15296,accusations,conflict,1
15297,abuse,accusations,2
15298,abuse,dementia,4
15299,dementia,family,4
15300,caregivers,latent,2
15301,class,latent,8
15302,analysis,class,6
15303,analysis,family,1
15304,conflict,stressor,1
15305,dementia,stressor,1
15306,caregivers,impact,2
15307,differ,impact,1
15308,based,differ,3
15309,based,relationship,1
15310,caregivers,relationship,1
15311,caregivers,recipients,1
15312,recipients,studys,1
15313,objectives,studys,1
15314,categorize,objectives,1
15315,caregivers,categorize,1
15316,caregivers,groups,1
15317,based,groups,3
15318,based,family,2
15319,conflict,examine,1
15320,recipient,relationship,1
15321,influences,recipient,1
15322,group,influences,1
15323,group,membership,3
15324,determine,membership,1
15325,determine,groups,1
15326,associated,groups,1
15327,associated,engaging,1
15328,abusive,engaging,2
15329,behaviors,neglectful,11
15330,behaviors,national,1
15331,crosssectional,national,2
15332,453,study,1
15333,453,dementia,1
15334,analysis,generate,1
15335,generate,groups,1
15336,abuse,conflict,4
15337,accusations,multinomial,1
15338,determined,regression,1
15339,determined,relationship,1
15340,relationship,type,1
15341,ie,type,1
15342,ie,spouse,1
15343,child,spouse,1
15344,child,grandchild,1
15345,care,grandchild,1
15346,care,recipient,17
15347,nontraditional,recipient,1
15348,nontraditional,relationship,1
15349,predicted,relationship,1
15350,group,predicted,1
15351,groups,membership,1
15352,examined,groups,1
15353,examined,predictors,1
15354,abusive,predictors,1
15355,analysis,behaviors,1
15356,4class,variance,1
15357,4class,solution,1
15358,emerged,solution,1
15359,best,emerged,1
15360,best,fit,2
15361,3,fit,1
15362,3,groups,2
15363,groups,varying,1
15364,probabilities,varying,1
15365,family,probabilities,1
15366,1,conflict,1
15367,1,group,6
15368,elevated,group,1
15369,elevated,probabilities,1
15370,abuse,probabilities,1
15371,accusations,neglect,2
15372,accusations,relationship,1
15373,relationship,typed,1
15374,predicted,typed,1
15375,membership,predicted,2
15376,classes,membership,1
15377,classes,group,1
15378,abusive,predicted,1
15379,adult,behaviors,1
15380,children,likely,1
15381,experience,high,1
15382,amounts,high,1
15383,amounts,family,1
15384,conflict,nontraditional,1
15385,caregivers,nontraditional,1
15386,accusations,membership,2
15387,accusations,group,1
15388,group,unique,1
15389,risk,unique,1
15390,abusive,factor,1
15391,behaviors,findings,1
15392,continued,need,1
15393,continued,investigation,1
15394,family,investigation,1
15395,conflict,dementia,1
15396,caregivers,dementia,2
15397,caregivers,examine,1
15398,including,types,2
15399,including,nontraditional,1
15400,family,nontraditional,1
15401,family,structures,1
15402,influence,structures,1
15403,caregiving,influence,1
15404,caregiving,outcomes,2
15405,cycle,life,1
15406,cycle,family,1
15407,covers,violence,1
15408,covers,range,1
15409,intimate,neglect,1
15410,negative,significant,2
15411,impact,negative,2
15412,health,impact,1
15413,patients,wellbeing,1
15414,patients,present,1
15415,general,present,1
15416,general,practice,2
15417,practice,varying,1
15418,physical,varying,1
15419,general,issues,2
15420,practice,unique,1
15421,unique,works,1
15422,entire,works,1
15423,entire,family,1
15424,challenging,family,1
15425,challenging,needs,1
15426,actively,needs,1
15427,actively,managed,1
15428,article,managed,1
15429,aims,article,4
15430,address,aims,1
15431,address,clinical,1
15432,clinical,questions,1
15433,general,questions,1
15434,gps,practitioners,1
15435,gps,identifying,1
15436,patients,responding,1
15437,experiencing,family,1
15438,account,takes,1
15439,account,different,1
15440,experience,victims,2
15441,experience,respond,1
15442,perpetrators,respond,1
15443,perpetrators,recommendations,1
15444,article,recommendations,1
15445,apply,article,1
15446,apply,samesex,1
15447,relationships,samesex,1
15448,managing,relationships,1
15449,family,managing,1
15450,requires,violence,1
15451,requires,wholeofpractice,1
15452,approach,wholeofpractice,1
15453,approach,encourage,1
15454,encourage,safe,2
15455,environment,safe,2
15456,environment,families,1
15457,disclose,families,1
15458,abuse,disclose,1
15459,abuse,gps,1
15460,gps,respond,1
15461,appropriately,respond,1
15462,abuse,appropriately,1
15463,abuse,intergenerational,1
15464,gps,intergenerational,1
15465,gps,role,1
15466,identification,role,1
15467,management,referral,1
15468,enhancing,evaluating,1
15469,capacity,evaluating,1
15470,capacity,elder,1
15471,abuse,fatality,2
15472,fatality,review,3
15473,review,teams,3
15474,assist,teams,1
15475,assist,victim,1
15476,services,victim,3
15477,fatality,services,1
15478,frts,teams,1
15479,frts,historically,1
15480,helpful,historically,1
15481,helpful,identifying,1
15482,identifying,systemic,1
15483,issues,systemic,1
15484,issues,lead,1
15485,child,lead,1
15486,child,domestic,1
15487,deaths,violence,1
15488,deaths,improve,1
15489,improve,responses,1
15490,guide,responses,1
15491,guide,prevention,1
15492,recently,teams,1
15493,formed,teams,1
15494,address,formed,1
15495,address,similar,1
15496,concerns,similar,1
15497,abuse,matters,1
15498,american,matters,1
15499,association,commission,1
15500,commission,law,1
15501,aging,law,1
15502,aging,received,1
15503,early,received,1
15504,early,grant,1
15505,grant,study,1
15506,eafrts,teams,1
15507,2005,eafrts,1
15508,2005,created,1
15509,created,replication,1
15510,guide,replication,1
15511,current,guide,1
15512,reports,subsequent,1
15513,national,subsequent,1
15514,national,survey,4
15515,eafrts,survey,1
15516,conducted,eafrts,1
15517,14,conducted,1
15518,14,years,2
15519,identify,later,1
15520,identify,important,1
15521,important,similarities,1
15522,differences,team,1
15523,operations,team,1
15524,impact,operations,1
15525,impact,sustainability,1
15526,eafrts,sustainability,1
15527,eafrts,growing,1
15528,growing,nationally,1
15529,nationally,numbers,1
15530,numbers,positive,1
15531,impacts,positive,1
15532,impacts,member,1
15533,elder,member,1
15534,knowledge,services,1
15535,confidence,skills,1
15536,confidence,experience,1
15537,challenges,experience,1
15538,challenges,impact,1
15539,evaluability,impact,1
15540,evaluability,sustainability,1
15541,low,sustainability,1
15542,funding,low,1
15543,funding,membership,1
15544,membership,time,1
15545,time,turnover,1
15546,commitment,turnover,1
15547,commitment,recommendations,1
15548,recommendations,supporting,1
15549,newly,supporting,1
15550,developing,newly,1
15551,currently,developing,1
15552,currently,functioning,1
15553,eafrts,functioning,1
15554,eafrts,provided,1
15555,abuse,lifetime,10
15556,life,older,3
15557,people,studies,1
15558,evaluated,studies,3
15559,evaluated,impact,1
15560,impact,lifetime,1
15561,older,qol,1
15562,adults,multinational,1
15563,multinational,study,1
15564,authors,study,1
15565,aimed,authors,1
15566,assess,subjective,1
15567,perception,subjective,1
15568,perception,qol,1
15569,people,qol,1
15570,people,reported,2
15571,abuse,course,1
15572,course,lifetime,1
15573,lifetime,respondents,1
15574,n,respondents,2
15575,4467,n,1
15576,2559,4467,1
15577,2559,women,1
15578,ages,women,2
15579,60,ages,1
15580,60,84,1
15581,84,years,1
15582,living,years,2
15583,living,seven,2
15584,european,seven,3
15585,countries,european,4
15586,countries,germany,1
15587,germany,greece,1
15588,greece,italy,1
15589,italy,lithuania,1
15590,lithuania,portugal,1
15591,portugal,spain,1
15592,spain,sweden,1
15593,lifetime,sweden,1
15594,allowed,questionnaire,1
15595,allowed,assess,1
15596,assess,lifetime,2
15597,experiences,lifetime,4
15598,abuse,qol,1
15599,assessed,qol,1
15600,assessed,world,1
15601,organization,quality,2
15602,lifeold,quality,1
15603,lifeold,module,1
15604,adjustment,module,1
15605,adjustment,potential,1
15606,confounders,potential,1
15607,authors,confounders,1
15608,authors,found,1
15609,abusive,found,1
15610,decreased,experience,1
15611,decreased,score,1
15612,score,sensory,1
15613,abilities,sensory,1
15614,abilities,psychological,1
15615,autonomy,lower,1
15616,autonomy,past,1
15617,past,present,2
15618,future,present,3
15619,activities,future,1
15620,activities,physical,1
15621,abuse,injuries,1
15622,injuries,significantly,1
15623,participation,social,3
15624,intimacy,participation,1
15625,intimacy,negatively,1
15626,associated,psychological,2
15627,abuse,injury,1
15628,injury,sexual,1
15629,results,study,7
15630,evidence,provide,2
15631,abuse,exposed,4
15632,lifetime,significant,1
15633,reduction,significant,2
15634,qol,reduction,1
15635,qol,qol,1
15636,domains,qol,1
15637,domains,negatively,1
15638,methods,novel,2
15639,assessment,methods,3
15640,assessment,vulnerability,1
15641,financial,vulnerability,1
15642,fe,financial,1
15643,complex,fe,1
15644,influenced,problem,1
15645,factors,influenced,2
15646,article,factors,1
15647,article,introduces,1
15648,introduces,novel,1
15649,assessment,fe,1
15650,fe,vulnerability,3
15651,1,vulnerability,1
15652,1,performancebased,1
15653,measures,performancebased,1
15654,financial,measures,2
15655,financial,skills,1
15656,skills,webbased,1
15657,simulations,webbased,1
15658,common,simulations,1
15659,common,financial,1
15660,financial,tasks,3
15661,2,tasks,1
15662,2,scam,1
15663,scam,vulnerability,2
15664,measures,vulnerability,1
15665,based,measures,1
15666,based,credibility,1
15667,credibility,ratings,1
15668,common,ratings,1
15669,common,scam,1
15670,scam,scenarios,1
15671,older,scenarios,1
15672,adults,male,2
15673,male,younger,2
15674,hispanic,younger,1
15675,educated,hispanic,1
15676,educated,higher,1
15677,higher,incomes,1
15678,incomes,performed,1
15679,better,performed,1
15680,better,simulated,1
15681,financial,simulated,2
15682,better,tasks,1
15683,better,performance,1
15684,performance,related,1
15685,higher,related,2
15686,function,numeracy,1
15687,experience,numeracy,1
15688,experience,technology,2
15689,scenariobased,technology,1
15690,measures,scenariobased,1
15691,african,younger,1
15692,african,american,3
15693,american,educated,1
15694,educated,lower,1
15695,income,showed,1
15696,fe,higher,1
15697,higher,vulnerability,2
15698,higher,scam,2
15699,related,vulnerability,1
15700,poorer,related,1
15701,performance,poorer,1
15702,performance,simulated,1
15703,lower,tasks,1
15704,cognitive,lower,2
15705,experience,function,1
15706,financial,technology,1
15707,conflictanxiety,financial,1
15708,conflictanxiety,impulsivity,1
15709,impulsivity,strangerinitiated,1
15710,fe,strangerinitiated,1
15711,fe,findings,1
15712,indicate,novel,1
15713,measures,novel,1
15714,measures,promise,1
15715,promise,valid,1
15716,indicators,valid,1
15717,indicators,vulnerability,1
15718,adult,collaboration,1
15719,forensic,services,2
15720,accounting,forensic,3
15721,accounting,examiners,2
15722,examiners,investigate,1
15723,complex,investigate,3
15724,complex,financial,1
15725,exploitation,formative,1
