,source,target,weight,Category
14161,abuse,tolerance,1,social science
14162,abuse,moderating,1,social science
14163,abuse,analyzed,2,social science
14164,abuse,approximately,1,social science
14165,abuse,arab,2,social science
14166,abuse,shadow,1,social science
14167,abuse,prostitute,1,social science
14168,abuse,loss,1,social science
14169,abuse,tasmania,1,social science
14170,abuse,subjected,1,social science
14171,abuse,culture,1,social science
14172,abuse,contemporary,1,social science
14173,abuse,witnessed,1,social science
14174,abuse,continues,1,social science
14175,abuse,primary,2,social science
14176,abuse,perspective,1,social science
14177,abuse,barriers,1,social science
14178,abuse,coordinated,1,social science
14179,abuse,aged,1,social science
14180,abuse,main,1,social science
14181,abuse,caregiver,5,social science
14182,abuse,exploring,1,social science
14183,abuse,prevalent,1,social science
14184,abuse,lmics,1,social science
14185,abuse,concludes,1,social science
14186,abuse,survivors,2,social science
14187,abuse,iii,1,social science
14188,abuse,rajshahi,2,social science
14189,abuse,wealth,2,social science
14190,abuse,kind,1,social science
14191,abuse,reducing,1,social science
14192,abuse,recognize,1,social science
14193,abuse,material,1,social science
14194,abuse,article,2,social science
14195,abuse,presented,1,social science
14196,abuse,policy,1,social science
14197,abuse,sexual,4,social science
14198,abuse,different,2,social science
14199,abuse,welfare,2,social science
14200,abuse,likely,2,social science
14201,abuse,caregiving,1,social science
14202,abuse,african,1,social science
14203,abuse,integrating,1,social science
14204,abuse,point,1,social science
14205,abuse,supported,1,social science
14206,abuse,chinese,1,social science
14207,abuse,caregivers,2,social science
14208,abuse,possible,1,social science
14209,abuse,portuguese,2,social science
14210,abuse,12months,1,social science
14211,abuse,199,1,social science
14212,abuse,58,1,social science
14213,abuse,25,1,social science
14214,abuse,19,2,social science
14215,abuse,turkish,1,social science
14216,abuse,affected,1,social science
14217,abuse,social,4,social science
14218,abuse,taken,1,social science
14219,abuse,denying,1,social science
14220,abuse,factors,1,social science
14221,abuse,clinical,1,social science
14222,abuse,08,1,social science
14223,abuse,concerned,1,social science
14224,abuse,assessed,2,social science
14225,abuse,odds,2,social science
14226,abuse,broader,1,social science
14227,abuse,psychological,4,social science
14228,abuse,negatively,1,social science
14229,abuse,mental,1,social science
14230,abuse,examine,1,social science
14231,abuse,reports,1,social science
14232,abuse,cohens,1,social science
14233,abuse,511,1,social science
14234,abuse,need,2,social science
14235,abuse,proven,1,social science
14236,abuse,evaluation,1,social science
14237,abuse,scale,1,social science
14238,abuse,269,1,social science
14239,abuse,565,1,social science
14240,abuse,intermediate,1,social science
14241,abuse,stands,1,social science
14242,abuse,colombian,1,social science
14243,abuse,partners,1,social science
14244,abuse,area,1,social science
14245,abuse,50,1,social science
14246,abuse,proportion,1,social science
14247,abuse,form,1,social science
14248,abuse,dependence,1,social science
14249,abuse,home,1,social science
14250,abuse,predicted,1,social science
14251,abuse,18,1,social science
14252,abuse,crs,1,social science
14253,abuse,chronic,1,social science
14254,abuse,long,1,social science
14255,abuse,refer,1,social science
14256,abuse,comparison,1,social science
14257,abuse,potentially,1,social science
14258,abuse,communitydwelling,3,social science
14259,abuse,classified,1,social science
14260,abuse,subtype,1,social science
14261,abuse,357,1,social science
14262,abuse,or250,1,social science
14263,abuse,frailty,1,social science
14264,abuse,investigate,1,social science
14265,abuse,investigating,1,social science
14266,abuse,changes,2,social science
14267,abuse,2year,1,social science
14268,abuse,specifically,2,social science
14269,abuse,field,2,social science
14270,abuse,examining,1,social science
14271,abuse,higher,4,social science
14272,abuse,protocols,2,social science
14273,abuse,effectiveness,1,social science
14274,abuse,western,1,social science
14275,abuse,true,1,social science
14276,abuse,offenders,1,social science
14277,abuse,korea,1,social science
14278,abuse,magnified,1,social science
14279,abuse,problem,1,social science
14280,abuse,seriousness,1,social science
14281,abuse,highlighted,2,social science
14282,abuse,listed,1,social science
14283,abuse,establishment,1,social science
14284,abuse,guarantee,1,social science
14285,abuse,connection,1,social science
14286,abuse,needs,1,social science
14287,abuse,viewpoint,1,social science
14288,abuse,second,3,social science
14289,abuse,issue,1,social science
14290,abuse,july,1,social science
14291,abuse,litigated,1,social science
14292,abuse,intention,1,social science
14293,abuse,workers,3,social science
14294,abuse,intentions,1,social science
14295,abuse,32,1,social science
14296,abuse,awareness,1,social science
14297,abuse,prior,1,social science
14298,abuse,subjective,2,social science
14299,abuse,behaviors,1,social science
14300,abuse,infringe,1,social science
14301,abuse,assesment,2,social science
14302,abuse,infringing,1,social science
14303,abuse,accidents,1,social science
14304,abuse,categories,1,social science
14305,abuse,actions,8,social science
14306,abuse,enforced,1,social science
14307,abuse,longterm,4,social science
14308,abuse,protective,2,social science
14309,abuse,thirteen,1,social science
14310,abuse,utilized,1,social science
14311,abuse,clients,1,social science
14312,abuse,incidents,1,social science
14313,abuse,care,1,social science
14314,neglect,violence,7,social science
14315,neglect,empower,1,social science
14316,neglect,abandonment,4,social science
14317,neglect,early,1,social science
14318,neglect,suspected,1,social science
14319,neglect,emotional,1,social science
14320,neglect,ethiopia,1,social science
14321,neglect,perspective,1,social science
14322,neglect,15,1,social science
14323,neglect,economic,1,social science
14324,neglect,examining,1,social science
14325,neglect,treating,1,social science
14326,neglect,associated,3,social science
14327,neglect,disadvantaged,2,social science
14328,neglect,form,1,social science
14329,neglect,results,3,social science
14330,neglect,concentrated,1,social science
14331,neglect,evaluate,1,social science
14332,neglect,goal,1,social science
14333,neglect,significantly,1,social science
14334,neglect,experimental,1,social science
14335,neglect,increasing,1,social science
14336,neglect,include,1,social science
14337,neglect,psychological,2,social science
14338,neglect,measures,1,social science
14339,neglect,considering,1,social science
14340,neglect,civil,1,social science
14341,neglect,person,1,social science
14342,neglect,amplified,1,social science
14343,neglect,community,2,social science
14344,neglect,crucial,1,social science
14345,neglect,ean,5,social science
14346,neglect,significant,1,social science
14347,neglect,result,1,social science
14348,neglect,highly,1,social science
14349,neglect,surveillance,1,social science
14350,neglect,training,1,social science
14351,neglect,inclusion,1,social science
14352,neglect,elder,2,social science
14353,neglect,societal,1,social science
14354,neglect,remaining,1,social science
14355,neglect,scarcity,1,social science
14356,neglect,allan,1,social science
14357,neglect,35,1,social science
14358,neglect,order,1,social science
14359,neglect,types,1,social science
14360,neglect,exploitation,7,social science
14361,neglect,76,1,social science
14362,neglect,26,1,social science
14363,neglect,care,3,social science
14364,neglect,financial,5,social science
14365,neglect,curtailment,1,social science
14366,neglect,section,1,social science
14367,neglect,67,2,social science
14368,neglect,nshap,1,social science
14369,neglect,type,1,social science
14370,neglect,harmful,1,social science
14371,neglect,based,2,social science
14372,neglect,getting,1,social science
14373,neglect,risk,2,social science
14374,neglect,older,8,social science
14375,neglect,high,1,social science
14376,neglect,andor,2,social science
14377,neglect,home,3,social science
14378,neglect,eadss,1,social science
14379,neglect,physical,5,social science
14380,neglect,14,1,social science
14381,neglect,higher,1,social science
14382,neglect,verbal,1,social science
14383,neglect,phenomenon,3,social science
14384,neglect,recognized,1,social science
14385,neglect,separatist,1,social science
14386,neglect,ultraorthodox,1,social science
14387,neglect,social,3,social science
14388,neglect,review,1,social science
14389,neglect,central,1,social science
14390,neglect,morbidity,1,social science
14391,neglect,leads,1,social science
14392,neglect,useful,1,social science
14393,neglect,abuse,9,social science
14394,neglect,grounded,1,social science
14395,neglect,vigil,1,social science
14396,neglect,identified,3,social science
14397,neglect,normalized,1,social science
14398,neglect,participants,1,social science
14399,neglect,examine,1,social science
14400,neglect,appraised,1,social science
14401,neglect,hypothesis,1,social science
14402,neglect,nursing,5,social science
14403,neglect,common,3,social science
14404,neglect,calls,1,social science
14405,neglect,accurately,1,social science
14406,neglect,found,3,social science
14407,neglect,promotion,1,social science
14408,neglect,aim,1,social science
14409,neglect,ageism,1,social science
14410,neglect,everyday,1,social science
14411,neglect,built,1,social science
14412,neglect,shadow,1,social science
14413,neglect,prevented,1,social science
14414,neglect,suggesting,1,social science
14415,neglect,characteristics,2,social science
14416,neglect,blatant,1,social science
14417,neglect,rural,1,social science
14418,neglect,key,1,social science
14419,neglect,models,1,social science
14420,neglect,prevalent,1,social science
14421,neglect,general,1,social science
14422,neglect,protect,1,social science
14423,neglect,caregiver,6,social science
14424,neglect,mediator,1,social science
14425,neglect,led,1,social science
14426,neglect,dysfunctional,1,social science
14427,neglect,dependent,1,social science
14428,neglect,groups,1,social science
14429,neglect,crosssectional,2,social science
14430,neglect,scale,1,social science
14431,neglect,constellation,1,social science
14432,neglect,proposed,1,social science
14433,neglect,livein,1,social science
14434,neglect,compared,1,social science
14435,neglect,present,1,social science
14436,neglect,trial,1,social science
14437,neglect,cases,2,social science
14438,neglect,abusive,7,social science
14439,neglect,china,2,social science
14440,neglect,elderly,5,social science
14441,neglect,individual,1,social science
14442,neglect,past,2,social science
14443,neglect,multiple,1,social science
14444,neglect,underline,1,social science
14445,neglect,coronial,1,social science
14446,neglect,family,1,social science
14447,neglect,substance,1,social science
14448,neglect,research,2,social science
14449,neglect,uncommon,1,social science
14450,neglect,aged,1,social science
14451,neglect,inability,1,social science
14452,neglect,study,3,social science
14453,neglect,mistreatment,1,social science
14454,neglect,people,1,social science
14455,neglect,little,1,social science
14456,neglect,lived,1,social science
14457,neglect,work,1,social science
14458,neglect,neglect,1,social science
14459,neglect,taking,1,social science
14460,neglect,giving,1,social science
14461,neglect,data,1,social science
14462,neglect,systematic,1,social science
14463,neglect,malaysian,1,social science
14464,neglect,overall,1,social science
14465,neglect,negatively,2,social science
14466,neglect,deterrent,1,social science
14467,neglect,thrive,1,social science
14468,neglect,district,1,social science
14469,neglect,covid19,1,social science
14470,neglect,practical,1,social science
14471,neglect,commonly,1,social science
14472,neglect,related,2,social science
14473,neglect,83,1,social science
14474,neglect,650,1,social science
14475,neglect,context,1,social science
14476,neglect,individuals,2,social science
14477,neglect,exhibited,1,social science
14478,neglect,identify,1,social science
14479,neglect,distribution,1,social science
14480,neglect,severity,1,social science
14481,neglect,emergency,1,social science
14482,neglect,detection,1,social science
14483,neglect,potential,1,social science
14484,neglect,aps,1,social science
14485,neglect,evaluated,1,social science
14486,neglect,18,1,social science
14487,neglect,likely,1,social science
14488,neglect,crs,1,social science
14489,neglect,cgs,1,social science
14490,neglect,initiative,1,social science
14491,neglect,perpetrated,1,social science
14492,neglect,ltc,1,social science
14493,neglect,respectively,1,social science
14494,neglect,caregivers,2,social science
14495,neglect,information,1,social science
14496,neglect,depression,1,social science
14497,neglect,historical,1,social science
14498,neglect,clusters,1,social science
14499,neglect,needs,1,social science
14500,neglect,add,1,social science
14501,neglect,childhood,1,social science
14502,neglect,focus,1,social science
14503,neglect,comprehensive,1,social science
14504,neglect,ed,1,social science
14505,neglect,evaluating,1,social science
14506,neglect,assist,1,social science
14507,neglect,global,1,social science
14508,neglect,multitype,1,social science
14509,neglect,infringe,1,social science
14510,neglect,reporting,1,social science
14511,neglect,added,1,social science
14512,neglect,excluding,1,social science
14513,neglect,distinct,1,social science
14514,violence,life,3,social science
14515,violence,ipv,10,social science
14516,violence,elder,5,social science
14517,violence,older,14,social science
14518,violence,experienced,1,social science
14519,violence,conceptualized,1,social science
14520,violence,diverged,1,social science
14521,violence,nisvs,1,social science
14522,violence,survey,1,social science
14523,violence,sexual,2,social science
14524,violence,perpetrator,1,social science
14525,violence,21,1,social science
14526,violence,significantly,2,social science
14527,violence,disrespect,1,social science
14528,violence,growing,1,social science
14529,violence,birth,1,social science
14530,violence,intergenerational,1,social science
14531,violence,theories,1,social science
14532,violence,analysis,1,social science
14533,violence,abuse,6,social science
14534,violence,examination,1,social science
14535,violence,dv,1,social science
14536,violence,5,1,social science
14537,violence,article,1,social science
14538,violence,intervention,1,social science
14539,violence,including,1,social science
14540,violence,common,1,social science
14541,violence,identify,1,social science
14542,violence,childabuseand,1,social science
14543,violence,performed,1,social science
14544,violence,leave,1,social science
14545,violence,hiv,1,social science
14546,violence,younger,1,social science
14547,violence,gbv,1,social science
14548,violence,sv,1,social science
14549,violence,family,2,social science
14550,violence,violence,1,social science
14551,violence,women,4,social science
14552,violence,police,1,social science
14553,violence,international,1,social science
14554,violence,later,1,social science
14555,violence,literature,1,social science
14556,violence,perpetrated,1,social science
14557,violence,grandchildren,1,social science
14558,violence,objectives,1,social science
14559,violence,working,1,social science
14560,violence,chinese,1,social science
14561,violence,rural,1,social science
14562,violence,elderly,2,social science
14563,violence,authors,1,social science
14564,violence,child,1,social science
14565,violence,intimate,1,social science
14566,violence,span,1,social science
14567,violence,additionally,1,social science
14568,violence,time,1,social science
14569,violence,results,1,social science
14570,violence,beginning,1,social science
14571,violence,subsequent,1,social science
14572,violence,adolescence,2,social science
14573,violence,early,1,social science
14574,violence,extend,1,social science
14575,violence,forms,1,social science
14576,violence,connect,1,social science
14577,violence,families,1,social science
14578,violence,phenomenological,1,social science
14579,violence,research,1,social science
14580,violence,neglect,1,social science
14581,violence,qualitative,1,social science
14582,violence,arab,1,social science
14583,violence,means,1,social science
14584,violence,month,1,social science
14585,violence,physical,1,social science
14586,violence,financial,1,social science
14587,life,course,16,social science
14588,life,trauma,1,social science
14589,life,stage,2,social science
14590,life,adversity,1,social science
14591,life,explain,1,social science
14592,life,adult,1,social science
14593,life,health,5,social science
14594,life,worsen,1,social science
14595,life,documented,1,social science
14596,life,particularly,1,social science
14597,life,experiences,3,social science
14598,life,satisfaction,13,social science
14599,life,shown,1,social science
14600,life,adversely,1,social science
14601,life,explored,1,social science
14602,life,results,1,social science
14603,life,stories,3,social science
14604,life,demanding,1,social science
14605,life,broader,1,social science
14606,life,recently,1,social science
14607,life,3,2,social science
14608,life,polyvictimization,2,social science
14609,life,prevention,1,social science
14610,life,following,1,social science
14611,life,identify,1,social science
14612,life,seniors,1,social science
14613,life,understanding,1,social science
14614,life,platform,1,social science
14615,life,standard,1,social science
14616,life,experience,1,social science
14617,life,development,1,social science
14618,life,closely,1,social science
14619,life,emphasising,1,social science
14620,life,expectancy,1,social science
14621,life,domains,1,social science
14622,life,article,1,social science
14623,life,drawing,1,social science
14624,life,distinguish,1,social science
14625,life,paper,1,social science
14626,life,traumainformed,1,social science
14627,life,wisdom,1,social science
14628,life,old,1,social science
14629,life,significantly,1,social science
14630,life,focuses,1,social science
14631,life,living,1,social science
14632,life,aps,1,social science
14633,life,early,1,social science
14634,life,interventions,1,social science
14635,life,humanly,1,social science
14636,life,elderly,1,social science
14637,life,guarantee,1,social science
14638,life,aged,1,social science
14639,course,literature,1,social science
14640,course,perspective,2,social science
14641,course,paradigm,1,social science
14642,course,traumainformed,1,social science
14643,course,exploration,1,social science
14644,course,theory,1,social science
14645,course,trauma,1,social science
14646,course,adopting,1,social science
14647,course,identified,1,social science
14648,course,victims,1,social science
14649,course,women,1,social science
14650,course,childhood,1,social science
14651,course,article,1,social science
14652,course,better,1,social science
14653,literature,review,11,social science
14654,literature,topic,1,social science
14655,literature,family,1,social science
14656,literature,center,1,social science
14657,literature,carries,1,social science
14658,literature,order,1,social science
14659,literature,modified,1,social science
14660,literature,emphasize,1,social science
14661,literature,primarily,1,social science
14662,literature,2009,1,social science
14663,literature,undertaken,1,social science
14664,literature,suggests,1,social science
14665,literature,reports,1,social science
14666,literature,period,1,social science
14667,literature,necessary,1,social science
14668,literature,drawing,1,social science
14669,literature,domains,1,social science
14670,literature,surveillance,1,social science
14671,literature,addressing,1,social science
14672,literature,evidence,1,social science
14673,literature,reveals,1,social science
14674,literature,future,1,social science
14675,literature,related,1,social science
14676,literature,child,1,social science
14677,literature,paper,1,social science
14678,literature,reviews,2,social science
14679,literature,pointing,1,social science
14680,literature,highlighting,1,social science
14681,literature,studies,1,social science
14682,literature,field,1,social science
14683,literature,seven,1,social science
14684,literature,theoretical,1,social science
14685,literature,january,1,social science
14686,literature,article,1,social science
14687,literature,including,1,social science
14688,literature,lifecourse,1,social science
14689,literature,total,1,social science
14690,literature,descriptivebivariate,1,social science
14691,literature,perception,1,social science
14692,review,recent,2,social science
14693,review,numerous,1,social science
14694,review,internetbased,1,social science
14695,review,contribute,1,social science
14696,review,item,1,social science
14697,review,communitybased,1,social science
14698,review,efficacy,1,social science
14699,review,elder,2,social science
14700,review,aimed,1,social science
14701,review,findings,2,social science
14702,review,metaanalysis,3,social science
14703,review,research,2,social science
14704,review,seeks,1,social science
14705,review,identify,1,social science
14706,review,descriptive,1,social science
14707,review,evidence,2,social science
14708,review,preventive,1,social science
14709,review,titles,1,social science
14710,review,assess,1,social science
14711,review,authors,1,social science
14712,review,literature,6,social science
14713,review,older,1,social science
14714,review,explored,1,social science
14715,review,multidisciplinary,1,social science
14716,review,process,3,social science
14717,review,centers,1,social science
14718,review,tools,1,social science
14719,review,conducted,1,social science
14720,review,qualitative,1,social science
14721,review,demonstrates,1,social science
14722,review,studies,2,social science
14723,review,report,1,social science
14724,review,empirical,1,social science
14725,review,examine,1,social science
14726,review,observational,1,social science
14727,review,boards,1,social science
14728,review,focussed,1,social science
14729,review,fourteen,1,social science
14730,review,highlighted,1,social science
14731,review,theoretical,1,social science
14732,review,assesses,1,social science
14733,review,includes,1,social science
14734,review,review,1,social science
14735,review,focuses,1,social science
14736,review,prevalence,1,social science
14737,review,addressed,1,social science
14738,review,health,1,social science
14739,review,revealed,1,social science
14740,review,international,1,social science
14741,review,evaluate,1,social science
14742,review,identified,1,social science
14743,review,curriculum,1,social science
14744,recent,prevalence,1,social science
14745,recent,study,2,social science
14746,recent,increases,1,social science
14747,recent,data,1,social science
14748,recent,developments,1,social science
14749,recent,years,1,social science
14750,recent,decades,1,social science
14751,recent,approaches,1,social science
14752,recent,review,1,social science
14753,recent,experiences,1,social science
14754,recent,changes,1,social science
14755,recent,royal,1,social science
14756,recent,chinese,1,social science
14757,prevalence,prospective,1,social science
14758,prevalence,studies,4,social science
14759,prevalence,estimates,3,social science
14760,prevalence,factors,2,social science
14761,prevalence,psychological,4,social science
14762,prevalence,risk,7,social science
14763,prevalence,rate,6,social science
14764,prevalence,identify,2,social science
14765,prevalence,effects,1,social science
14766,prevalence,incidence,1,social science
14767,prevalence,ea,1,social science
14768,prevalence,elder,8,social science
14769,prevalence,traumatic,1,social science
14770,prevalence,community,1,social science
14771,prevalence,variation,1,social science
14772,prevalence,adults,1,social science
14773,prevalence,estimate,1,social science
14774,prevalence,polyvictimization,1,social science
14775,prevalence,types,3,social science
14776,prevalence,mistreatment,1,social science
14777,prevalence,experiences,1,social science
14778,prevalence,observed,1,social science
14779,prevalence,older,1,social science
14780,prevalence,abuse,5,social science
14781,prevalence,rates,4,social science
14782,prevalence,16,1,social science
14783,prevalence,emotional,1,social science
14784,prevalence,ane,1,social science
14785,prevalence,covid19,1,social science
14786,prevalence,underreporting,1,social science
14787,prevalence,study,1,social science
14788,prevalence,correlates,1,social science
14789,prevalence,child,1,social science
14790,prevalence,especially,1,social science
14791,prevalence,cooccurrence,1,social science
14792,prevalence,patterns,1,social science
14793,prevalence,different,1,social science
14794,prevalence,chronicity,1,social science
14795,prevalence,effe,1,social science
14796,prevalence,africa,1,social science
14797,prevalence,ranging,1,social science
14798,prevalence,certain,1,social science
14799,prevalence,metaanalysis,1,social science
14800,prevalence,46,1,social science
14801,prevalence,chronic,1,social science
14802,prevalence,total,1,social science
14803,prevalence,found,1,social science
14804,prospective,studies,2,social science
14805,prospective,cohort,6,social science
14806,prospective,study,1,social science
14807,prospective,populationbased,1,social science
14808,studies,interpersonal,1,social science
14809,studies,abuse,1,social science
14810,studies,include,1,social science
14811,studies,ipv,2,social science
14812,studies,violence,1,social science
14813,studies,older,2,social science
14814,studies,quantified,1,social science
14815,studies,n,2,social science
14816,studies,seek,1,social science
14817,studies,high,1,social science
14818,studies,included,4,social science
14819,studies,met,1,social science
14820,studies,findings,1,social science
14821,studies,elder,3,social science
14822,studies,rare,1,social science
14823,studies,community,1,social science
14824,studies,reporting,1,social science
14825,studies,initially,1,social science
14826,studies,geographically,1,social science
14827,studies,sparse,1,social science
14828,studies,needed,2,social science
14829,studies,demonstrated,1,social science
14830,studies,pregnant,1,social science
14831,studies,evaluating,1,social science
14832,studies,concurrent,1,social science
14833,studies,assessed,3,social science
14834,studies,n6331,1,social science
14835,studies,n1795,1,social science
14836,studies,evaluated,1,social science
14837,studies,asked,1,social science
14838,studies,interrupted,1,social science
14839,studies,12,1,social science
14840,studies,risk,1,social science
14841,studies,categorised,1,social science
14842,studies,varied,1,social science
14843,studies,rehabilitation,1,social science
14844,studies,contained,1,social science
14845,studies,describing,1,social science
14846,studies,judged,1,social science
14847,studies,11,1,social science
14848,studies,set,1,social science
14849,studies,provided,2,social science
14850,studies,small,1,social science
14851,studies,measured,1,social science
14852,studies,shown,1,social science
14853,studies,scope,1,social science
14854,studies,conduct,1,social science
14855,studies,loneliness,1,social science
14856,studies,italian,1,social science
14857,studies,based,1,social science
14858,studies,found,1,social science
14859,studies,article,2,social science
14860,studies,perceived,1,social science
14861,studies,help,1,social science
14862,studies,31,1,social science
14863,studies,yielding,1,social science
14864,studies,causal,1,social science
14865,studies,identified,1,social science
14866,studies,estimate,1,social science
14867,studies,government,1,social science
14868,studies,risky,1,social science
14869,studies,western,1,social science
14870,studies,rra,1,social science
14871,studies,published,1,social science
14872,studies,reviewed,1,social science
14873,studies,types,1,social science
14874,studies,conducted,1,social science
14875,studies,standardized,1,social science
14876,interpersonal,violence,2,social science
14877,interpersonal,trouble,1,social science
14878,interpersonal,relationship,2,social science
14879,interpersonal,abuse,1,social science
14880,interpersonal,problems,1,social science
14881,interpersonal,strain,2,social science
14882,ipv,identifies,1,social science
14883,ipv,life,2,social science
14884,ipv,old,2,social science
14885,ipv,experienced,1,social science
14886,ipv,follow,1,social science
14887,ipv,perpetrated,1,social science
14888,ipv,older,2,social science
14889,ipv,research,1,social science
14890,ipv,abuse,1,social science
14891,ipv,injury,1,social science
14892,ipv,elder,4,social science
14893,ipv,adolescents,1,social science
14894,ipv,women,5,social science
14895,ipv,screening,2,social science
14896,ipv,quality,1,social science
14897,ipv,5,1,social science
14898,ipv,enrolling,1,social science
14899,ipv,smoking,1,social science
14900,ipv,trials,1,social science
14901,ipv,improvement,1,social science
14902,ipv,pregnant,1,social science
14903,ipv,emergency,1,social science
14904,ipv,disability,1,social science
14905,ipv,ea,1,social science
14906,ipv,twice,1,social science
14907,ipv,late,3,social science
14908,ipv,child,1,social science
14909,ipv,fields,1,social science
14910,ipv,article,1,social science
14911,ipv,framework,1,social science
14912,ipv,commentary,1,social science
14913,ipv,assert,1,social science
14914,identifies,link,1,social science
14915,identifies,risk,1,social science
14916,identifies,positive,1,social science
14917,link,child,1,social science
14918,link,ipv,1,social science
14919,link,trauma,1,social science
14920,link,death,1,social science
14921,link,ean,2,social science
14922,link,domesticbased,1,social science
14923,link,victims,1,social science
14924,link,mixed,1,social science
14925,link,abuse,2,social science
14926,link,neglect,1,social science
14927,link,ageism,1,social science
14928,link,article,1,social science
14929,link,neurological,1,social science
14930,link,statistically,1,social science
14931,link,function,1,social science
14932,link,consistent,1,social science
14933,child,abuse,9,social science
14934,child,parent,2,social science
14935,child,maltreatment,6,social science
14936,child,neglect,9,social science
14937,child,age,1,social science
14938,child,social,1,social science
14939,child,caring,1,social science
14940,child,developmental,1,social science
14941,intimate,partner,23,social science
14942,intimate,relationship,1,social science
14943,partner,violence,18,social science
14944,partner,nonpartner,1,social science
14945,partner,sexual,2,social science
14946,partner,psychological,1,social science
14947,partner,committed,1,social science
14948,partner,homicides,1,social science
14949,partner,support,1,social science
14950,partner,homicidesuicide,1,social science
14951,elder,abuse,491,social science
14952,elder,mistreatment,103,social science
14953,elder,maltreatment,8,social science
14954,elder,neglect,21,social science
14955,elder,protection,1,social science
14956,elder,abuseneglect,1,social science
14957,elder,children,1,social science
14958,elder,communities,1,social science
14959,elder,overmedication,3,social science
14960,elder,mediation,1,social science
14961,elder,abandonment,5,social science
14962,elder,people,1,social science
14963,elder,polyvictimization,3,social science
14964,elder,financial,9,social science
14965,elder,justice,7,social science
14966,elder,respect,1,social science
14967,elder,sexual,5,social science
14968,elder,family,3,social science
14969,elder,demographics,1,social science
14970,elder,mistreatmentincrease,1,social science
14971,elder,victims,1,social science
14972,elder,needing,1,social science
14973,elder,harm,3,social science
14974,elder,care,2,social science
14975,elder,victimization,2,social science
14976,elder,mistreatments,1,social science
14977,elder,line,1,social science
14978,elder,risk,1,social science
14979,elder,emotional,5,social science
14980,elder,perceptions,1,social science
14981,elder,mistreatmentexamining,1,social science
14982,elder,interviewing,1,social science
14983,elder,abuses,6,social science
14984,elder,hide,1,social science
14985,elder,facility,1,social science
14986,elder,provided,1,social science
14987,emerged,lifestagespecific,1,social science
14988,emerged,address,1,social science
14989,emerged,1,2,social science
14990,emerged,implications,1,social science
14991,emerged,analysis,1,social science
14992,emerged,surrounding,1,social science
14993,emerged,ageism,1,social science
14994,emerged,exploring,1,social science
14995,emerged,experiencing,1,social science
14996,emerged,intervention,1,social science
14997,emerged,lack,1,social science
14998,emerged,credible,1,social science
14999,emerged,built,1,social science
15000,emerged,content,1,social science
15001,emerged,common,1,social science
15002,lifestagespecific,studies,1,social science
15003,older,persons,33,social science
15004,older,adults,271,social science
15005,older,subjects,1,social science
15006,older,people,50,social science
15007,older,caregivers,1,social science
15008,older,peoples,6,social science
15009,older,mothers,4,social science
15010,older,women,50,social science
15011,older,womans,1,social science
15012,older,residents,1,social science
15013,older,patients,4,social science
15014,older,patient,1,social science
15015,older,chinese,6,social science
15016,older,malaysian,1,social science
15017,older,adult,29,social science
15018,older,womens,7,social science
15019,older,individuals,4,social science
15020,older,nonvictims,1,social science
15021,older,including,1,social science
15022,older,person,3,social science
15023,older,mexican,3,social science
15024,older,conducted,1,social science
15025,older,total,1,social science
15026,older,females,1,social science
15027,older,koreans,2,social science
15028,older,victims,4,social science
15029,older,included,1,social science
15030,older,americans,5,social science
15031,older,married,1,social science
15032,older,ultraorthodox,1,social science
15033,older,vulnerable,2,social science
15034,older,recent,1,social science
15035,older,survivors,2,social science
15036,older,american,3,social science
15037,older,males,1,social science
15038,older,relative,1,social science
15039,older,13,1,social science
15040,older,korean,3,social science
15041,older,immigrants,3,social science
15042,older,care,3,social science
15043,older,older,1,social science
15044,older,arab,2,social science
15045,older,consumers,4,social science
15046,older,likely,1,social science
15047,older,woman,1,social science
15048,older,adulthood,1,social science
15049,older,n,1,social science
15050,older,participants,2,social science
15051,older,acculturation,1,social science
15052,older,african,2,social science
15053,older,population,1,social science
15054,older,age,1,social science
15055,older,rural,2,social science
15056,older,clients,1,social science
15057,older,conflict,1,social science
15058,older,malaysians,1,social science
15059,older,multistage,1,social science
15060,older,n487,1,social science
15061,older,detect,1,social science
15062,older,letter,1,social science
15063,older,strengthen,1,social science
15064,older,living,1,social science
15065,persons,line,1,social science
15066,persons,positions,1,social science
15067,persons,residing,1,social science
15068,persons,globally,1,social science
15069,persons,india,1,social science
15070,persons,high,1,social science
15071,persons,low,2,social science
15072,persons,present,1,social science
15073,persons,living,1,social science
15074,persons,definitions,2,social science
15075,persons,qualitative,1,social science
15076,persons,experience,1,social science
15077,persons,participating,1,social science
15078,persons,changing,1,social science
15079,persons,society,1,social science
15080,persons,lack,1,social science
15081,persons,explanations,1,social science
15082,persons,regard,1,social science
15083,persons,life,1,social science
15084,persons,aged,2,social science
15085,persons,psychiatric,1,social science
15086,persons,interplay,1,social science
15087,persons,semistructured,1,social science
15088,persons,quality,1,social science
15089,persons,expired,1,social science
15090,persons,mixed,1,social science
15091,persons,family,1,social science
15092,persons,selected,1,social science
15093,persons,area,1,social science
15094,persons,district,1,social science
15095,persons,handling,1,social science
15096,persons,need,1,social science
15097,persons,welfare,1,social science
15098,persons,cognitive,1,social science
15099,persons,experienced,1,social science
15100,persons,latent,1,social science
15101,persons,based,1,social science
15102,persons,turkey,1,social science
15103,persons,elaboration,1,social science
15104,persons,act,1,social science
15105,line,developmental,1,social science
15106,line,covid19,1,social science
