word(SoyNLP),score(SoyNLP),word(TF-IDF),score(TF-IDF),word(KeyBERT),score(KeyBERT)
,,detection reporting,0,,
,,covariates,0,,
,,state science,0,,
,,child maltreatment,0,,
,,evidencebased programs,0,,
,,2006 2013,0,,
,,set,0,,
,,institution,0,,
,,20,0,,
,,problem elder abuse,0,,
,,portugal,0,,
,,stakeholders,0,,
,,abuse sexual abuse,0,,
,,abuse sexual,0,,
,,category,0,,
,,family member,0,,
,,clients,0,,
,,evaluating,0,,
,,connection,0,,
,,groups informants,0,,
,,dif,0,,
,,time,0,,
,,rapid,0,,
,,neglected,0,,
,,remain,0,,
,,coding,0,,
,,systematic ethics,0,,
,,meetings,0,,
,,guided,0,,
,,making,0,,
,,similar,0,,
,,job resources,0,,
,,qoc,0,,
,,study aimed,0,,
,,proposed,0,,
,,ulcers,0,,
,,neglect abandonment,0,,
,,disease,0,,
,,communityresiding older,0,,
,,communityresiding older adults,0,,
,,communityresiding,0,,
,,elder polyvictimization,0,,
,,elderly residents,0,,
,,care dependence,0,,
,,care older,0,,
,,correlates,0,,
,,protect,0,,
,,participation,0,,
,,semistructured interviews,0,,
,,ratings,0,,
,,testimony,0,,
,,investigate,0,,
,,resulted,0,,
,,value,0,,
,,core,0,,
,,associated risk factors,0,,
,,care workers nursing,0,,
,,burn,0,,
,,workers nursing,0,,
,,workers nursing homes,0,,
,,explained,0,,
,,working conditions,0,,
,,tactics scale,0,,
,,conflict tactics scale,0,,
,,conflict tactics,0,,
,,tactics,0,,
,,elements,0,,
,,openness,0,,
,,odds,0,,
,,multivariate,0,,
,,appraisals,0,,
,,manner,0,,
,,families,0,,
,,activity,0,,
,,despite,0,,
,,experiencing,0,,
,,raise,0,,
,,burnout neglect,0,,
,,perceptions elder,0,,
,,tests,0,,
,,potential alcohol substance,0,,
,,alcohol substance,0,,
,,potential alcohol,0,,
,,themes emerged,0,,
,,emerged,0,,
,,elder abuse lifetime,0,,
,,identify elder abuse,0,,
,,lifetime experiences,0,,
,,lifetime experiences abuse,0,,
,,abuse lifetime,0,,
,,differ,0,,
,,analysis performed,0,,
,,purpose study,0,,
,,regression analyses,0,,
,,form elder,0,,
,,form elder abuse,0,,
,,attending,0,,
,,participated,0,,
,,actions staffs,0,,
,,abuse actions staffs,0,,
,,30,0,,
,,night,0,,
,,appropriate,0,,
,,residenttoresident aggression,0,,
,,units,0,,
,,predict,0,,
,,intermediate,0,,
,,adl index,0,,
,,test,0,,
,,methodology,0,,
,,inconsistent,0,,
,,aged 60,0,,
,,information,0,,
,,pressure,0,,
,,particular,0,,
,,reduce risk,0,,
,,exist,0,,
,,lived experiences,0,,
,,burden abuse,0,,
,,older people caregivers,0,,
,,people caregivers,0,,
,,abuse older adults,0,,
,,physical abuse emotional,0,,
,,abuse emotional abuse,0,,
,,abuse emotional,0,,
,,60 years,0,,
,,specific,0,,
,,integrated,0,,
,,adult protective,0,,
,,homes older people,0,,
,,care homes older,0,,
,,selfreported,0,,
,,long,0,,
,,long term,0,,
,,term care,0,,
,,term,0,,
,,long term care,0,,
,,coronial,0,,
,,effects job,0,,
,,discusses,0,,
,,final,0,,
,,multi,0,,
,,satisfaction,0,,
,,peoples,0,,
,,cases illustrate,0,,
,,department,0,,
,,emergency department,0,,
,,ed,0,,
,,turkish,0,,
,,15,0,,
,,specifically,0,,
,,communitydwelling,0,,
,,external whistleblowing,0,,
,,internal external,0,,
,,internal external whistleblowing,0,,
,,whistleblowing,0,,
,,dysfunctional coping,0,,
,,place,0,,
,,data national,0,,
,,verbal,0,,
,,situational,0,,
,,relation,0,,
,,organisations,0,,
,,pooled,0,,
,,pooled prevalence,0,,
,,crosssectional study,0,,
,,required,0,,
,,stages,0,,
,,metropolitan,0,,
,,nursing staff,0,,
,,teams,0,,
,,elder abuse andor,0,,
,,perpetrated,0,,
,,focus groups,0,,
,,comparison,0,,
,,staff members,0,,
,,insufficient,0,,
,,positively associated,0,,
,,gaps,0,,
,,lebanon,0,,
,,behaviors considered abusive,0,,
,,behaviors considered,0,,
,,considered abusive,0,,
,,residential care facilities,0,,
,,delphi,0,,
,,paradigm,0,,
,,reporting system,0,,
,,significant differences,0,,
,,points,0,,
,,view,0,,
,,abuse residential,0,,
,,abuse residential care,0,,
,,nursing facilities,0,,
,,goal,0,,
,,abuse committed,0,,
,,risk abuse,0,,
,,elderly abuse elderly,0,,
,,abuse elderly care,0,,
,,models,0,,
,,involving,0,,
,,electronic,0,,
,,thematic analysis,0,,
,,shown,0,,
,,utilized,0,,
,,examples,0,,
,,assessing,0,,
,,older adults residences,0,,
,,adults residences,0,,
,,growing,0,,
,,college,0,,
,,experienced abuse,0,,
,,lack social,0,,
,,special,0,,
,,instrumental,0,,
,,abuse older women,0,,
,,ensure,0,,
,,immigrants,0,,
,,dementia symptoms,0,,
,,caring uncaring encounters,0,,
,,significance,0,,
,,scenario,0,,
,,complete,0,,
,,institutional characteristics,0,,
,,negative,0,,
,,increases,0,,
,,care older people,0,,
,,positive relationship,0,,
,,neglect abuse older,0,,
,,12,0,,
,,employed,0,,
,,wave,0,,
,,highest,0,,
,,abuse research,0,,
,,human rights perspective,0,,
,,brazil portugal,0,,
,,research brazil portugal,0,,
,,elder abuse research,0,,
,,rights perspective,0,,
,,research brazil,0,,
,,brazil,0,,
,,abuse social,0,,
,,controlling,0,,
,,content,0,,
,,age 65,0,,
,,individuals age 65,0,,
,,individuals age,0,,
,,attention,0,,
,,oniie timelines,0,,
,,respect,0,,
,,identify factors,0,,
,,policies elderly,0,,
,,policies elderly abuse,0,,
,,elderly abuse longterm,0,,
,,abuse longterm care,0,,
,,abuse longterm,0,,
,,attitudes,0,,
,,way,0,,
,,korea,0,,
,,validity reliability,0,,
,,comprehensive analysis,0,,
,,holding,0,,
,,finally,0,,
,,effectively,0,,
,,databases,0,,
,,populationbased study,0,,
,,reciprocal abuse,0,,
,,main themes,0,,
,,israel,0,,
,,officials,0,,
,,occurring,0,,
,,abuse financial exploitation,0,,
,,prevalence covid19,0,,
,,policy decisions taken,0,,
,,policy lack,0,,
,,policy lack action,0,,
,,prevalence covid19 infections,0,,
,,policy decisions,0,,
,,pandemic written prevalence,0,,
,,pandemic written,0,,
,,culture neglect,0,,
,,admitted acute care,0,,
,,acute care,0,,
,,normalization neglect,0,,
,,normalization,0,,
,,caregiver burnout,0,,
,,care care,0,,
,,methods,0,,
,,suspected,0,,
,,abuse prevention,0,,
,,experts,0,,
,,facility openness,0,,
,,study explores,0,,
,,explores,0,,
,,currently,0,,
,,chinese older people,0,,
,,telling,0,,
,,health problem,0,,
,,public health problem,0,,
,,considering,0,,
,,subsequently,0,,
,,80,0,,
,,future research,0,,
,,established,0,,
,,confidence,0,,
,,95 confidence,0,,
,,assessments,0,,
,,scenarios,0,,
,,perception maltreatment,0,,
,,searched,0,,
,,validate,0,,
,,65 years older,0,,
,,years older,0,,
,,reasons,0,,
,,occur,0,,
,,deaths,0,,
,,analysed,0,,
,,function,0,,
,,analyse,0,,
,,women aged 60,0,,
,,women aged,0,,
,,recipient,0,,
,,care recipient,0,,
,,care worker,0,,
,,americans,0,,
,,stressful life experiences,0,,
,,synergistic,0,,
,,synergistic alliance,0,,
,,alliance,0,,
,,traumatic stressful,0,,
,,traumainformed care,0,,
,,stressful,0,,
,,stressful life,0,,
,,life experiences,0,,
,,traumatic stressful life,0,,
,,brief,0,,
,,measured,0,,
,,older adult mistreatment,0,,
,,adult mistreatment,0,,
,,came,0,,
,,proportion,0,,
,,independence,0,,
,,pubmed,0,,
,,web,0,,
,,web science,0,,
,,factors associated,0,,
,,improvement,0,,
,,decrease elder abuse,0,,
,,decrease elder,0,,
,,levels evidence,0,,
,,communitybased interventions,0,,
,,abuse findings,0,,
,,ombudsman,0,,
,,fly,0,,
,,house,0,,
,,infestation,0,,
,,period neglect,0,,
,,insect,0,,
,,prove,0,,
,,deceased,0,,
,,chronic,0,,
,,elder neglect cases,0,,
,,treated hospitals,0,,
,,scale prescreener,0,,
,,prescreener,0,,
,,original,0,,
,,january,0,,
,,key,0,,
,,250,0,,
,,64,0,,
,,ranging,0,,
,,model study,0,,
,,trust,0,,
,,privacy,0,,
,,research methodology,0,,
,,results showed,0,,
,,improved understanding,0,,
,,type elder,0,,
,,prevalence elder neglect,0,,
,,recognizing,0,,
,,predicted,0,,
,,victimisation,0,,
,,sexual victimisation,0,,
,,2015,0,,
,,contribute elder,0,,
,,challenging,0,,
,,engage,0,,
,,past year,0,,
,,traditional,0,,
,,ethics meetings,0,,
,,endoflife,0,,
,,care practices,0,,
,,malnutrition,0,,
,,health personal hygiene,0,,
,,health personal,0,,
,,tidiness,0,,
,,personal hygiene,0,,
,,risk neglect,0,,
,,hospital settings,0,,
,,low job,0,,
,,low job resources,0,,
,,victims perpetrators,0,,
,,workload,0,,
,,selfadministered,0,,
,,varied,0,,
,,versus,0,,
,,reported elder,0,,
,,physical abuse neglect,0,,
,,mistreatment abuse,0,,
,,mistreatment abuse neglect,0,,
,,ministry health,0,,
,,ministry,0,,
,,health auditing,0,,
,,health auditing teams,0,,
,,auditing teams,0,,
,,ministry health auditing,0,,
,,language,0,,
,,lack resources,0,,
,,incontinence care dependence,0,,
,,incontinence care,0,,
,,panel,0,,
,,depression,0,,
,,theories,0,,
,,descriptive crosssectional,0,,
,,aim study explore,0,,
,,occurred,0,,
,,001,0,,
,,unique,0,,
,,difficult,0,,
,,explain,0,,
,,public sector,0,,
,,2008 2013,0,,
,,elderlies,0,,
,,brazilian,0,,
,,sought,0,,
,,type abuse,0,,
,,consistency,0,,
,,yielded,0,,
,,accidents older people,0,,
,,accidents older,0,,
,,choking accidents older,0,,
,,tested,0,,
,,care elder abuse,0,,
,,care elder,0,,
,,screening elder,0,,
,,cnas,0,,
,,toxic work environment,0,,
,,cna,0,,
,,safety outcomes,0,,
,,worker safety outcomes,0,,
,,bullying,0,,
,,toxic work,0,,
,,responding toxic,0,,
,,children,0,,
,,american elders,0,,
,,chinese american elders,0,,
,,representative,0,,
,,discussions,0,,
,,expansion,0,,
,,factors related,0,,
,,area,0,,
,,particularly,0,,
,,perspectives,0,,
,,older care receivers,0,,
,,older care,0,,
,,communication neglect caregiver,0,,
,,caregiver anger hostility,0,,
,,receivers,0,,
,,care receivers,0,,
,,caregiver anger,0,,
,,shifts,0,,
,,followup,0,,
,,defined,0,,
,,nations,0,,
,,logistic regression analyses,0,,
,,ratio,0,,
,,given,0,,
,,abuse workers,0,,
,,elder abuse workers,0,,
,,establishment,0,,
,,caregiver burden,0,,
,,elder abuse life,0,,
,,abuse life,0,,
,,demonstrate,0,,
,,extended,0,,
,,state survey,0,,
,,coding system,0,,
,,federal,0,,
,,deficiency citation,0,,
,,deficiency,0,,
,,citation,0,,
,,represents,0,,
,,survey deficiency citation,0,,
,,ftags coding system,0,,
,,cms,0,,
,,ftags coding,0,,
,,survey deficiency,0,,
,,ftags,0,,
,,resident quality,0,,
,,resident quality life,0,,
,,carer dysfunctional coping,0,,
,,carer dysfunctional,0,,
,,practitioners,0,,
,,outcome,0,,
,,means,0,,
,,assistant,0,,
,,interviews conducted,0,,
,,formal,0,,
,,11,0,,
,,2019,0,,
,,older patients,0,,
,,women men,0,,
,,personcentered,0,,
,,academic,0,,
,,recognize,0,,
,,31,0,,
,,33,0,,
,,reporting elder,0,,
,,reporting elder abuse,0,,
,,higher risk,0,,
,,prevention elder abuses,0,,
,,encountered,0,,
,,neglect research,0,,
,,neglect identified,0,,
,,physical emotional,0,,
,,comparisons,0,,
,,manage,0,,
,,gap,0,,
,,social worklawyer elder,0,,
,,worklawyer elder mistreatment,0,,
,,mistreatment intervention,0,,
,,mistreatment intervention model,0,,
,,systematic evaluation,0,,
,,worklawyer elder,0,,
,,elder mistreatment intervention,0,,
,,vulnerability,0,,
,,longterm care insurance,0,,
,,care insurance,0,,
,,insurance,0,,
,,presence,0,,
,,grounded theory,0,,
,,mentioned,0,,
,,variance,0,,
,,local,0,,
,,compare,0,,
,,cluster,0,,
,,world,0,,
,,2012,0,,
,,policy practice,0,,
,,categorized,0,,
,,traits,0,,
,,implementation,0,,
,,malaysian,0,,
,,malay version modified,0,,
,,version modified,0,,
,,malay version,0,,
,,malay,0,,
,,methodological challenges,0,,
,,modified cts,0,,
,,mediating effects,0,,
,,existing,0,,
,,heterogeneity,0,,
,,potential neglect,0,,
,,detect,0,,
,,perception cctvs,0,,
,,abuse global chinese,0,,
,,exploitation neglect,0,,
,,social issue,0,,
,,occurrence,0,,
,,comprehensive literature,0,,
,,tackling abuse older,0,,
,,tackling,0,,
,,tackling abuse,0,,
,,postmortem setting,0,,
,,semistructured interview,0,,
,,higher intention,0,,
,,responsibilities,0,,
,,care provider,0,,
,,provider,0,,
,,nursing staff members,0,,
,,structured,0,,
,,provision older persons,0,,
,,link,0,,
,,care provision older,0,,
,,ageism neglect,0,,
,,provision older,0,,
,,assistants,0,,
,,college hospital bangalore,0,,
,,college hospital,0,,
,,hospital bangalore india,0,,
,,medical college,0,,
,,medical college hospital,0,,
,,hospital bangalore,0,,
,,bangalore,0,,
,,bangalore india,0,,
,,india,0,,
,,abuse study,0,,
,,elder abuse study,0,,
,,emotional abuse financial,0,,
,,abuse financial abuse,0,,
,,reliable,0,,
,,korean,0,,
,,providing care,0,,
,,prevention measures,0,,
,,impairments,0,,
,,medical professionals,0,,
,,commonly,0,,
,,february,0,,
,,registered nurses,0,,
,,registered,0,,
,,exploring,0,,
,,detecting elder,0,,
,,detecting elder abuse,0,,
,,rapid increase,0,,
,,experiences abuse neglect,0,,
,,adults family members,0,,
,,indicated,0,,
,,meet needs,0,,
,,statistically,0,,
,,statistically significant,0,,
,,class analysis,0,,
,,latent,0,,
,,class,0,,
,,dangerous,0,,
,,latent class analysis,0,,
,,latent class,0,,
,,conceptually,0,,
,,abandonment form,0,,
,,elder abuse united,0,,
,,abandonment form elder,0,,
,,abuse united states,0,,
,,abuse united,0,,
,,characteristics elder,0,,
,,suggests,0,,
,,observations,0,,
,,comparing,0,,
,,content analysis,0,,
,,risk protective,0,,
,,risk protective factors,0,,
,,factors abusive,0,,
,,factors abusive neglectful,0,,
,,protective factors,0,,
,,data suggest,0,,
,,interpersonal,0,,
,,present work,0,,
,,partner,0,,
,,abuse effective,0,,
,,explore lived,0,,
,,explore lived experiences,0,,
,,guidelines,0,,
,,media,0,,
,,charges,0,,
,,isolation,0,,
,,impairment,0,,
,,cognitive impairment,0,,
,,male,0,,
,,abuse interventions,0,,
,,neglect patients,0,,
,,example,0,,
,,urgent,0,,
,,capacity,0,,
,,neglect study,0,,
,,increase number,0,,
,,search performed,0,,
,,literature search performed,0,,
,,literature search,0,,
,,neglect physical,0,,
,,intentional,0,,
,,perceive abuse,0,,
,,beliefs,0,,
,,china,0,,
,,forprofit,0,,
,,behaviour,0,,
,,purpose paper,0,,
,,analyze,0,,
,,married,0,,
,,violence older women,0,,
,,violence older,0,,
,,acts,0,,
,,constant,0,,
,,look,0,,
,,factors influencing,0,,
,,conducted determine,0,,
,,data analysis,0,,
,,countries study,0,,
,,categorize,0,,
,,range,0,,
,,17 older,0,,
,,findings study,0,,
,,essential,0,,
,,studies included,0,,
,,trainees previous,0,,
,,intention action,0,,
,,trainees previous training,0,,
,,abuse second,0,,
,,55,0,,
,,affecting,0,,
,,experiences elder abuse,0,,
,,experiences elder,0,,
,,verbal abuse,0,,
,,predominantly,0,,
,,frequent,0,,
,,potential implications,0,,
,,180,0,,
,,preventing elder abuse,0,,
,,preventing elder,0,,
,,prospective,0,,
,,paid,0,,
,,etc,0,,
,,significantly related,0,,
,,protective service,0,,
,,study evaluated,0,,
,,68,0,,
,,workers perceptions,0,,
,,dimension,0,,
,,concept rra,0,,
,,workers perceptions experiences,0,,
,,social workers perceptions,0,,
,,perceptions experiences,0,,
,,contributing,0,,
,,constellation,0,,
,,group homes,0,,
,,unexplained,0,,
,,factors implicated elder,0,,
,,factors implicated,0,,
,,exploratory study,0,,
,,ghanaian,0,,
,,implicated elder abuse,0,,
,,implicated elder,0,,
,,implicated,0,,
,,percentages elder abuse,0,,
,,percentages elder,0,,
,,different informants,0,,
,,directors,0,,
,,confidence interval,0,,
,,interval ci,0,,
,,95 confidence interval,0,,
,,interval,0,,
,,confidence interval ci,0,,
,,ultimately,0,,
,,elder abuse higher,0,,
,,abuse higher,0,,
,,human rights sensitivity,0,,
,,rights sensitivity,0,,
,,restrained,0,,
,,physically restrained,0,,
,,trends reporting abuse,0,,
,,nors,0,,
,,ombudsmen,0,,
,,ombudsman reporting,0,,
,,care ombudsmen,0,,
,,reporting abuse neglect,0,,
,,ltco,0,,
,,ombudsman reporting system,0,,
,,trends,0,,
,,reporting abuse,0,,
,,national ombudsman,0,,
,,national ombudsman reporting,0,,
,,trends reporting,0,,
,,term care ombudsmen,0,,
,,expressed,0,,
,,elder abuse residential,0,,
,,safeguarding,0,,
,,older peoples,0,,
,,legal proceedings,0,,
,,proceedings,0,,
,,46,0,,
,,protective services,0,,
,,medical history,0,,
,,adult protective services,0,,
,,elderly care facilities,0,,
,,related elderly,0,,
,,precedents,0,,
,,related elderly abuse,0,,
,,verdicts,0,,
,,indicate,0,,
,,especially,0,,
,,354,0,,
,,insights,0,,
,,procedures,0,,
,,metric,0,,
,,overall construct,0,,
,,measurement invariance,0,,
,,construct,0,,
,,invariances,0,,
,,scalar,0,,
,,configural,0,,
,,certain,0,,
,,invariance,0,,
,,shows,0,,
,,neglect found,0,,
,,attributed,0,,
,,construction,0,,
,,lack social support,0,,
,,private,0,,
,,terms,0,,
,,abuse including,0,,
,,applying,0,,
,,article discusses,0,,
,,months,0,,
,,home residents living,0,,
,,salient,0,,
,,basic needs,0,,
,,2017,0,,
,,associations,0,,
,,older adults housing,0,,
,,adult maltreatment,0,,
,,adults housing,0,,
,,older adult maltreatment,0,,
,,2011,0,,
,,characterize,0,,
,,variable,0,,
,,data national elder,0,,
,,mistreatment study,0,,
,,prevalence elder polyvictimization,0,,
,,national elder,0,,
,,elder mistreatment study,0,,
,,national elder mistreatment,0,,
,,exists,0,,
,,increasing,0,,
,,disrespect,0,,
,,focus group,0,,
,,identify prevent,0,,
,,complexity,0,,
,,government,0,,
,,communities,0,,
,,elderly persons,0,,
,,pubmed web science,0,,
,,pubmed web,0,,
,,theoretical,0,,
,,inquiry,0,,
,,higher prevalence,0,,
,,deposition,0,,
,,memory,0,,
,,victim memory,0,,
,,recorded deposition,0,,
,,warranted,0,,
,,records,0,,
,,2020,0,,
,,categorised,0,,
,,cases categorised,0,,
,,150 cases,0,,
,,elders risk,0,,
,,hypotheses,0,,
,,results study,0,,
,,classified,0,,
,,injury,0,,
,,article examine,0,,
,,working nursing homes,0,,
,,workers working nursing,0,,
,,working nursing,0,,
,,workers working,0,,
,,neglect medical,0,,
,,programs promote,0,,
,,facilities main countries,0,,
,,care facilities main,0,,
,,main countries,0,,
,,facilities main,0,,
,,relationship abuse,0,,
,,dv older,0,,
,,humanitarian,0,,
,,genderbased violence,0,,
,,genderbased,0,,
,,experienced dv,0,,
,,secondary,0,,
,,dv older women,0,,
,,study aims,0,,
,,et al,0,,
,,al,0,,
,,et,0,,
,,strong,0,,
,,potentially,0,,
,,rra nursing,0,,
,,seriousness victims,0,,
,,frequentvaried,0,,
,,ordinal,0,,
,,appraised,0,,
,,greater seriousness,0,,
,,varying appraisals,0,,
,,varying,0,,
,,indepth interviews,0,,
,,policymakers,0,,
,,quantitative study,0,,
,,allow,0,,
,,2009,0,,
,,types abuse neglect,0,,
,,western countries,0,,
,,western,0,,
,,theories models,0,,
,,series,0,,
,,affected,0,,
,,workplace,0,,
,,abuse lifetime experiences,0,,
,,selfadministered instrument,0,,
,,selfadministered instrument identify,0,,
,,923,0,,
,,instrument identify elder,0,,
,,specificity 923,0,,
,,instrument identify,0,,
,,valid,0,,
,,makes,0,,
,,mediation,0,,
,,risk factor,0,,
,,age gender,0,,
,,family members caregivers,0,,
,,members caregivers,0,,
,,types abuse risk,0,,
,,abuse risk factors,0,,
,,abuse risk,0,,
,,phase,0,,
,,switzerland,0,,
,,ageist,0,,
,,reflection,0,,
,,healthy,0,,
,,building,0,,
,,size,0,,
,,literature review,0,,
,,residents nursing homes,0,,
,,residents nursing,0,,
,,guidance,0,,
,,analysis identify,0,,
,,types elder abuse,0,,
,,types elder,0,,
,,devastating,0,,
,,devastating impact,0,,
,,concerns,0,,
,,elder abuse reported,0,,
,,telephone,0,,
,,indicator,0,,
,,pressure ulcers,0,,
,,role prevention,0,,
,,coronial recommendations,0,,
,,prevent pus,0,,
,,coroners court cases,0,,
,,coroners court,0,,
,,court cases,0,,
,,account,0,,
,,integrated electronic,0,,
,,neglect pervasive,0,,
,,comes,0,,
,,coping strategy,0,,
,,hwaleksengstock elder,0,,
,,hwaleksengstock,0,,
,,test hs,0,,
,,abuse screening test,0,,
,,screening test,0,,
,,screening test hs,0,,
,,test hs east,0,,
,,determining,0,,
,,hwaleksengstock elder abuse,0,,
,,punishment,0,,
,,adults family caregivers,0,,
,,based findings,0,,
,,fall,0,,
,,whistleblow elder abuse,0,,
,,subjective norms,0,,
,,abuse subjective,0,,
,,abuse subjective norms,0,,
,,workers day,0,,
,,abuse workers day,0,,
,,workers day night,0,,
,,whistleblow,0,,
,,whistleblow elder,0,,
,,elder abuse subjective,0,,
,,day night,0,,
,,day night care,0,,
,,reporting attitudes,0,,
,,night care,0,,
,,norms past,0,,
,,intention whistleblow,0,,
,,intention whistleblow elder,0,,
,,aware,0,,
,,fields,0,,
,,physical sexual,0,,
,,nationally,0,,
,,23 cases,0,,
,,environments,0,,
,,analysis method,0,,
,,conceptual model,0,,
,,study explored,0,,
,,daily living adl,0,,
,,living adl,0,,
,,fact,0,,
,,provides,0,,
,,consideration,0,,
,,neglect proposed,0,,
,,elder neglect proposed,0,,
,,sampling,0,,
,,improve quality,0,,
,,task,0,,
,,examination,0,,
,,abuse experienced,0,,
,,articles published,0,,
,,approach conducted,0,,
,,residenttoresident abuse nursing,0,,
,,residenttoresident abuse,0,,
,,types rra,0,,
,,measures elder neglect,0,,
,,measures elder,0,,
,,19,0,,
,,cultures,0,,
,,situational characteristics,0,,
,,sense,0,,
,,chisquare,0,,
,,characteristics nursing,0,,
,,analysis conducted,0,,
,,carers,0,,
,,63,0,,
,,sociodemographic variables,0,,
,,create,0,,
,,odds ratio,0,,
,,physician,0,,
,,179,0,,
,,drawn,0,,
,,psychiatry patients,0,,
,,age psychiatry patients,0,,
,,facetoface,0,,
,,quality studies,0,,
,,adult children,0,,
,,daily activity,0,,
,,chronic diseases,0,,
,,different effects,0,,
,,dimensions en,0,,
,,neglect social,0,,
,,demographic factors,0,,
,,medical neglect,0,,
,,life neglect,0,,
,,diseases,0,,
,,clhls,0,,
,,infringe,0,,
,,assesment,0,,
,,elder abuse assesment,0,,
,,assesment instrument screening,0,,
,,abuse assesment instrument,0,,
,,instrument screening,0,,
,,abuse assesment,0,,
,,elders found,0,,
,,instrument screening tool,0,,
,,homes aged,0,,
,,environmental neglect,0,,
,,assesment instrument,0,,
,,fatal,0,,
,,research practice,0,,
,,ethics work,0,,
,,systematic ethics work,0,,
,,decisionmaking,0,,
,,ethical problems,0,,
,,definitions explanations,0,,
,,abuse netherlands,0,,
,,explanations elder abuse,0,,
,,explanations elder,0,,
,,older persons definitions,0,,
,,physical violence,0,,
,,persons definitions explanations,0,,
,,netherlands,0,,
,,persons definitions,0,,
,,definitions explanations elder,0,,
,,elder abuse netherlands,0,,
,,special attention,0,,
,,highlighting,0,,
,,association elder,0,,
,,job strain,0,,
,,strain,0,,
,,analyzing,0,,
,,elder neglect 95,0,,
,,neglect 95,0,,
,,social problem,0,,
,,like,0,,
,,advocacy,0,,
,,environment elderly,0,,
,,sexual financial,0,,
,,madecc,0,,
,,took,0,,
,,focuses,0,,
,,elderly people,0,,
,,absence,0,,
,,results suggest,0,,
,,target,0,,
,,respondents analysis,0,,
,,questionnaire survey,0,,
,,clinically significant,0,,
,,training program,0,,
,,standardized case,0,,
,,clinically,0,,
,,responded,0,,
,,chinese older adults,0,,
,,subsample,0,,
,,statistical significance,0,,
,,suggesting,0,,
,,abusive experiences,0,,
,,protection prevention,0,,
,,frameworks,0,,
,,29,0,,
,,factors influence,0,,
,,built,0,,
,,betrayal,0,,
,,violation,0,,
,,seven,0,,
,,problem important,0,,
,,chinese americans,0,,
,,sexual abuse financial,0,,
,,prevalence physical,0,,
,,care staff,0,,
,,implications future,0,,
,,39,0,,
,,highlights,0,,
,,skills,0,,
,,members reported,0,,
,,reasonable,0,,
,,12months,0,,
,,care ltc,0,,
,,associated mortality,0,,
,,severity em,0,,
,,severity,0,,
,,474,0,,
,,decedents,0,,
,,screening criteria,0,,
,,simple,0,,
,,data collection tool,0,,
,,supplemental data,0,,
,,supplemental data collection,0,,
,,supplemental,0,,
,,collection tool,0,,
,,care project,0,,
,,selfreported elder,0,,
,,selfreported elder abuse,0,,
,,pokhara lekhnath metropolitan,0,,
,,metropolitan city,0,,
,,lekhnath metropolitan city,0,,
,,lekhnath metropolitan,0,,
,,lekhnath,0,,
,,pokhara,0,,
,,city,0,,
,,age homes pokhara,0,,
,,pokhara lekhnath,0,,
,,homes pokhara lekhnath,0,,
,,homes pokhara,0,,
,,dominant,0,,
,,world health,0,,
,,neglect associated,0,,
,,alcohol substance abusers,0,,
,,dependent client,0,,
,,mental disorderssymptoms potential,0,,
,,mental disorderssymptoms,0,,
,,disorderssymptoms,0,,
,,disorderssymptoms potential alcohol,0,,
,,disorderssymptoms potential,0,,
,,perpetrator characteristics,0,,
,,substance abusers,0,,
,,economically dependent client,0,,
,,economically dependent,0,,
,,economically,0,,
,,delphi survey,0,,
,,followup delphi survey,0,,
,,followup delphi,0,,
,,ltc nursing,0,,
,,socioeconomic,0,,
,,safe,0,,
,,individualized,0,,
,,empirical,0,,
,,needed identify,0,,
,,25,0,,
,,35,0,,
,,diverse,0,,
,,taking,0,,
,,approaches,0,,
,,labeled,0,,
,,practice research,0,,
,,anonymous,0,,
,,anonymous questionnaire,0,,
,,previously,0,,
,,criterion,0,,
,,including psychological,0,,
,,contact,0,,
,,physical contact,0,,
,,contributed,0,,
,,emotional physical,0,,
,,conducted based,0,,
,,worked,0,,
,,abuse neglect research,0,,
,,initial search,0,,
,,relevant studies,0,,
,,inclusion criteria,0,,
,,manifested,0,,
,,violence elderly,0,,
,,significantly predicted,0,,
,,mediating role,0,,
,,relationships colleagues,0,,
,,emotional demands,0,,
,,supervisor,0,,
,,quality relationships,0,,
,,colleagues,0,,
,,quality relationships colleagues,0,,
,,organizational resources,0,,
,,elderly abuse nursing,0,,
,,home resident,0,,
,,nursing home resident,0,,
,,140,0,,
,,481,0,,
,,employees human rights,0,,
,,employees human,0,,
,,facility employee human,0,,
,,social welfare facilities,0,,
,,rights awareness intention,0,,
,,welfare facility employee,0,,
,,employee,0,,
,,social welfare facility,0,,
,,intention illtreatment social,0,,
,,welfare facility,0,,
,,welfare facilities mediating,0,,
,,facility employee,0,,
,,effects facility,0,,
,,employee human rights,0,,
,,awareness intention illtreatment,0,,
,,facilities mediating,0,,
,,employee human,0,,
,,facilities mediating effects,0,,
,,awareness intention,0,,
,,illtreatment social welfare,0,,
,,intention illtreatment,0,,
,,illtreatment social,0,,
,,mediating effects facility,0,,
,,monitoring,0,,
,,study investigated,0,,
,,york,0,,
,,york state,0,,
,,mistreatment em,0,,
,,new york,0,,
,,new york state,0,,
,,elder mistreatment em,0,,
,,critical,0,,
,,district,0,,
,,epidemiology,0,,
,,consider,0,,
,,higher risk abuse,0,,
,,higher workers,0,,
,,perceptions maltreatment,0,,
,,japanese longterm care,0,,
,,workers perception maltreatment,0,,
,,higher workers perception,0,,
,,japanese,0,,
,,higher level,0,,
