date,positive,negative,neutral,sentiment score,summary
2021-07-20,0,1,0,-1.0,"20일 원/달러 환율이 연고점을 경신하며 1,152원에서 출발한 원/달러 환율은 오전 9시 11분 현재 전날보다 3.8원 오른 달러당 1,151.6을 나타냈다."
2021-07-21,0,1,0,-1.0,"21일 원/달러 환율이 종가 기준 9개월여 만에 최고치를 기록했다.이날 서울 외환시장에서 원/달러 환율은 전날 종가보다 3.6원 오른 달러당 1,154.0원에 거래를 마쳤다."
2021-07-22,2,0,0,1.0,"22일 원/달러 환율이 하락해 달러당 1,150원 아래에서 마감했다. 원/달러 환율은 코로나19 재확산에 대한 우려로 9개월여 만에 최고치인 1,154.0원에 거래를 마쳤지만, 밤사이 글로벌 금융시장에서 위험자산 기피 분위기가 다소 약해진 모습이다."
2021-07-23,0,2,0,-1.0,"서울 외환시장에서 원/달러 환율은 전날 종가보다 0.9원 오른 달러당 1,150.8원에 거래를 마쳤다. 23일 원/달러 환율이 장 초반 약보합권을 보이고 있다."
2021-08-11,0,1,0,-1.0,11일 원/달러 환율이 국내 코로나19 급확산세에 상승 출발했다.
2021-08-17,1,2,0,-0.3333333333333333,"17일 원/달러 환율이 1,176원대로 마감하며 11개월 만의 최고치를 기록했다. 17일 원/달러 환율이 1,176원대로 마감하며 장중 한때 1,179.0원까지 올랐다. 17일 원/달러 환율이 하락 출발한 뒤 반등해 장 초반 1,170선을 돌파했다."
2021-08-18,1,1,0,0.0,"18일 원/달러 환율이 급등세를 멈추고 7거래일만에 하락 마감했다. 18일 원/달러 환율이 상승 출발했다.이날 서울 외환시장에서 오전 9시 23분 현재 원/달러 환율은 전날 종가보다 2.3원 오른 달러당 1,178.6원이다."
2021-08-19,0,2,0,-1.0,"19일 원/달러 환율이 다시 급등해 1,176원대로 올라섰다. 19일 원/달러 환율이 상승 출발한 19일 원/달러 환율이 상승 출발했다."
2021-08-20,1,0,0,1.0,"원/달러 환율이 장 초반 약보합권에서 움직이고 있다.이날 서울 외환시장에서 원/달러 환율은 오전 9시 11분 현재 전날 종가보다 1.7원 내린 달러당 1,174.5원을 나타냈다."
2021-08-22,0,0,1,0.0,"한국무역협회 국제무역통상연구원의 '원화 환율 변동이 우리 경제 및 제조업 수익성에 미치는 영향' 보고서에 따르면 과거 원화가치 절상 기간에 제조업 영업이익률은 2.5%포인트 하락했지만, 최근 원화 절하 기간에는 3.1%P 상승했다.2019년 산업연관표를 통한 분석에서도 원화가"
2021-08-23,1,0,0,1.0,"서울 외환시장에서 원/달러 환율은 전 거래일 종가보다 5.9원 내린 달러당 1,173.7원에 거래를 마쳤다."
2021-08-24,2,0,0,1.0,"지난 24일 서울 외환시장에서 원/달러 환율은 전날 종가보다 8.1원 내린 달러당 1,165.6원에 거래를 마쳤다. 원/달러 환율이 하락 출발한 원/달러 환율이 하락 출발했다."
2021-08-25,0,1,1,-0.5,25일 원/달러 환율이 소폭 상승했다. 25일 원/달러 환율이 약보합권에서 출발했다.
2021-08-26,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 2.4원 오른 달러당 1,170.5원에 장을 마쳤다. 서울 외환시장에서 원/달러 환율은 오전 9시 5분 현재 전날 종가보다 2.20원 내린 달러당 1,165.90원이다."
2021-08-27,1,1,0,0.0,"서울 외환시장에서 원/달러 환율은 전날 종가보다 1.3원 내린 달러당 1,169.2원에 장을 마쳤다. 27일 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다."
2021-09-15,0,1,0,-1.0,"15일 원/달러 환율이 소폭 상승 출발했다.이날 서울 외환시장에서 원/달러 환율은 오전 9시 11분 현재 전날 종가보다 1.5원 오른 달러당 1,172.3원을 나타내고 있다."
2021-09-16,0,1,0,-1.0,"서울 외환시장에서 원/달러 환율은 전날 종가보다 1.3원 오른 달러당 1,171.8원에 거래를 마쳤다."
2021-09-17,0,2,0,-1.0,"서울 외환시장에서 원/달러 환율은 전날 종가보다 3.2원 오른 달러당 1,175.0원에 거래를 마쳤다. 17일 원/달러 환율이 상승 출발했다."
2021-09-23,0,2,0,-1.0,"23일 원/달러 환율이 출렁였다. 지난 23일 서울 외환시장에서 원/달러 환율은 오전 9시10분 현재 전거래일 종가보다 9.4원 오른 달러당 1,184.40원이다."
2021-09-24,1,1,0,0.0,"24일 원/달러 환율은 중국 헝다 그룹의 파산 가능성 완화에 글로벌 금융시장이 위험선호 심리를 다소 회복한 영향을 반영해 하락 출발했으나, 장중에 중국 증시 하락세 등을 반영하며 다시 상승세로 전환하기도 하는 등 헝다 그룹의 주가와 중국 증시 움직임을 따라 움직이는 모습이었다. 원/달러 환율이 하락 출발한 원/달러 환율은 오전 9시13분 현재 전날 종가보다 3.0원 내린 달러당 1,172.5원이다."
2021-09-27,0,1,1,-0.5,"27일 원/달러 환율이 보합권에서 마감했다. 27일 원/달러 환율이 소폭 상승 출발한 원/달러 환율은 오전 9시 7분 현재 전거래일 종가보다 1.9원 오른 달러당 1,178.4원을 나타냈다."
2021-10-12,0,1,0,-1.0,"모건스탠리는 11일 원/달러 환율이 단기간 1,200원을 깰 것으로 예상한다고 밝혔다."
2021-10-13,0,1,0,-1.0,"13일 원/달러 환율이 1,199.0원으로 출발했다."
2021-10-14,1,0,0,1.0,원/달러 환율이 14일 코스피 상승과 달러화 약세에 이틀 연속 하락했다.
2021-10-15,1,1,0,0.0,"15일 원/달러 환율이 1,180원 초반에서 마감했다. 15일 원/달러 환율이 하락 출발한 가운데 원/달러 환율이 하락 출발했다."
2021-10-18,0,2,0,-1.0,"18일 원/달러 환율이 상승 마감했다. 18일 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다.이날 서울 외환시장에서 오전 9시 16분 현재 달러 대비 원화 환율은 전 거래일 종가 대비 4.0원 오른 달러당 1,186.4원이다."
2021-10-19,2,0,0,1.0,"19일 원/달러 환율이 하락 폭을 키우며 9월 말 이후 처음으로 1,170원대로 떨어졌다. 19일 원/달러 환율이 하락 출발했다."
2021-10-20,1,0,0,1.0,20일 원/달러 환율이 하락했다.
2021-10-21,0,1,0,-1.0,21일 원/달러 환율이 다시 상승 마감했다.
2021-10-22,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 0.1원 내린 달러당 1,177.1원에 거래를 마쳤다. 서울 외환시장에서 오전 9시 16분 현재 달러 대비 원화 환율은 전날 종가 대비 1.6원 오른 달러당 1,178.8원이다."
2021-10-25,1,1,0,0.0,"25일 원/달러 환율이 1,160원대로 떨어진 채 마감했다. 25일 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다."
2021-10-27,0,2,0,-1.0,"27일 원/달러 환율이 상승 마감했다. 27일 원 원/달러 환율이 장 초반 1,160원대에서 오르내리고 있다."
2021-10-28,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 0.3원 내린 달러당 1,169.7원에 거래를 마쳤다. 28일 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다."
2021-10-29,1,0,0,1.0,29일 원/달러 환율이 하락 마감했다.
2021-11-01,0,2,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 7.9원 오른 달러당 1,176.5원에 거래를 마쳤다. 서울 외환시장에서 오전 9시 15분 현재 달러 대비 원화 환율은 전 거래일 종가 대비 5.3원 오른 달러당 1,173.9원이다."
2021-11-02,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 2.1원 내린 달러당 1,174.4원에 거래를 마쳤다. 2일 원/달러 환율이 장 초반 하락세를 보이고 있다."
2021-11-03,0,2,0,-1.0,"3일 원/달러 환율이 1,180원을 넘어섰으며 4일 서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 7.2원 오른 달러당 1,181.6원에 거래를 마쳤다. 3일 원/달러 환율이 장 초반 1,180원선으로 올라섰다."
2021-11-04,1,1,0,0.0,4일 원/달러 환율이 소폭 상승한 채 마감했다. 4일 미국 연방준비제도가 시장 예상치에 부합하는 회의 결과를 내놓으면서 원/달러 환율은 하락 출발했다.
2021-11-05,0,2,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 2.6원 오른 달러당 1,185.2원에 거래를 마쳤다. 서울 외환시장에서 오전 9시 16분 현재 달러 대비 원화 환율은 전날 종가 대비 3.1원 오른 달러당 1,185.7원이며 장 초반 1,184.6∼1,185.8원에서 무거운 흐름을 보이고 있다."
2021-11-08,1,0,0,1.0,"8일 원 달러 대비 원화 환율은 전 거래일 종가보다 2.1원 내린 달러당 1,183.1원에 거래를 마쳤다."
2021-11-09,2,0,0,1.0,"9일 달러화가 약세를 보이면서 원/달러 환율이 5거래일 만에 1,170원대로 떨어졌다. 8일 서울 외환시장에서 달러 대비 원화 환율은 전날 종가 대비 3.9원 내린 달러당 1,179.2원이다."
2021-11-10,0,2,0,-1.0,중국발 물가 불안 우려가 시장에 번지며 10일 원/달러 환율이 상승 마감했다. 10일 원/달러 환율이 상승 출발했다.
2021-11-11,1,1,0,0.0,"2일 서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 0.1원 내린 달러당 1,180.8원에 거래를 마쳤다.  11일 서울 외환시장에서 오전 9시 20분 현재 달러 대비 원화 환율은 전날 종가보다 4.0원 오른 달러당 1,184.9원이다."
2021-11-12,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 1.2원 내린 달러당 1,179.6원에 거래를 마쳤다. 12일 원/달러 환율이 오름세로 출발했다."
2021-11-15,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 1.2원 내린 달러당 1,178.4원에 거래를 마쳤다. 15일 원/달러 환율이 상승 출발했다.이날 서울 외환시장에서 오전 9시 23분 현재 달러 대비 원화 환율은 전 거래일 종가 대비 2.1원 오른 달러당 1,181.7원이다."
2021-11-16,0,2,0,-1.0,"원/달러 환율이 16일 널뛰기하며 1,180원 턱밑에서 마쳤다. 16일 원/달러 환율이 인플레이션 우려에 상승세로 출발했다.오전 9시 15분 현재 서울 외환시장에서 달러 대비 원화 환율은 전날 종가 대비 4.1원 오른 달러당 1,182.5원이다."
2021-11-17,0,1,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 2.6원 오른 달러당 1,182.5원에 거래를 마쳤다."
2021-11-18,1,0,0,1.0,18일 원/달러 환율이 하락 마감했다.
2021-11-19,0,2,0,-1.0,"19일 원/달러 환율이 상승 마감했다. 19일 원/달러 환율이 상승 출발했다.이날 서울 외환시장에서 오전 9시 19분 현재 달러 대비 원화 환율은 전날 종가 대비 1.6원 오른 달러당 1,182.0원이다."
2021-11-22,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 0.2원 내린 달러당 1,185.1원에 거래를 마쳤다. 22일 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다."
2021-11-23,0,1,0,-1.0,23일 원 원/달러 환율이 상승 출발했다.
2021-11-24,1,0,1,0.5,24일 원/달러 환율이 4거래일만에 떨어졌다. 24일 원 원/달러 환율이 보합권에 머물고 있고 24일 원/달러 환율이 보합권에 머물고 있다.
2021-11-25,0,1,0,-1.0,"25일 원/달러 환율이 1,190원 초반에서 마감했다."
2021-11-26,0,2,0,-1.0,"26일 원/달러 환율이 상승 마감했다. 서울 외환시장에서 오전 9시 20분 현재 달러 대비 원화 환율은 전날 종가보다 3.0원 오른 달러당 1,193.2원이다."
2021-11-29,0,1,0,-1.0,"29일 원/달러 환율이 상승 출발한 달러 대비 원화 환율은 전 거래일 종가 대비 0.3원 오른 달러당 1,193.6원이다."
2021-11-30,2,0,0,1.0,"30일 원/달러 환율이 하락 마감했다. 서울 외환시장에서 오전 9시 16분 현재 달러 대비 원화 환율은 전날 종가 대비 4.7원 내린 달러당 1,188.3원이다."
2021-12-01,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 8.7원 내린 달러당 1,179.2원에 거래를 마쳤다. 서울 외환시장에서 오전 9시 21분 현재 달러 대비 원화 환율은 전날 종가보다 4.0원 낮은 달러당 1,183.9원이다."
2021-12-02,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 3.3원 내린 달러당 1,175.9원에 거래를 마쳤다. 2일 원/달러 환율이 하락 출발했다."
2021-12-07,2,0,0,1.0,"서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 3.5원 내린 1,179.5원에 거래를 마쳤다. 7일 오전 원/달러 환율이 하락세인 달러당 1,182.1원이다."
2021-12-08,2,0,0,1.0,"8일 원/달러 환율이 달러당 1,170원대 중반까지 떨어졌다. 8일 원 원/달러 환율이 하락 출발했다."
2021-12-09,2,0,0,1.0,"9일 원/달러 환율이 하락했다. 9일 오전 원/달러 환율이 하락세다.이날 오전 9시 12분 현재 서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 1.9원 내린 달러당 1,174.0원이다."
2021-12-10,0,2,0,-1.0,"10일 원/달러 환율이 상승했다. 10일 오전 원/달러 환율이 상승세인 1,177.8원이다."
2021-12-13,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 0.5원 내린 달러당 1,180.8원에 거래를 마쳤다. 13일 원/달러 환율이 하락 출발했다."
2021-12-14,0,2,0,-1.0,14일 원/달러 환율이 상승 마감했다. 14일 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다.
2021-12-15,0,2,0,-1.0,15일 원/달러 환율이 상승 마감했다. 15일 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다.
2021-12-17,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 3.0원 내린 달러당 1,180.9원에 거래를 마쳤다. 17일 원/달러 환율이 주요국의 긴축 움직임에 상승세를 보이고 있다."
2021-12-20,0,2,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 9.9원 오른 달러당 1,190.8원에 거래를 마쳤다. 서울 외환시장에서 오전 9시 25분 현재 달러 대비 원화 환율은 전 거래일 종가 대비 6.1원 오른 달러당 1,187.0원이다."
2021-12-21,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 2.1원 오른 달러당 1,192.9원에 거래를 마쳤다. 21일 원/달러 환율이 하락 출발했다.이날 서울 외환시장에서 오전 9시 8분 현재 달러 대비 원화 환율은 전날 종가 대비 0.9원 내린 달러당 1,189.9원이다."
2021-12-22,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 0.9원 내린 달러당 1,192.0원에 거래를 마쳤다. 서울 외환시장에서 오전 9시 7분 현재 달러 대비 원화 환율은 전날 종가보다 2.5원 내린 달러당 1,190.4원이며 장 초반 1,189.8∼1,191.0원을 오르내리고 있다."
2021-12-23,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 4.1원 내린 달러당 1,187.9원에 거래를 마쳤다. 서울 외환시장에서 오전 9시 3분 현재 달러 대비 원화 환율은 전날 종가보다 2.9원 내린 달러당 1,189.1원이다."
2021-12-24,1,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 1.3원 내린 달러당 1,186.6원에 거래를 마쳤다."
2021-12-27,0,1,1,-0.5,27일 원/달러 환율이 소폭 상승했다. 27일 원/달러 환율이 보합권에 머물고 있고 28일 원/달러 환율이 보합권에 머물고 있다.
2021-12-28,0,1,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 1.2원 오른 달러당 1,188.0원에 거래를 마쳤다."
2021-12-29,2,0,0,1.0,29일 원/달러 환율이 3거래일만에 떨어졌다. 29일 원 원/달러 환율이 하락세로 출발했다.
2021-12-30,1,1,0,0.0,"올해 마지막 거래일인 30일 원/달러 환율이 상승했다. 올해 마지막 거래일인 30일 원/달러 환율이 장 초반 하락세를 보이고 있다.이날 서울 외환시장에서 오전 9시 10분 현재 달러 대비 원화 환율은 전날 종가보다 3.0원 내린 달러당 1,183.5원이다."
2022-01-01,3,1,0,0.5,"올해 마지막 거래일인 30일 원/달러 환율이 상승했다. 올해 마지막 거래일인 30일 원/달러 환율이 장 초반 하락세를 보이고 있다.이날 서울 외환시장에서 오전 9시 10분 현재 달러 대비 원화 환율은 전날 종가보다 3.0원 내린 달러당 1,183.5원이다. 29일 원/달러 환율이 3거래일만에 떨어졌다. 29일 원 원/달러 환율이 하락세로 출발했다."
2022-01-03,0,1,0,-1.0,"서울 외환시장에서 달러화 대비 원화 환율은 전 거래일보다 0.7원 오른 1,189.5원에 출발해 보합권에서 오르내리고 있다."
2022-01-04,0,2,0,-1.0,"서울 외환시장에서 달러화 대비 원화 환율은 전날보다 2.3원 오른 1,194.1원에 거래를 마쳤다. 4일 오전 원/달러 환율이 상승세다.이날 오전 9시 19분 현재 서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 3.2원 오른 1,195.2원이다."
2022-01-05,0,1,0,-1.0,"5일 오전 원/달러 환율이 상승세다.이날 오전 9시 32분 서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 3.6원 오른 1,197.7원이다."
2022-01-06,0,4,1,-0.8,"원/달러 환율이 급등하면서 원/달러 환율이 급등하면서 기업들이 환율 움직임에 촉각을 곤두세우고 있다. 원/달러 환율이 1년 5개월여 만에 달러당 1천200원 선을 돌파하면서 가뜩이나 상승세를 탄 물가 오름폭이 커질 수 있다는 우려가 나온다. 2022.1.6 이억원 기획재정부 제1차관은 이날 오전 비상경제 중앙대책본부 회의 브리핑에서 최근 원/달러 환율 상승 배경에 대해 ""연초 들어 미 연준이 조기에 금리를 인상할 것이란 전망이 확산하면서 달러가 원화뿐만 아니라 다른 주요 통화 대비 전체적으로 강세를 나타내는 흐름""이라고 설명했다. 원/달러 환율은 개장과 동시에 심리적 저항선인 달러당 1,200원을 넘어섰다. 6일 원/달러 환율이 개장과 동시에 달러당 1,200원 선을 돌파했다."
2022-01-10,1,1,0,0.0,10일 원/달러 환율이 7거래일 만에 하락 마감하며 숨 고르기에 들어갔다. 지난 6개월간 아시아 통화 가운데 가장 약세였던 한국 원화의 가치가 미국 연방준비제도의 기준금리 조기 인상 기조로 인해 더 내려갈 수 있다는 관측이 나온다고 블룸버그통신이 9일 보도했다.
2022-01-11,1,1,0,0.0,"11일 원/달러 환율이 1,194원대에서 마감했다. 11일 오전 오전 9시 15분 현재 서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 2.6원 내린 달러당 1,196달러로 1,196.5∼1,197.9원에 오르내리고 있다."
2022-01-12,1,0,0,1.0,"12일 원/달러 환율이 사흘째 하락세를 이어가며 1,190원선으로 내려갔다."
2022-01-13,0,2,0,-1.0,"13일 원/달러 환율이 1,180원대 후반에서 마감했다. 13일 원/달러 환율이 1,180원대 후반에서 출발했다."
2022-01-14,0,1,0,-1.0,"서울 외환시장에서 오전 9시 4분 현재 달러 대비 원화 환율은 전날 종가보다 1.3원 오른 달러당 1,188.8원이다."
2022-01-17,0,1,0,-1.0,"17일 원/달러 환율이 반등하면서 달러당 1,190원 선 위로 다시 올라섰다."
2022-01-18,2,1,0,0.3333333333333333,"18일 원/달러 환율이 소폭 하락했다. 한국은행이 18일 발표한 '최근 원화 약세 원인 분석' 보고서에 따르면 지난해 이후 원화는 미국 달러화뿐 아니라 달러인덱스나 주요 신흥국 통화 등에 대해서도 약세를 보이고 있다. 18일 오전 원/달러 환율이 하락세를 보이고 있는 가운데 서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 3.9원 내린 1,188.8원이다."
2022-01-19,0,1,0,-1.0,"19일 원/달러 환율이 상승세다.이날 오전 9시 12분 현재 서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 2.3원 오른 1,192.4원이다."
2022-01-20,0,1,0,-1.0,"서울 외환시장에서 달러화 대비 원화 환율은 전날보다 0.7원 오른 1,192.4원에 거래를 마쳤다."
2022-01-21,0,1,0,-1.0,"서울 외환시장에서 달러화 대비 원화 환율은 전날보다 1.6원 오른 1,194.0원에 거래를 마쳤다."
2022-01-24,1,2,0,-0.3333333333333333,"서울 외환시장에서 달러 대비 원화 환율은 2.1원 오른 달러당 1,196.1원에 거래를 마쳤다. 24일 원/달러 환율이 상승했다. 서울 외환시장에서 오전 9시 30분 현재 달러 대비 원화 환율은 전 거래일 종가 대비 0.2원 내린 달러당 1,193.8원이다."
2022-01-25,0,1,1,-0.5,25일 원/달러 환율이 상승했다. 25일 원/달러 환율이 보합권에서 출발했다.
2022-01-26,1,0,0,1.0,26일 원 원/달러 환율이 6거래일 만에 하락했다.
2022-01-27,0,1,0,-1.0,"27일 원/달러 환율이 1,200원을 돌파해 개장했다."
2022-02-03,0,1,0,-1.0,"원/달러 환율은 지난달 27일부터 3거래일 연속 1,200원 선에서 내려오지 않고 있다."
2022-02-04,1,0,0,1.0,4일 원/달러 환율이 10원 가까이 하락했다.
2022-02-07,0,2,0,-1.0,7일 원/달러 환율이 상승했다. 7일 원/달러 환율이 상승세다.
2022-02-08,2,0,0,1.0,8일 원/달러 환율이 투자자들의 눈치보기 속에 하락했다. 8일 원/달러 환율이 하락세다.
2022-02-09,2,0,0,1.0,"서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 1.2원 내린 달러당 1,196.5원에 거래를 마쳤다. 9일 원/달러 환율이 하락세를 보이고 있다."
2022-02-11,0,2,0,-1.0,11일 원/달러 환율이 4거래일 만에 상승했다. 11일 원/달러 환율이 오름세다.
2022-02-13,0,0,1,0.0,13일 보도경제인연합회는 13일 보도자료에서 원화가IMF 특별인출권 통화바스켓에 포함될 수 있는 5가지 근거를 제시했다.
2022-02-14,1,0,0,1.0,14일 서울크라이나를 둘러싼 군사적 긴장감이 고조된 가운데 원/달러 환율이 급락했다.
2022-02-15,0,2,0,-1.0,"15일 원/달러 환율이 달러당 1,200원선 턱밑까지 상승했다. 서울 외환시장에서 달러화 대비 원화 환율은 전날 종가 대비 7.3원 오른 1,198.4원이다."
2022-02-16,2,0,0,1.0,"16일 원/달러 환율이 하락했다. 16일 오전 원/달러 환율이 하락세를다.이날 서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 3.2원 내린 1,196.6원이다."
2022-02-18,1,0,0,1.0,18일 원/달러 환율이 소폭 하락했다.
2022-02-21,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 3.8원 내린 달러당 1,192.1원에 거래를 마쳤다. 21일 원/달러 환율이 상승세로 출발한 원/달러 환율이 상승세로 출발했다."
2022-02-22,0,1,0,-1.0,러시아와 우크라이나를 둘러싼 지정학적 위험이 고조되면서 원/달러 환율이 22일 상승세로 출발했다.
2022-02-23,0,1,0,-1.0,23일 원/달러 환율이 보합세로 출발했다.
2022-02-25,0,1,0,-1.0,25일 원/달러 환율이 상승 출발했다.
2022-02-28,0,1,0,-1.0,28일 원/달러 환율이 장 초반 상승세다.
2022-03-02,0,2,0,-1.0,2일 원/달러 환율이 상승했다. 2일 원/달러 환율이 장 초반 상승했다.
2022-03-03,2,0,0,1.0,3일 원/달러 환율이 3거래일 만에 하락했다. 지난해 코로나19 충격으로부터 경기가 회복하고 원/달러 환율이 연평균 3% 떨어지면서 3년 만에 반등에 성공했다.
2022-03-04,0,1,0,-1.0,"4일 원/달러 환율이 장중 1,210원을 돌파했다."
2022-03-07,0,3,0,-1.0,"7일 원 우 우 우크라이나발 시장의 공포심리 확산에 7일 원/달러 환율이 급등하며 달러당 1,220원을 넘어섰다. 우크라이나발 시장의 공포심리 확산에 7일 원/달러 환율이 급등하며 달러당 1,220원을 넘어섰다. 7일 오전 원/달러 환율이 상승 출발하며 장중 달러당 1,220원대를 넘어섰다."
2022-03-08,0,2,0,-1.0,"원/달러 환율이 8일 10원 가까이 급등하며 달러당 1,230원대를 넘어섰다. 원/달러 환율이 8일 상승 출발하며 장중 달러당 1,230원대를 넘어섰다."
2022-03-10,1,0,0,1.0,국제유가가 급락하면서 10일 원/달러 환율이 10원 가까이 하락했다.
2022-03-14,0,2,0,-1.0,"14일 원/달러 환율이 한때 1,240원을 돌파했다. 서울 외환시장에서 오전 9시 27분 현재 달러 대비 원화 환율은 전 거래일 종가보다 4.3원 오른 달러당 1,236.3원이다."
2022-03-15,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 0.5원 오른 달러당 1,242.8원에 거래를 마쳤다. 15일 원/달러 환율이 하락하며 장 초반 1,240원선에서 공방을 벌이고 있다."
2022-03-16,1,0,0,1.0,"16일 원/달러 환율이 4거래일만에 떨어져 1,230원대 중반에서 마감했다."
2022-03-17,2,0,0,1.0,"17일 원/달러 환율이 급락하며 8거래일 만에 1,210원대로 내려왔다. 17일 원/달러 환율이 10원 넘게 떨어지며 1,220원대에서 출발했다."
2022-03-21,0,2,0,-1.0,"21일 원/달러 환율이 상승했다. 21일 원/달러 환율이 장 초반 상승세를 보이고 있다.이날 서울 외환시장에서 오전 9시 15분 현재 달러 대비 원화 환율은 전 거래일 종가 대비 6.0원 오른 달러당 1,213.6원이다."
2022-03-22,0,1,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 1.8원 오른 달러당 1,218.1원에 거래를 마쳤다."
2022-03-24,0,1,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 5.0원 오른 달러당 1,218.8원에 거래를 마쳤다."
2022-03-25,1,0,0,1.0,"25일 원/달러 환율이 장 초반 1,220원 내외에서 등락하고 있다."
2022-03-29,1,0,0,1.0,29일 금융시장에서 위험회피 심리가 되살아난 데다 월말을 맞아 수출업체의 달러화 매도 물량이 나오면서 전날 원/달러 환율 상승분을 대부분 되돌렸다.국제유가 급등세가 진정된 것도 원화 강세에 힘을 실었다.
2022-03-30,1,0,0,1.0,30일 오전 원/달러 환율이 개장 초반 급락세를 보이고 있다.
2022-03-31,0,1,0,-1.0,"서울 외환시장에서 오전 9시 37분 현재 달러화 대비 원화 환율은 전날 종가 대비 0.4원 오른 1,210.0원이다."
2022-04-01,0,2,0,-1.0,4월 첫 거래일인 1일 원/달러 환율이 상승했다. 4월 첫 거래일인 1일 오전 원/달러 환율이 상승세다.
2022-04-05,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 1.7원 내린 달러당 1,212.7원에 거래를 마쳤다. 원/달러 환율이 5일 장 초반 보합권에서 움직이고 있다.이날 서울 외환시장에서 오전 9시 23분 현재 달러 대비 원화 환율은 전날 종가보다 0.2원 내린 달러당 1,214.2원이다."
2022-04-06,0,2,0,-1.0,"6일 원/달러 환율이 상승하며 1,218원대에서 마감했다. 6일 원/달러 환율이 장 초반 1,220원 턱밑까지 올랐다."
2022-04-07,0,1,0,-1.0,7일 원/달러 환율이 소폭 상승 마감했다.
2022-04-08,0,2,0,-1.0,"8일 원/달러 환율이 1,225원대에서 마감했다. 원/달러 환율이 8일 상승하며 1,220원대에서 출발했다."
2022-04-12,0,2,0,-1.0,"12일 원/달러 환율이 상승했다. 서울 외환시장에서 오전 9시 15분 현재 달러 대비 원화 환율은 전날 종가보다 1.7원 오른 달러당 1,234.8원이다."
2022-04-13,2,0,0,1.0,"13일 원/달러 환율이 6거래일 만에 하락했다. 13일 원/달러 환율이 하락세로 출발했다.이날 서울 외환시장에서 오전 9시 25분 현재 달러 대비 원화 환율은 전날 종가 대비 5.3원 내린 달러당 1,230.9원이다."
2022-04-14,2,0,0,1.0,"14일 원/달러 환율이 하락했다. 14일 오전 원/달러 환율이 하락세다.이날 서울 외환시장에서 달러 대비 원화 환율은 전날 종가 대비 5.0원 내린 달러당 1,223.0원이다."
