"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 06- 23","874.84","880.37","880.46","872.28","1.29B","-0.18%"
"2023- 06- 22","876.38","870.79","880.12","869.79","1.34B","0.08%"
"2023- 06- 21","875.70","887.26","890.94","875.33","1.22B","-1.21%"
"2023- 06- 20","886.41","886.47","891.00","883.09","1.30B","-0.25%"
"2023- 06- 19","888.61","888.52","889.49","881.14","1.15B","0.07%"
"2023- 06- 16","887.95","882.45","888.27","878.99","949.46M","1.13%"
"2023- 06- 15","878.04","877.62","884.55","865.48","1.12B","0.71%"
"2023- 06- 14","871.83","899.35","899.85","870.48","1.34B","-2.79%"
"2023- 06- 13","896.81","890.81","898.28","889.58","1.12B","1.25%"
"2023- 06- 12","885.76","887.20","887.20","881.76","1.01B","0.23%"
"2023- 06- 09","883.71","882.11","886.52","880.76","1.07B","0.87%"
"2023- 06- 08","876.13","878.86","879.44","871.50","1.12B","-0.52%"
"2023- 06- 07","880.72","872.10","880.81","872.10","1.09B","1.20%"
"2023- 06- 05","870.28","871.05","872.95","865.13","1.05B","0.26%"
"2023- 06- 02","868.06","866.16","868.17","864.97","1.11B","0.50%"
"2023- 06- 01","863.78","855.95","863.86","855.46","982.02M","0.80%"
"2023- 05- 31","856.94","851.37","860.30","850.88","1.07B","0.64%"
"2023- 05- 30","851.50","850.00","851.53","844.48","1.23B","0.98%"
"2023- 05- 26","843.23","849.80","853.06","842.17","1.18B","-0.53%"
"2023- 05- 25","847.72","857.30","860.01","845.84","1.25B","-0.90%"
"2023- 05- 24","855.46","856.25","857.84","853.00","1.15B","-0.43%"
"2023- 05- 23","859.16","853.57","861.30","853.57","1.27B","0.84%"
"2023- 05- 22","852.04","840.97","852.33","837.49","1.09B","1.23%"
"2023- 05- 19","841.72","839.56","842.21","836.68","1.31B","0.70%"
"2023- 05- 18","835.89","839.27","841.10","833.73","1.32B","0.20%"
"2023- 05- 17","834.19","815.58","834.20","814.65","1.27B","2.14%"
"2023- 05- 16","816.75","818.96","822.64","813.32","1.37B","0.27%"
"2023- 05- 15","814.53","820.50","820.50","806.47","1.28B","-0.96%"
"2023- 05- 12","822.43","824.11","828.14","820.24","1.69B","-0.26%"
"2023- 05- 11","824.54","836.60","840.66","821.94","1.75B","-0.63%"
"2023- 05- 10","829.74","836.02","839.86","827.88","1.32B","-0.73%"
"2023- 05- 09","835.85","841.41","843.40","827.78","1.18B","-0.76%"
"2023- 05- 08","842.28","851.52","854.32","842.07","1.27B","-0.33%"
"2023- 05- 04","845.06","842.13","847.69","839.08","1.19B","0.22%"
"2023- 05- 03","843.18","848.05","852.23","841.81","1.17B","-1.45%"
"2023- 05- 02","855.61","845.18","855.61","844.68","1.03B","1.52%"
"2023- 04- 28","842.83","860.11","860.11","839.67","1.16B","-0.87%"
"2023- 04- 27","850.21","831.89","850.88","823.19","1.46B","2.38%"
"2023- 04- 26","830.44","835.94","846.42","829.19","1.26B","-0.99%"
"2023- 04- 25","838.71","857.54","858.91","828.25","1.54B","-1.93%"
"2023- 04- 24","855.23","867.38","870.08","852.48","1.31B","-1.56%"
"2023- 04- 21","868.82","884.27","888.21","868.36","2.02B","-1.91%"
"2023- 04- 20","885.71","905.81","906.00","884.33","2.32B","-2.58%"
"2023- 04- 19","909.20","908.87","913.97","907.59","1.88B","0.02%"
"2023- 04- 18","909.02","910.75","910.75","902.90","1.97B","-0.05%"
"2023- 04- 17","909.50","905.35","909.50","898.84","1.54B","0.63%"
"2023- 04- 14","903.84","902.56","906.69","900.70","1.46B","1.07%"
"2023- 04- 13","894.25","885.50","895.29","875.42","1.70B","0.41%"
"2023- 04- 12","890.62","897.11","900.83","888.63","1.99B","-0.93%"
"2023- 04- 11","898.94","893.20","899.37","879.73","1.56B","1.26%"
"2023- 04- 10","887.78","882.75","890.96","877.31","1.59B","0.88%"
"2023- 04- 07","880.07","871.83","880.07","866.58","1.67B","1.67%"
"2023- 04- 06","865.58","869.65","869.94","859.13","1.42B","-0.78%"
"2023- 04- 05","872.36","857.54","872.44","856.15","1.50B","1.77%"
"2023- 04- 04","857.18","853.92","861.13","852.02","1.31B","0.26%"
"2023- 04- 03","854.96","850.86","855.20","847.70","1.15B","0.88%"
"2023- 03- 31","847.52","849.98","851.13","842.61","1.28B","-0.35%"
"2023- 03- 30","850.48","850.78","852.59","846.10","1.50B","0.77%"
"2023- 03- 29","843.94","833.90","843.94","832.44","1.31B","1.25%"
"2023- 03- 28","833.51","831.07","833.68","825.40","1.22B","0.70%"
"2023- 03- 27","827.69","827.95","829.18","817.81","1.18B","0.43%"
"2023- 03- 24","824.11","820.16","824.11","814.07","1.29B","1.47%"
"2023- 03- 23","812.19","807.53","824.20","806.40","1.18B","-0.15%"
"2023- 03- 22","813.43","811.17","813.43","807.91","1.12B","1.36%"
"2023- 03- 21","802.53","806.51","809.33","802.42","1.06B","0.04%"
"2023- 03- 20","802.20","793.04","803.42","791.45","1.10B","0.60%"
"2023- 03- 17","797.39","791.18","798.62","785.98","1.15B","1.97%"
"2023- 03- 16","781.98","780.53","785.54","767.11","1.11B","0.10%"
"2023- 03- 15","781.17","774.53","784.59","773.65","1.03B","3.05%"
"2023- 03- 14","758.05","788.44","789.22","758.05","1.14B","-3.91%"
"2023- 03- 13","788.89","784.02","789.18","771.03","1.18B","0.04%"
"2023- 03- 10","788.60","796.57","798.96","785.66","1.20B","-2.55%"
"2023- 03- 09","809.22","817.03","817.12","801.10","1.37B","-0.58%"
"2023- 03- 08","813.95","809.14","817.17","807.95","1.26B","-0.22%"
"2023- 03- 07","815.76","814.27","818.56","810.47","1.39B","-0.09%"
"2023- 03- 06","816.51","810.61","816.62","804.47","1.11B","1.76%"
"2023- 03- 03","802.42","792.90","802.45","792.61","1.10B","1.93%"
"2023- 03- 02","787.19","793.63","797.01","786.52","1.02B","-0.56%"
"2023- 02- 28","791.60","784.23","793.65","783.66","1.01B","1.45%"
"2023- 02- 27","780.30","775.01","781.54","769.75","1.15B","0.18%"
"2023- 02- 24","778.88","784.94","786.09","774.21","1.19B","-0.56%"
"2023- 02- 23","783.28","782.18","784.59","774.10","927.83M","0.61%"
"2023- 02- 22","778.51","782.83","787.85","774.54","1.13B","-1.88%"
"2023- 02- 21","793.42","789.45","793.42","786.48","1.02B","0.57%"
"2023- 02- 20","788.89","777.68","789.26","773.86","889.52M","1.71%"
"2023- 02- 17","775.62","775.03","780.78","772.96","862.50M","-1.16%"
"2023- 02- 16","784.71","772.17","784.71","772.16","1.24B","2.51%"
"2023- 02- 15","765.46","782.55","784.38","763.81","1.42B","-1.81%"
"2023- 02- 14","779.58","778.05","780.13","774.61","1.27B","0.91%"
"2023- 02- 13","772.55","771.50","774.08","767.64","1.20B","0.01%"
"2023- 02- 10","772.44","783.07","784.52","771.62","1.31B","-1.55%"
"2023- 02- 09","784.58","776.60","784.64","776.26","1.41B","0.59%"
"2023- 02- 08","779.98","777.43","779.98","776.30","1.46B","0.93%"
"2023- 02- 07","772.79","762.47","773.79","762.30","1.26B","1.51%"
"2023- 02- 06","761.33","763.66","766.23","760.65","1.19B","-0.71%"
"2023- 02- 03","766.79","765.37","768.03","761.82","1.14B","0.28%"
"2023- 02- 02","764.62","759.53","764.84","758.72","1.22B","1.82%"
"2023- 02- 01","750.96","744.90","752.50","744.03","1.07B","1.41%"
"2023- 01- 31","740.49","735.19","740.98","732.33","975.26M","0.25%"
"2023- 01- 30","738.62","743.73","746.33","736.90","1.05B","-0.35%"
"2023- 01- 27","741.25","741.20","742.07","737.90","1.14B","0.31%"
"2023- 01- 26","738.94","734.37","740.99","733.23","1.21B","0.90%"
"2023- 01- 25","732.35","725.23","732.42","725.23","1.02B","2.00%"
"2023- 01- 20","717.97","712.32","718.03","712.32","1.01B","0.71%"
"2023- 01- 19","712.89","707.66","712.94","705.76","1.01B","0.16%"
"2023- 01- 18","711.75","711.12","713.28","708.79","1.18B","0.29%"
"2023- 01- 17","709.71","716.70","718.90","708.54","1.16B","-1.00%"
"2023- 01- 16","716.89","714.71","718.15","713.19","1.23B","0.71%"
"2023- 01- 13","711.82","712.24","714.75","709.26","1.08B","0.14%"
"2023- 01- 12","710.82","713.56","714.10","707.54","1.25B","0.15%"
"2023- 01- 11","709.77","701.29","710.29","701.29","1.25B","1.97%"
"2023- 01- 10","696.05","700.16","704.60","694.92","1.16B","-0.74%"
"2023- 01- 09","701.21","695.02","701.21","695.02","1.01B","1.78%"
"2023- 01- 06","688.94","677.28","691.17","676.40","818.51M","1.33%"
"2023- 01- 05","679.92","685.78","688.35","677.77","885.28M","-0.55%"
"2023- 01- 04","683.67","670.18","683.67","667.30","901.76M","1.29%"
"2023- 01- 03","674.95","672.18","675.75","660.32","935.98M","0.51%"
"2023- 01- 02","671.51","683.84","688.77","670.38","742.77M","-1.15%"
"2022- 12- 29","679.29","691.35","693.12","675.80","952.16M","-1.89%"
"2022- 12- 28","692.37","699.24","699.39","691.01","834.83M","-1.68%"
"2022- 12- 27","704.19","697.25","704.21","697.25","901.44M","1.37%"
"2022- 12- 26","694.68","691.94","696.96","686.80","797.71M","0.50%"
"2022- 12- 23","691.25","704.93","704.93","691.25","1.11B","-3.32%"
"2022- 12- 22","715.02","710.47","715.35","709.52","851.99M","1.32%"
"2022- 12- 21","705.70","708.13","709.95","701.61","938.03M","0.37%"
"2022- 12- 20","703.13","715.13","715.29","701.44","977.95M","-1.96%"
"2022- 12- 19","717.22","716.80","722.42","714.63","776.38M","-0.03%"
"2022- 12- 16","717.41","711.33","720.48","710.20","889.44M","-0.73%"
"2022- 12- 15","722.68","725.32","730.51","721.46","957.41M","-0.87%"
"2022- 12- 14","729.00","718.17","729.17","718.17","1.08B","1.94%"
"2022- 12- 13","715.16","717.64","719.33","712.21","1.19B","-0.01%"
"2022- 12- 12","715.22","716.88","718.31","714.26","964.00M","-0.59%"
"2022- 12- 09","719.49","717.24","721.14","712.40","1.28B","0.98%"
"2022- 12- 08","712.52","718.37","719.69","711.08","1.07B","-0.78%"
"2022- 12- 07","718.14","715.63","722.62","711.63","982.85M","-0.18%"
"2022- 12- 06","719.44","726.32","727.34","719.29","926.87M","-1.89%"
"2022- 12- 05","733.32","736.45","739.77","731.07","1.06B","0.05%"
"2022- 12- 02","732.95","740.13","740.18","732.41","856.59M","-1.03%"
"2022- 12- 01","740.60","740.97","744.56","739.16","825.11M","1.52%"
"2022- 11- 30","729.54","726.56","729.54","722.40","813.57M","0.27%"
"2022- 11- 29","727.54","715.02","727.60","713.26","794.01M","1.34%"
"2022- 11- 28","717.90","731.81","731.81","717.13","878.68M","-2.13%"
"2022- 11- 25","733.56","737.46","737.53","732.48","710.33M","-0.63%"
"2022- 11- 24","738.22","729.41","738.70","729.41","793.57M","1.74%"
"2022- 11- 23","725.59","718.29","725.64","718.29","830.06M","1.87%"
"2022- 11- 22","712.26","716.24","719.80","711.92","895.81M","-0.88%"
"2022- 11- 21","718.57","733.00","733.65","717.55","981.80M","-1.82%"
"2022- 11- 18","731.92","738.34","742.17","731.53","1.30B","-0.76%"
"2022- 11- 17","737.54","740.62","742.29","735.04","978.99M","-0.75%"
"2022- 11- 16","743.10","746.55","746.62","737.87","1.19B","-0.25%"
"2022- 11- 15","744.96","730.33","744.96","730.33","1.13B","2.11%"
"2022- 11- 14","729.54","732.29","734.73","728.81","1.10B","-0.23%"
"2022- 11- 11","731.22","727.22","732.12","724.53","1.08B","3.31%"
"2022- 11- 10","707.78","708.49","712.48","705.70","1.04B","-0.95%"
"2022- 11- 09","714.60","715.19","717.09","711.15","931.48M","0.18%"
"2022- 11- 08","713.33","703.36","713.33","703.36","846.23M","1.83%"
"2022- 11- 07","700.48","696.22","700.49","695.10","722.34M","0.95%"
"2022- 11- 04","693.89","691.69","694.17","684.99","737.32M","-0.03%"
"2022- 11- 03","694.13","685.42","695.63","683.74","707.28M","-0.46%"
"2022- 11- 02","697.37","697.40","699.24","694.94","858.23M","-0.38%"
"2022- 11- 01","700.05","695.45","700.07","693.92","920.26M","0.68%"
"2022- 10- 31","695.33","694.69","695.62","689.97","751.26M","1.12%"
"2022- 10- 28","687.63","690.71","695.51","687.19","847.49M","-1.07%"
"2022- 10- 27","695.09","686.41","695.22","686.41","852.17M","1.74%"
"2022- 10- 26","683.17","690.67","691.13","683.14","963.24M","-0.82%"
"2022- 10- 25","688.85","690.77","695.95","686.21","973.74M","0.05%"
"2022- 10- 24","688.50","686.43","693.44","686.43","817.96M","2.08%"
"2022- 10- 21","674.48","678.16","682.49","674.48","1.03B","-0.88%"
"2022- 10- 20","680.44","688.44","693.14","675.89","1.05B","-1.47%"
"2022- 10- 19","690.56","697.94","705.84","689.67","1.05B","-0.94%"
"2022- 10- 18","697.09","692.39","697.37","685.90","1.07B","2.21%"
"2022- 10- 17","682.00","667.61","682.39","664.83","814.42M","0.55%"
"2022- 10- 14","678.24","665.17","679.92","665.17","893.52M","4.09%"
"2022- 10- 13","651.59","669.36","669.71","650.39","1.05B","-2.99%"
"2022- 10- 12","671.67","669.59","673.42","663.60","1.14B","0.32%"
"2022- 10- 11","669.50","685.30","685.30","667.63","1.16B","-4.15%"
"2022- 10- 07","698.49","700.71","707.42","697.59","1.15B","-1.07%"
"2022- 10- 06","706.01","690.48","706.43","690.48","1.14B","3.02%"
"2022- 10- 05","685.34","706.76","707.59","683.15","813.67M","-1.64%"
"2022- 10- 04","696.79","685.19","696.79","683.63","667.60M","3.59%"
"2022- 09- 30","672.65","668.26","677.68","661.65","786.87M","-0.36%"
"2022- 09- 29","675.07","686.63","695.49","675.07","803.93M","0.18%"
"2022- 09- 28","673.87","696.38","702.72","668.30","911.99M","-3.47%"
"2022- 09- 27","698.11","694.53","700.38","681.59","947.76M","0.83%"
"2022- 09- 26","692.37","719.60","719.60","690.60","943.31M","-5.07%"
"2022- 09- 23","729.36","749.87","749.87","728.29","883.28M","-2.93%"
"2022- 09- 22","751.41","746.82","751.58","736.11","978.69M","-0.46%"
"2022- 09- 21","754.89","757.13","761.35","750.14","941.67M","-0.72%"
"2022- 09- 20","760.35","758.35","764.40","757.33","804.84M","1.12%"
"2022- 09- 19","751.91","771.52","772.45","750.64","882.64M","-2.35%"
"2022- 09- 16","770.04","776.49","780.25","768.70","889.03M","-1.45%"
"2022- 09- 15","781.38","786.33","787.00","780.31","851.72M","-0.20%"
"2022- 09- 14","782.93","775.93","784.45","770.05","858.08M","-1.74%"
"2022- 09- 13","796.79","790.89","796.83","790.83","842.46M","2.44%"
"2022- 09- 08","777.81","776.59","781.52","775.31","738.19M","1.25%"
"2022- 09- 07","768.19","776.82","776.99","765.08","795.84M","-1.45%"
"2022- 09- 06","779.46","774.23","781.90","774.23","732.72M","1.04%"
"2022- 09- 05","771.43","784.83","786.60","768.82","741.71M","-1.84%"
"2022- 09- 02","785.88","793.11","795.87","784.67","801.80M","-0.31%"
"2022- 09- 01","788.32","800.74","801.02","788.13","711.36M","-2.32%"
"2022- 08- 31","807.04","792.33","807.19","791.01","637.45M","1.26%"
"2022- 08- 30","797.02","783.99","797.03","783.99","667.24M","2.20%"
"2022- 08- 29","779.89","780.48","783.45","775.33","619.62M","-2.81%"
"2022- 08- 26","802.45","810.33","813.00","801.84","718.36M","-0.61%"
"2022- 08- 25","807.37","795.18","807.37","794.16","630.31M","1.79%"
"2022- 08- 24","793.14","788.36","793.14","782.97","714.90M","1.24%"
"2022- 08- 23","783.42","789.95","793.81","781.92","855.72M","-1.56%"
"2022- 08- 22","795.87","806.90","806.92","795.87","811.88M","-2.25%"
"2022- 08- 19","814.17","827.25","827.32","814.17","887.45M","-1.44%"
"2022- 08- 18","826.06","822.71","826.75","817.52","950.53M","-0.16%"
"2022- 08- 17","827.42","834.91","834.96","825.46","1.13B","-0.88%"
"2022- 08- 16","834.74","835.20","836.49","831.69","887.23M","0.37%"
"2022- 08- 12","831.63","831.18","833.70","826.72","792.43M","-0.06%"
"2022- 08- 11","832.15","831.99","834.88","828.27","897.83M","1.45%"
"2022- 08- 10","820.27","829.29","829.29","820.27","897.22M","-1.60%"
"2022- 08- 09","833.65","831.13","833.94","826.45","976.69M","0.34%"
"2022- 08- 08","830.86","829.77","831.12","825.94","931.45M","-0.09%"
"2022- 08- 05","831.64","826.23","832.27","826.23","931.76M","0.79%"
"2022- 08- 04","825.16","820.06","825.99","820.06","908.49M","1.20%"
"2022- 08- 03","815.36","804.17","815.40","803.20","997.27M","1.37%"
"2022- 08- 02","804.34","807.69","807.69","799.36","905.94M","-0.40%"
"2022- 08- 01","807.61","804.15","808.96","801.40","823.06M","0.50%"
"2022- 07- 29","803.62","802.97","807.77","801.05","784.40M","0.66%"
"2022- 07- 28","798.32","802.50","805.20","796.48","737.06M","0.33%"
"2022- 07- 27","795.70","789.61","795.81","788.29","678.54M","0.73%"
"2022- 07- 26","789.93","788.76","791.01","786.46","841.39M","0.03%"
"2022- 07- 25","789.69","787.71","791.25","783.78","871.22M","-0.01%"
"2022- 07- 22","789.75","796.58","800.65","789.73","892.76M","-0.68%"
"2022- 07- 21","795.15","792.95","795.67","790.97","937.75M","0.56%"
"2022- 07- 20","790.72","792.94","795.92","788.02","939.57M","1.07%"
"2022- 07- 19","782.33","773.73","782.33","771.69","743.42M","0.72%"
"2022- 07- 18","776.72","770.29","776.72","766.89","720.02M","1.88%"
"2022- 07- 15","762.39","768.41","769.29","754.33","850.29M","-0.48%"
"2022- 07- 14","766.08","762.54","768.13","757.99","823.12M","0.38%"
"2022- 07- 13","763.18","751.34","763.73","747.74","896.50M","1.65%"
"2022- 07- 12","750.78","762.18","762.18","747.74","766.36M","-2.12%"
"2022- 07- 11","767.04","767.89","774.35","763.14","779.20M","0.07%"
"2022- 07- 08","766.48","764.98","770.92","764.02","850.96M","1.12%"
"2022- 07- 07","757.97","750.98","759.03","750.67","809.54M","1.79%"
"2022- 07- 06","744.63","750.04","759.88","743.61","742.27M","-0.84%"
"2022- 07- 05","750.95","729.40","750.98","728.32","936.69M","3.90%"
"2022- 07- 04","722.73","733.35","736.73","712.53","867.47M","-0.93%"
"2022- 07- 01","729.48","748.20","753.45","724.20","798.82M","-2.14%"
"2022- 06- 30","745.44","762.45","762.45","744.24","910.03M","-2.22%"
"2022- 06- 29","762.35","759.21","765.79","753.32","819.57M","-0.93%"
"2022- 06- 28","769.51","770.69","774.80","759.83","978.29M","-0.14%"
"2022- 06- 27","770.60","758.00","774.57","754.62","893.32M","2.71%"
"2022- 06- 24","750.30","719.47","750.41","719.47","837.12M","5.03%"
"2022- 06- 23","714.38","747.49","751.99","714.38","1.26B","-4.36%"
"2022- 06- 22","746.96","783.21","785.23","746.94","1.09B","-4.03%"
"2022- 06- 21","778.30","774.80","782.55","764.69","1.03B","1.09%"
"2022- 06- 20","769.92","804.48","804.89","763.22","989.36M","-3.60%"
"2022- 06- 17","798.69","787.97","798.85","780.96","972.93M","-0.43%"
"2022- 06- 16","802.15","812.95","822.31","800.56","997.61M","0.34%"
"2022- 06- 15","799.41","822.27","826.30","795.42","1.20B","-2.93%"
"2022- 06- 14","823.58","816.25","826.50","804.38","1.27B","-0.63%"
"2022- 06- 13","828.77","852.74","852.74","828.76","1.26B","-4.72%"
"2022- 06- 10","869.86","869.10","872.09","865.96","1.21B","-0.83%"
"2022- 06- 09","877.18","873.22","877.18","867.20","1.27B","0.25%"
"2022- 06- 08","874.95","877.77","880.73","873.61","1.34B","0.13%"
"2022- 06- 07","873.78","889.07","889.09","873.09","1.12B","-1.99%"
"2022- 06- 03","891.51","897.08","899.01","890.20","1.20B","0.04%"
"2022- 06- 02","891.14","890.47","892.98","888.45","1.18B","-0.25%"
"2022- 05- 31","893.36","888.44","893.42","884.11","1.32B","0.78%"
"2022- 05- 30","886.44","882.17","886.44","881.46","1.02B","1.43%"
"2022- 05- 27","873.97","881.41","883.36","873.21","1.28B","0.29%"
"2022- 05- 26","871.43","876.19","885.12","868.81","947.42M","-0.14%"
"2022- 05- 25","872.69","869.19","877.71","861.92","989.30M","0.88%"
"2022- 05- 24","865.07","881.55","883.11","865.05","1.10B","-2.10%"
"2022- 05- 23","883.59","883.78","884.39","878.90","1.08B","0.42%"
"2022- 05- 20","879.88","866.76","880.17","866.76","1.08B","1.86%"
"2022- 05- 19","863.80","853.23","866.61","849.59","1.17B","-0.89%"
"2022- 05- 18","871.57","872.19","876.82","868.28","1.06B","0.65%"
"2022- 05- 17","865.98","857.28","866.21","856.30","913.81M","1.14%"
"2022- 05- 16","856.25","862.24","866.47","855.45","1.01B","0.37%"
"2022- 05- 13","853.08","839.52","853.34","839.52","1.01B","2.33%"
"2022- 05- 12","833.66","855.46","857.75","833.24","1.07B","-3.77%"
"2022- 05- 11","866.34","853.73","866.81","852.23","1.08B","1.19%"
"2022- 05- 10","856.14","848.08","858.43","831.59","1.27B","-0.55%"
"2022- 05- 09","860.84","880.34","880.78","859.73","1.12B","-2.64%"
"2022- 05- 06","884.22","888.54","892.43","883.31","1.14B","-1.76%"
"2022- 05- 04","900.06","911.16","911.97","899.34","1.36B","-0.83%"
"2022- 05- 03","907.57","905.05","912.67","905.05","1.64B","0.64%"
"2022- 05- 02","901.82","894.03","903.26","892.54","1.23B","-0.32%"
"2022- 04- 29","904.75","895.64","904.76","894.62","1.46B","1.40%"
"2022- 04- 28","892.22","900.43","902.02","889.30","1.55B","-0.44%"
"2022- 04- 27","896.18","898.02","898.02","888.97","1.86B","-1.64%"
"2022- 04- 26","911.16","906.59","913.29","906.59","1.63B","1.26%"
"2022- 04- 25","899.84","909.53","911.53","899.83","1.43B","-2.49%"
"2022- 04- 22","922.78","922.77","924.16","916.65","1.38B","-0.74%"
"2022- 04- 21","929.68","930.45","934.26","929.54","1.40B","0.08%"
"2022- 04- 20","928.93","933.29","933.37","927.29","1.26B","-0.28%"
"2022- 04- 19","931.56","922.60","931.56","922.60","1.30B","1.45%"
"2022- 04- 18","918.23","921.69","923.51","917.53","1.10B","-0.67%"
"2022- 04- 15","924.44","921.53","925.13","916.91","1.30B","-0.38%"
"2022- 04- 14","928.01","930.69","931.81","925.61","1.17B","0.08%"
"2022- 04- 13","927.31","915.89","927.33","913.92","1.11B","1.48%"
"2022- 04- 12","913.82","914.28","916.76","905.18","1.14B","-0.87%"
"2022- 04- 11","921.83","932.48","934.61","920.75","943.67M","-1.38%"
"2022- 04- 08","934.73","931.98","935.68","924.73","906.47M","0.73%"
"2022- 04- 07","927.95","936.92","936.92","925.91","1.18B","-1.61%"
"2022- 04- 06","943.13","944.27","947.41","939.82","1.41B","-0.98%"
"2022- 04- 05","952.47","950.89","953.06","949.46","1.64B","0.54%"
"2022- 04- 04","947.32","940.47","947.33","938.45","1.09B","0.72%"
"2022- 04- 01","940.57","940.49","942.22","936.86","1.25B","-0.42%"
"2022- 03- 31","944.53","936.66","944.92","936.20","1.42B","0.58%"
"2022- 03- 30","939.07","942.08","943.30","936.91","1.54B","0.13%"
"2022- 03- 29","937.83","932.86","937.83","930.34","1.46B","1.16%"
"2022- 03- 28","927.11","934.18","934.18","926.55","1.37B","-0.81%"
"2022- 03- 25","934.69","936.94","937.69","933.09","1.57B","0.32%"
"2022- 03- 24","931.75","926.29","931.87","920.69","1.38B","0.13%"
"2022- 03- 23","930.57","929.35","933.27","927.02","1.44B","0.64%"
"2022- 03- 22","924.67","916.70","924.72","914.33","1.39B","0.68%"
"2022- 03- 21","918.40","926.86","926.86","917.93","1.33B","-0.49%"
"2022- 03- 18","922.96","915.29","922.99","912.00","1.20B","0.97%"
"2022- 03- 17","914.13","903.75","916.22","903.75","1.46B","2.50%"
"2022- 03- 16","891.80","881.89","891.80","879.68","1.35B","2.36%"
"2022- 03- 15","871.22","870.33","874.73","866.47","1.19B","-0.14%"
"2022- 03- 14","872.44","893.18","893.18","870.81","1.15B","-2.16%"
"2022- 03- 11","891.71","888.57","894.99","887.28","1.13B","0.30%"
"2022- 03- 10","889.08","885.05","892.55","884.98","987.43M","2.18%"
"2022- 03- 08","870.14","869.05","881.30","864.69","981.99M","-1.29%"
"2022- 03- 07","881.54","889.95","889.95","878.45","865.67M","-2.16%"
"2022- 03- 04","900.96","908.47","909.24","896.84","1.00B","-1.25%"
"2022- 03- 03","912.32","901.28","912.35","899.85","1.06B","1.88%"
"2022- 03- 02","895.45","880.62","896.80","879.03","1.04B","1.63%"
"2022- 02- 28","881.07","870.27","881.07","868.91","1.07B","0.93%"
"2022- 02- 25","872.98","864.72","872.98","863.47","1.37B","2.92%"
"2022- 02- 24","848.21","869.24","870.58","847.86","1.68B","-3.32%"
"2022- 02- 23","877.33","873.32","879.98","870.25","1.08B","1.06%"
"2022- 02- 22","868.11","869.08","878.33","865.23","1.10B","-1.83%"
"2022- 02- 21","884.25","871.23","884.26","865.58","865.99M","0.29%"
"2022- 02- 18","881.71","862.19","882.01","860.81","953.40M","0.86%"
"2022- 02- 17","874.22","879.12","890.78","858.78","1.17B","-0.45%"
"2022- 02- 16","878.15","857.54","878.15","857.54","876.75M","4.55%"
"2022- 02- 15","839.92","855.62","860.40","837.83","1.04B","-1.51%"
"2022- 02- 14","852.79","864.49","867.24","850.28","889.90M","-2.81%"
"2022- 02- 11","877.42","885.31","889.42","877.28","1.03B","-2.04%"
"2022- 02- 10","895.68","914.65","914.92","893.21","858.88M","-1.63%"
"2022- 02- 09","910.53","904.07","910.53","900.86","890.47M","1.70%"
"2022- 02- 08","895.27","900.70","907.24","887.54","1.18B","-0.46%"
"2022- 02- 07","899.40","905.96","905.96","893.91","901.97M","-0.38%"
"2022- 02- 04","902.87","888.51","902.87","886.93","1.05B","1.26%"
"2022- 02- 03","891.60","887.85","898.37","887.02","1.08B","2.15%"
"2022- 01- 28","872.87","852.57","872.87","835.55","1.03B","2.78%"
"2022- 01- 27","849.23","884.23","885.00","847.34","1.17B","-3.73%"
"2022- 01- 26","882.09","892.01","900.38","881.68","1.12B","-0.83%"
"2022- 01- 25","889.44","920.95","923.07","883.17","1.29B","-2.84%"
"2022- 01- 24","915.40","935.13","935.13","911.02","1.04B","-2.91%"
"2022- 01- 21","942.85","950.67","958.38","937.48","1.13B","-1.65%"
"2022- 01- 20","958.70","934.00","958.70","933.97","1.04B","2.66%"
"2022- 01- 19","933.90","935.06","944.81","929.15","1.22B","-1.06%"
"2022- 01- 18","943.94","959.98","969.17","942.11","1.07B","-1.46%"
"2022- 01- 17","957.90","971.81","971.81","954.82","1.11B","-1.39%"
"2022- 01- 14","971.39","971.11","977.69","967.19","1.37B","-1.21%"
"2022- 01- 13","983.25","994.55","994.55","981.31","1.24B","-0.82%"
"2022- 01- 12","991.33","978.69","991.71","978.69","1.16B","2.21%"
"2022- 01- 11","969.92","982.44","985.13","962.91","1.28B","-1.07%"
"2022- 01- 10","980.38","992.49","992.49","976.41","1.27B","-1.49%"
"2022- 01- 07","995.16","986.18","997.02","986.18","1.47B","1.52%"
"2022- 01- 06","980.30","993.60","1,003.01","979.83","1.46B","-2.90%"
"2022- 01- 05","1,009.62","1,029.12","1,029.12","1,007.84","1.50B","-2.14%"
"2022- 01- 04","1,031.66","1,041.07","1,041.29","1,025.23","1.32B","-0.59%"
"2022- 01- 03","1,037.83","1,038.97","1,039.67","1,030.57","1.05B","0.37%"
"2021- 12- 30","1,033.98","1,029.74","1,034.87","1,021.59","907.42M","0.58%"
"2021- 12- 29","1,028.05","1,028.46","1,034.05","1,022.73","950.94M","0.06%"
"2021- 12- 28","1,027.44","1,016.29","1,027.45","1,014.39","1.29B","1.59%"
"2021- 12- 27","1,011.36","1,008.90","1,013.70","1,006.87","1.15B","0.39%"
"2021- 12- 24","1,007.42","1,008.05","1,010.98","1,005.61","1.24B","0.41%"
"2021- 12- 23","1,003.31","1,004.45","1,007.42","1,001.48","1.44B","0.32%"
